season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,pfr_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id
2012,ARI,CB,NA,22,ACT,William Gay,William,Gay,1985-01-01,5-10,190,Louisville,James R. Rickards (FL),00-0025557,10613,8424,6211,3786,GayxWi99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAY400290.png,4122,156,NA,a2907a39-139b-483f-8369-e278c26a6951
2012,ARI,DB,NA,27,ACT,Michael Adams,Michael,Adams,1985-06-17,5-8,181,Louisiana-Lafayette,NA,00-0025668,NA,NA,NA,4192,AdamMi98,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ADA509576.png,NA,NA,NA,NA
2012,ARI,DB,NA,39,ACT,James Sanders,James,Sanders,1983-11-11,5-10,210,Fresno State,NA,00-0023567,NA,NA,NA,2350,SandJa21,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN342375.png,NA,NA,NA,NA
2012,ARI,DE,NA,91,ACT,Vonnie Holliday,Vonnie,Holliday,1975-12-11,6-5,288,North Carolina,NA,00-0007611,NA,NA,NA,340,HollVo20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL229554.png,NA,NA,NA,NA
2012,ARI,DE,NA,96,ACT,Ronald Talley,Ronald,Talley,1986-02-21,6-3,286,Delaware,NA,00-0026791,NA,NA,NA,5396,TallRo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAL662347.png,NA,NA,NA,NA
2012,ARI,DE,NA,NA,DEV,Everrette Thompson,Everrette,Thompson,1989-12-18,6-6,272,Washington,NA,00-0029712,NA,NA,NA,NA,ThomEv00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO547095.png,NA,NA,NA,NA
2012,ARI,DE,NA,93,ACT,Calais Campbell,Calais,Campbell,1986-09-01,6-8,300,Miami (Fla.),Denver South (CO),00-0026190,11284,8827,5587,4364,CampCa99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM208843.png,3341,125,NA,0333b8f0-3aab-45aa-a684-6d402a309413
2012,ARI,DE,NA,79,ACT,David Carter,David,Carter,1987-12-10,6-5,300,UCLA,NA,00-0028122,NA,NA,NA,6336,CartDa01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAR640974.png,NA,NA,NA,NA
2012,ARI,DE,NA,90,ACT,Darnell Dockett,Darnell,Dockett,1981-05-27,6-4,290,Florida State,NA,00-0022930,NA,NA,NA,1785,DockDa20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOC428041.png,NA,NA,NA,NA
2012,ARI,DE,NA,98,ACT,Nick Eason,Nick,Eason,1980-05-29,6-3,305,Clemson,NA,00-0022010,NA,NA,NA,1426,EasoNi20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EAS421290.png,NA,NA,NA,NA
2012,ARI,DE,NA,NA,DEV,Tim Fugger,Tim,Fugger,1989-07-01,6-3,248,Vanderbilt,NA,00-0029550,NA,NA,NA,NA,FuggTi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FUG355964.png,NA,NA,NA,NA
2012,ARI,DT,NA,95,DEV,Ricky Lumpkin,Ricky,Lumpkin,1988-09-07,6-4,306,Kentucky,NA,00-0028722,NA,NA,NA,6837,LumpRi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUM488598.png,NA,NA,NA,NA
2012,ARI,FB,NA,45,CUT,Reagan Maui'a,Reagan,Maui'a,1984-07-06,6-0,265,Hawaii,NA,00-0025568,NA,NA,NA,NA,MauiRe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAU280858.png,NA,NA,NA,NA
2012,ARI,FB,NA,35,ACT,Anthony Sherman,Anthony,Sherman,1988-12-11,5-10,242,Connecticut,North Attleboro (MA),00-0028074,14135,24923,7560,6288,SherAn00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHE644991.png,13418,973,NA,e033ce15-9fc5-430b-90e2-90dfe52b21c1
2012,ARI,FS,NA,25,ACT,Kerry Rhodes,Kerry,Rhodes,1982-08-02,6-3,212,Louisville,NA,00-0023557,NA,NA,NA,2340,RhodKe20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RHO457261.png,NA,NA,NA,NA
2012,ARI,G,NA,68,ACT,Adam Snyder,Adam,Snyder,1982-01-30,6-6,325,Oregon,NA,00-0023529,NA,NA,NA,2311,SnydAd20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SNY081787.png,NA,NA,NA,NA
2012,ARI,G,NA,61,CUT,Chris Stewart,Chris,Stewart,1987-09-12,6-4,325,Notre Dame,NA,00-0028290,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE752383.png,NA,NA,NA,NA
2012,ARI,G,NA,64,ACT,Senio Kelemete,Senio,Kelemete,1990-05-10,6-4,301,Washington,Evergreen (WA),00-0029546,15123,25861,8305,7144,KeleSe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEL019379.png,14481,1220,NA,0a821a41-cff9-4b6d-9140-301a09edf895
2012,ARI,G,NA,71,ACT,Daryn Colledge,Daryn,Colledge,1982-02-11,6-4,308,Boise State,NA,00-0024262,NA,NA,NA,2992,CollDa20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL385165.png,NA,NA,NA,NA
2012,ARI,G,NA,67,ACT,Pat McQuistan,Pat,McQuistan,1983-04-30,6-6,317,Weber State,NA,00-0024425,NA,NA,NA,3156,McQuPa20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCQ696612.png,NA,NA,NA,NA
2012,ARI,ILB,NA,58,ACT,Daryl Washington,Daryl,Washington,1986-10-09,6-2,230,Texas Christian,NA,00-0027886,NA,NA,NA,5572,WashDa99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAS186798.png,NA,NA,NA,NA
2012,ARI,ILB,NA,51,ACT,Paris Lenon,Paris,Lenon,1977-11-26,6-2,240,Richmond,NA,00-0019104,NA,NA,NA,751,LenoPa20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEN394692.png,NA,NA,NA,NA
2012,ARI,K,NA,3,ACT,Jay Feely,Jay,Feely,1976-05-23,5-10,208,Michigan,NA,00-0019770,NA,NA,NA,NA,feelyjay01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEE461435.png,NA,NA,NA,NA
2012,ARI,LB,NA,48,CUT,Paul Vassallo,Paul,Vassallo,1989-12-16,6-3,247,Arizona,NA,00-0029352,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAS389790.png,NA,NA,NA,NA
2012,ARI,LB,NA,55,ACT,Stewart Bradley,Stewart,Bradley,1983-11-02,6-4,258,Nebraska,NA,00-0025474,NA,NA,NA,3703,BradSt99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA243977.png,NA,NA,NA,NA
2012,ARI,LB,NA,56,ACT,Reggie Walker,Reggie,Walker,1986-12-15,6-0,244,Kansas State,NA,00-0026727,NA,NA,NA,5351,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL309457.png,NA,NA,NA,NA
2012,ARI,LB,NA,59,RES,Brandon Williams,Brandon,Williams,1988-06-21,6-3,250,Texas Tech,NA,00-0027087,NA,NA,NA,5044,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL000003.png,NA,NA,NA,NA
2012,ARI,LB,NA,45,CUT,Marcus McGraw,Marcus,McGraw,1989-10-05,6-0,228,Houston,NA,00-0029348,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCG636883.png,NA,NA,NA,NA
2012,ARI,LB,NA,57,CUT,Antonio Coleman,Antonio,Coleman,1986-09-01,6-1,254,Auburn,NA,00-0027209,NA,NA,NA,5790,ColeAn01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL216615.png,NA,NA,NA,NA
2012,ARI,LB,NA,43,ACT,Zack Nash,Zack,Nash,1989-09-23,6-4,260,Sacramento State,NA,00-0029349,NA,NA,NA,7490,NashZa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NAS578470.png,NA,NA,NA,NA
2012,ARI,LB,NA,97,DEV,Colin Parker,Colin,Parker,1989-05-06,6-1,223,Arizona State,NA,00-0029351,NA,NA,NA,7492,ParkCo01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAR204807.png,NA,NA,NA,NA
2012,ARI,LS,NA,82,ACT,Mike Leach,Mike,Leach,1976-10-18,6-2,235,William & Mary,NA,00-0019435,NA,NA,NA,750,LeacMi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEA091822.png,NA,NA,NA,NA
2012,ARI,NT,NA,92,ACT,Dan Williams,Dan,Williams,1987-06-01,6-3,327,Tennessee,NA,00-0027877,NA,NA,NA,5551,WillDa99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL206531.png,NA,NA,NA,NA
2012,ARI,OL,NA,NA,RES,Blake DeChristopher,Blake,DeChristopher,1988-09-08,6-5,311,Virginia Tech,NA,00-0029345,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DEC439629.png,NA,NA,NA,NA
2012,ARI,OLB,NA,94,ACT,Sam Acho,Sam,Acho,1988-09-06,6-3,257,Texas,St. Mark's (TX),00-0028041,14152,24890,7454,6255,AchoSa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ACH678651.png,13400,969,NA,94cbc2c8-07e4-4779-851b-b657b46a7920
2012,ARI,OLB,NA,54,ACT,Quentin Groves,Quentin,Groves,1984-07-05,6-3,265,Auburn,NA,00-0026192,NA,NA,NA,4366,GrovQu99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRO760958.png,NA,NA,NA,NA
2012,ARI,OLB,NA,50,RES,O'Brien Schofield,O'Brien,Schofield,1987-04-03,6-3,242,Wisconsin,NA,00-0027730,NA,NA,NA,5653,SchoOB99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCH441573.png,NA,NA,NA,NA
2012,ARI,OT,NA,76,ACT,Nate Potter,Nate,Potter,1988-05-16,6-5,295,Boise State,NA,00-0029551,NA,NA,NA,7205,PottNa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POT363378.png,NA,NA,NA,NA
2012,ARI,P,NA,9,ACT,Dave Zastudil,Dave,Zastudil,1978-10-26,6-3,220,Ohio U.,NA,00-0021235,NA,NA,NA,NA,ZastDa20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZAS622937.png,NA,NA,NA,NA
2012,ARI,P,NA,1,CUT,Ricky Schmitt,Ricky,Schmitt,1985-08-17,6-3,217,Shepherd,NA,00-0025681,NA,NA,NA,NA,SchmRi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCH359655.png,NA,NA,NA,NA
2012,ARI,QB,NA,19,ACT,John Skelton,John,Skelton,1988-03-17,6-6,244,Fordham,NA,00-0027754,NA,NA,NA,5678,SkelJo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SKE601491.png,NA,NA,NA,20535436-10a4-46e2-9db1-afd6672dcd51
2012,ARI,QB,NA,6,ACT,Brian Hoyer,Brian,Hoyer,1985-10-13,6-2,215,Michigan State,St. Ignatius (OH),00-0026625,12477,9547,6140,5277,HoyeBr00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOY440791.png,8358,345,NA,af4ba620-2f00-4b00-9111-7897f2b1cde8
2012,ARI,QB,NA,2,CUT,Richard Bartel,Richard,Bartel,1983-02-03,6-4,230,Tarleton State,NA,00-0025749,NA,NA,NA,3884,BartRi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR721770.png,NA,NA,NA,NA
2012,ARI,QB,NA,4,RES,Kevin Kolb,Kevin,Kolb,1984-08-24,6-3,218,Houston,NA,00-0025423,NA,NA,NA,3652,KolbKe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KOL105037.png,NA,NA,NA,c4a16e1e-f0c8-4716-9884-f5a2983616db
2012,ARI,QB,NA,14,ACT,Ryan Lindley,Ryan,Lindley,1989-06-22,6-4,230,San Diego State,NA,00-0029531,NA,NA,NA,7174,LindRy00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LIN208832.png,NA,NA,NA,a432666c-9ffd-4094-9071-a9d49d0e20c1
2012,ARI,RB,NA,29,ACT,Alfonso Smith,Alfonso,Smith,1987-01-23,6-1,208,Kentucky,NA,00-0027346,NA,NA,NA,5877,SmitAl22,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI031319.png,NA,NA,NA,47fd7d9a-2726-43d8-be94-fd50d634292f
2012,ARI,RB,NA,36,ACT,LaRod Stephens-Howling,LaRod,Stephens-Howling,1987-04-26,5-7,185,Pittsburgh,NA,00-0026956,NA,NA,NA,5164,StepLa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE477247.png,NA,NA,NA,4e8927ad-8a0d-4057-a340-e433ccdac5c9
2012,ARI,RB,NA,45,RES,Javarris James,Javarris,James,1987-09-18,6-0,208,Miami (Fla.),NA,00-0027467,NA,NA,NA,5962,JameJa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAM216623.png,NA,NA,NA,NA
2012,ARI,RB,NA,26,ACT,Beanie Wells,Beanie,Wells,1988-08-07,6-2,229,Ohio State,NA,00-0027007,NA,NA,NA,4954,WellCh00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEL350689.png,NA,NA,NA,NA
2012,ARI,RB,NA,NA,DEV,Fozzy Whittaker,Fozzy,Whittaker,1989-02-02,5-10,202,Texas,Pearland (TX),00-0029731,15755,26596,8083,8547,WhitFo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI731103.png,15616,1709,NA,44ac9500-8fd8-4512-a5af-d63bc00aea7f
2012,ARI,RB,NA,34,RES,Ryan Williams,Ryan,Williams,1990-04-09,5-9,207,Virginia Tech,NA,00-0027976,NA,NA,NA,6190,WillRy00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL000004.png,NA,NA,NA,68b5fdb2-e0e1-48aa-96a3-18a85c393a09
2012,ARI,RB,NA,31,CUT,Thomas Clayton,Thomas,Clayton,1984-04-26,5-11,222,Kansas State,NA,00-0025573,NA,NA,NA,3802,ClayTh00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA825714.png,NA,NA,NA,NA
2012,ARI,RB,NA,38,CUT,Jared Crank,Jared,Crank,1989-01-17,6-2,238,Purdue,NA,00-0029490,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CRA501385.png,NA,NA,NA,NA
2012,ARI,RB,NA,33,ACT,William Powell,William,Powell,1988-03-09,5-9,207,Kansas State,NA,00-0028736,NA,NA,NA,6939,PoweWi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POW572739.png,NA,NA,NA,NA
2012,ARI,RB,NA,35,CUT,Korey Hall,Korey,Hall,1983-08-05,6-0,236,Boise State,NA,00-0025578,NA,NA,NA,3807,HallKo99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL423750.png,NA,NA,NA,NA
2012,ARI,SAF,NA,42,CUT,Eddie Elder,Eddie,Elder,1989-02-14,5-10,185,Arizona State,NA,00-0029489,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELD416091.png,NA,NA,NA,NA
2012,ARI,SS,NA,49,ACT,Rashad Johnson,Rashad,Johnson,1986-01-02,5-11,204,Alabama,NA,00-0027067,NA,NA,NA,5018,JohnRa98,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH590218.png,NA,NA,NA,NA
2012,ARI,SS,NA,24,ACT,Adrian Wilson,Adrian,Wilson,1979-10-12,6-3,230,North Carolina State,NA,00-0020505,NA,NA,NA,831,WilsAd99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL647976.png,NA,NA,NA,NA
2012,ARI,T,NA,NA,DEV,Steven Baker,Steven,Baker,1988-11-24,6-8,301,East Carolina,NA,00-0029022,NA,NA,NA,7682,BakeSt01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAK670586.png,NA,NA,NA,NA
2012,ARI,T,NA,74,ACT,D'Anthony Batiste,D'Anthony,Batiste,1982-03-29,6-4,314,Louisiana-Lafayette,NA,00-0024483,NA,NA,NA,3223,BatiDA20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAT269680.png,NA,NA,NA,NA
2012,ARI,T,NA,75,RES,Levi Brown,Levi,Brown,1984-03-16,6-6,324,Penn State,NA,00-0025392,NA,NA,NA,3621,BrowLe20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO548586.png,NA,NA,NA,NA
2012,ARI,T,NA,70,ACT,Bobby Massie,Bobby,Massie,1989-08-01,6-6,316,Mississippi,Hargrave Military Academy (VA),00-0029528,15096,25822,8304,7112,MassBo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAS441786.png,14483,1222,NA,86c5152c-c823-4127-97e6-2fedf532e8e8
2012,ARI,T,NA,64,ACT,Mike Gibson,Mike,Gibson,1985-11-18,6-3,298,California,NA,00-0026324,NA,NA,NA,4498,GibsMi20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIB698733.png,NA,NA,NA,NA
2012,ARI,TE,NA,86,CUT,Todd Heap,Todd,Heap,1980-03-16,6-5,252,Arizona State,NA,00-0020516,NA,NA,NA,801,HeapTo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEA302949.png,NA,NA,NA,6fec5f61-643b-4910-a5d1-c67ec797f6c6
2012,ARI,TE,NA,84,RES,Rob Housler,Rob,Housler,1988-03-17,6-5,250,Florida Atlantic,NA,00-0028007,NA,NA,NA,6221,HousRo01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOU358294.png,NA,NA,NA,76b51e0a-be98-4a8a-8ac3-dc5e829e1ae9
2012,ARI,TE,NA,83,ACT,Kory Sperry,Kory,Sperry,1985-04-10,6-5,265,Colorado State,NA,00-0026757,NA,NA,NA,5369,SperKo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPE752333.png,NA,NA,NA,NA
2012,ARI,TE,NA,87,ACT,Jeff King,Jeff,King,1983-02-19,6-3,260,Virginia Tech,NA,00-0024369,NA,NA,NA,3100,KingJe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN534235.png,NA,NA,NA,0848ad7c-8553-4007-8e01-1f19c81deaba
2012,ARI,TE,NA,81,ACT,Jim Dray,Jim,Dray,1986-12-31,6-5,255,Stanford,NA,00-0027825,NA,NA,NA,5756,DrayJi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DRA632509.png,NA,NA,NA,NA
2012,ARI,WR,NA,18,ACT,Kerry Taylor,Kerry,Taylor,1989-02-20,6-0,200,Arizona State,NA,00-0028606,NA,NA,NA,6760,TaylKe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAY482700.png,NA,NA,NA,NA
2012,ARI,WR,NA,83,CUT,Jaymar Johnson,Jaymar,Johnson,1984-07-10,6-0,183,Jackson State,NA,00-0026333,NA,NA,NA,4507,JohnJa01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH341279.png,NA,NA,NA,NA
2012,ARI,WR,NA,80,CUT,Isaiah Williams,Isaiah,Williams,1987-01-30,6-3,200,Maryland,NA,00-0026864,NA,NA,NA,5517,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL319061.png,NA,NA,NA,NA
2012,ARI,WR,NA,17,ACT,LaRon Byrd,LaRon,Byrd,1989-08-18,6-4,220,Miami (Fla.),NA,00-0029343,NA,NA,NA,7486,ByrdLa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BYR472969.png,NA,NA,NA,NA
2012,ARI,WR,NA,18,CUT,Stephen Williams,Stephen,Williams,1986-06-29,6-5,208,Toledo,NA,00-0027349,NA,NA,NA,5880,WillSt01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL527878.png,NA,NA,NA,70ff9d3e-4339-46da-908f-4aed688f4a1f
2012,ARI,WR,NA,89,CUT,Gino Crump,Gino,Crump,1988-08-08,6-2,210,Arizona,NA,00-0029602,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CRU380398.png,NA,NA,NA,NA
2012,ARI,WR,NA,85,ACT,Early Doucet,Early,Doucet,1985-10-28,6-0,212,LSU,NA,00-0026221,NA,NA,NA,4395,DoucEa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU051723.png,NA,NA,NA,201064a4-7b4c-4f5c-9f08-f60c8244248b
2012,ARI,WR,NA,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,6-3,218,Pittsburgh,Holy Angels (MN),00-0022921,5528,6762,3730,1724,FitzLa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png,5571,223,NA,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5
2012,ARI,WR,NA,15,ACT,Michael Floyd,Michael,Floyd,1989-11-27,6-3,225,Notre Dame,Cretin-Derham Hall (MN),00-0029638,14908,25723,8054,7019,FloyMi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLO764240.png,14478,1219,NA,471dbe81-54c4-4b52-8bd1-4933c9800e1f
2012,ARI,WR,NA,12,ACT,Andre Roberts,Andre,Roberts,1988-01-09,5-11,195,The Citadel,Spring Valley (SC),00-0027691,13226,24063,6506,5612,RobeAn00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB102317.png,11565,627,NA,9691f874-be36-4529-a7eb-dde22ee4a848
2012,ARI,WR,NA,NA,DEV,Gerell Robinson,Gerell,Robinson,1989-10-13,6-4,222,Arizona State,NA,00-0028892,NA,NA,NA,7267,RobiGe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB607112.png,NA,NA,NA,NA
2012,ARI,WR,NA,16,CUT,Tre Gray,Tre,Gray,1989-09-01,5-10,175,Richmond,NA,00-0029347,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA789275.png,NA,NA,NA,NA
2012,ARI,WR,NA,10,CUT,DeMarco Sampson,DeMarco,Sampson,1985-12-19,6-2,204,San Diego State,NA,00-0028187,NA,NA,NA,6401,SampDe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAM332233.png,NA,NA,NA,NA
2012,ATL,C,NA,61,ACT,Joe Hawley,Joe,Hawley,1988-10-22,6-3,302,Nevada-Las Vegas,NA,00-0027717,NA,NA,NA,5641,HawlJo20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAW653722.png,NA,NA,NA,NA
2012,ATL,C,NA,62,ACT,Todd McClure,Todd,McClure,1977-02-16,6-1,296,LSU,NA,00-0010711,NA,NA,NA,536,McClTo20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png,NA,NA,NA,NA
2012,ATL,CB,NA,37,DEV,Peyton Thompson,Peyton,Thompson,1990-09-26,5-11,180,San Jose State,NA,00-0028846,NA,NA,NA,7235,ThomPe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO641056.png,NA,NA,NA,NA
2012,ATL,CB,NA,38,CUT,Marty Markett,Marty,Markett,1989-11-07,5-10,162,South Carolina,NA,00-0028858,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR218294.png,NA,NA,NA,NA
2012,ATL,CB,NA,27,ACT,Robert McClain,Robert,McClain,1988-07-22,5-9,195,Connecticut,NA,00-0027840,NA,NA,NA,5771,McClRo98,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC340374.png,NA,NA,NA,NA
