season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url
2020,ARI,DB,NA,43,Active,Picasso Nelson,Picasso,Nelson,1996-04-15,5-10,195,Southern Mississippi,Oak Grove (MS),00-0035368,3123966,cff07c85-137a-4496-8df9-4f96f68f1318,32095,14032,30126,21251,6344,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123966.png
2020,ARI,DB,NB,34,Active,Jalen Thompson,Jalen,Thompson,1998-07-18,5-11,190,Washington State,Downey (CA),00-0035705,4043089,56992f39-70e7-4b6a-86da-0a4776504e7a,32623,14330,49116,21635,6711,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4043089.png
2020,ARI,DB,SS,28,Active,Charles Washington,Charles,Washington,1993-03-10,5-10,192,Fresno State,Crespi (CA),00-0032560,2579163,7757384a-6b03-41fb-9c77-3c016a968d1c,29781,11341,11137,18521,3714,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2579163.png
2020,ARI,DB,FS,31,Active,Chris Banjo,Chris,Banjo,1990-02-26,5-10,207,Southern Methodist,Kempner (TX),00-0029747,15782,6c7704c2-f833-46aa-9f9c-d975d5ad1297,26621,9101,8419,15011,1442,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15782.png
2020,ARI,DE,NA,61,Active,Moubarak Djeri,Moubarak,Djeri,NA,6-3,275,no college,NA,NA,4325329,75f445e3-0fc9-45e5-8f1e-767022f0332a,30969,12978,NA,19821,4957,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4325329.png
2020,ARI,DE,NA,55,Active,Shareef Miller,Shareef,Miller,1997-03-14,6-4,256,Penn State,George Washington (PA),00-0035267,3929648,26d3edb9-e572-4272-835a-21b63200ea64,31970,13499,28307,20879,5900,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3929648.png
2020,ARI,DE,NA,91,Active,Michael Dogbe,Michael,Dogbe,1996-05-05,6-3,284,Temple,Parsippany Hills (NJ),00-0035541,3138765,cf0c253d-45bd-48f5-9602-88c3d9ca1082,32081,13709,48850,21141,6304,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3138765.png
2020,ARI,DE,NA,65,Active,Stacy McGee,Stacy,McGee,1990-01-17,6-3,341,Oklahoma,Muskogee (OK),00-0030515,15906,0606c9ab-8351-4a38-8ca4-ceb16e982f6a,26828,8964,7987,15069,1474,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15906.png
2020,ARI,DE,NA,69,Active,Josh Mauro,Josh,Mauro,1991-02-17,6-6,290,Stanford,L.D. Bell (TX),00-0030883,17017,6399b33c-6d3d-4fc5-b142-1a5deb33ef76,27815,9412,9003,16153,1920,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/17017.png
2020,ARI,DT,NA,75,Active,David Parry,David,Parry,1992-03-07,6-2,317,Stanford,Linn-Marr (IA),00-0031592,2517779,376a61bd-de05-4fb1-a698-7f93fd1a102c,28539,10461,9584,16911,2454,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2517779.png
2020,ARI,DT,RDE,96,Active,Angelo Blackson,Angelo,Blackson,1992-11-14,6-4,318,Auburn,Red Lion Christian Academy (DE),00-0032107,2574582,e9799059-f592-47e8-aab3-e2027fe7b148,28488,10453,9533,16861,2405,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574582.png
2020,ARI,DT,DT,95,Active,Leki Fotu,Leki,Fotu,1998-08-23,6-5,335,Utah,Herriman (UT),00-0036371,4035666,2040899a-0b04-4de7-900b-f9e6861c6150,32784,14712,44614,22083,6948,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035666.png
2020,ARI,DT,DT,94,Active,Zach Allen,Zach,Allen,1997-08-20,6-4,281,Boston College,New Canaan (CT),00-0035248,3915282,f68685e7-9904-47bc-b39a-e1c813435385,31897,13742,49605,20738,5871,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915282.png
2020,ARI,DT,RDE,97,Active,Jordan Phillips,Jordan,Phillips,1992-09-21,6-6,341,Oklahoma,Circle (KS),00-0031557,2577466,023af11a-3aa1-4266-b163-31cf6369ef3b,28440,10311,9485,16813,2357,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2577466.png
2020,ARI,DT,NA,94,Active,P.J. Johnson,P.J.,Johnson,1996-06-14,6-3,320,Arizona,Luther Burbank (CA),00-0035540,3910660,344f10b9-b272-4f2f-8d1e-468f38f59f5e,32061,13573,36493,21124,6273,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3910660.png
2020,ARI,FB,NA,45,Active,Austin Ramesh,Austin,Ramesh,NA,6-1,251,None,NA,NA,3053124,2510a6c1-aabd-4d23-ae14-166c19f898e7,31319,13076,NA,20210,5238,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3053124.png
2020,ARI,FS,NA,44,Active,Kentrell Brice,Kentrell,Brice,1994-08-11,5-11,200,Louisiana Tech,Ruston (LA),00-0032628,2971881,64d8dddf-b3fe-4146-8d08-36e9c0b6eede,29720,11204,11142,18524,3716,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971881.png
2020,ARI,FS,NA,43,Active,T.J. Ward,T.J.,Ward,1986-12-12,5-10,200,Oregon,De La Salle (CA),NA,13304,cca4c795-7fa2-479c-9395-dff76a0abb20,24013,6657,NA,11054,535,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13304.png
2020,ARI,G,RG,64,Active,J.R. Sweezy,J.R.,Sweezy,1989-04-08,6-5,310,North Carolina State,Mooresville (NC),00-0029146,15025,be62bf39-c737-416f-a1ea-6b9d61684a62,25935,8364,7209,14585,1243,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15025.png
2020,ARI,G,NA,63,Active,Deion Calhoun,Deion,Calhoun,1996-02-20,6-3,310,Mississippi State,Restoration Academy (AL),00-0035336,3115482,8b7ee20f-238e-4b6f-b43d-4f9624bf2534,32432,13845,46676,21266,6570,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3115482.png
2020,ARI,G,NA,64,Active,Sean Harlow,Sean,Harlow,1995-03-28,6-4,284,Oregon State,San Clemente (CA),00-0033511,3045286,f4f08533-c692-4aba-84fe-fc21101c7bda,30249,11796,11891,19001,4155,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3045286.png
2020,ARI,G,LG,67,Active,Justin Pugh,Justin,Pugh,1990-08-15,6-5,311,Syracuse,Council Rock South (PA),00-0030585,15808,b6fe2eb8-3692-450a-98b3-11e47c8b6711,26642,8733,7800,15094,1496,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15808.png
2020,ARI,G,NA,60,Active,Koda Martin,Koda,Martin,1995-08-21,6-6,304,Syracuse,Manvel (TX),00-0035431,3122145,1dc22599-4ce9-49c2-bc8a-179a50e13cc1,32546,13963,NA,21160,6560,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3122145.png
2020,ARI,G,LG,73,Active,Max Garcia,Max,Garcia,1991-11-09,6-4,309,Florida,Norcross (GA),00-0032132,2512538,f19b687d-b81f-4104-9151-92e2af7d234d,28521,10279,9566,16894,2437,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2512538.png
2020,ARI,K,PK,2,Active,Mike Nugent,Mike,Nugent,1982-03-02,5-10,190,Ohio State,Centerville (OH),00-0023482,8461,e017e12b-07a7-4a35-b837-2faa9ffe3ce8,7223,4441,NA,11735,658,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8461.png
2020,ARI,K,PK,5,Active,Zane Gonzalez,Zane,Gonzalez,1995-05-07,6-0,202,Arizona State,Deer Park (TX),00-0033862,3043234,cd0f4ef0-9914-4125-be4d-804a72350ceb,30337,11831,NA,19079,4233,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043234.png
2020,ARI,K,NA,2,Active,Brett Maher,Brett,Maher,1989-11-21,6-1,185,Nebraska,Kearney (NE),00-0030332,16486,99c9de87-7fe1-4d5e-928e-586f48af2d79,27369,9054,NA,15854,4958,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16486.png
2020,ARI,LB,SLB,45,Active,Dennis Gardeck,Dennis,Gardeck,1994-08-09,6-0,232,Sioux Falls,Crystal Lake South (IL),00-0034473,4334300,48700b7b-210c-4ced-9c57-3e21162e7752,31299,13210,66928,20085,5158,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4334300.png
2020,ARI,LB,OLB,42,Active,Devon Kennard,Devon,Kennard,1991-06-24,6-3,256,Southern California,Desert Vista (AZ),00-0031241,16820,036131ed-3862-4f06-8379-084d3b2352d5,27702,9377,8809,16397,2084,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16820.png
2020,ARI,LB,NA,58,Active,Stephone Anthony,Stephone,Anthony,1992-07-28,6-3,245,Clemson,Anson (NC),00-0032102,2576482,e2a4fca8-0482-442e-93f7-3cef0fb2358d,28419,10355,9464,16792,2336,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576482.png
2020,ARI,LB,LILB,47,Active,Ezekiel Turner,Ezekiel,Turner,1996-06-09,6-2,214,Washington,Glen Burnie (MD),00-0034490,3894901,83849bc5-0b6c-4c76-b622-9c7042758e97,31324,13222,49167,20088,5161,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3894901.png
2020,ARI,LB,SLB,49,Active,Kylie Fitts,Kylie,Fitts,1994-10-11,6-3,260,Utah,Redlands East Valley (CA),00-0034404,3047582,ec198436-31b1-458e-a47b-9d1cd134300f,31151,12823,48553,19965,5069,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3047582.png
2020,ARI,LB,RILB,58,Active,Jordan Hicks,Jordan,Hicks,1992-06-27,6-1,236,Texas,Lakota West (OH),00-0032129,2514270,4f090881-03fc-4a34-b02f-fd1df1e411de,28472,10452,9517,16845,2389,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514270.png
2020,ARI,LB,LB,43,Active,Haason Reddick,Haason,Reddick,1994-09-22,6-1,235,Temple,Haddon Heights (NJ),00-0033875,2980504,ee399a97-6868-4db1-9381-09073914c2d6,30126,11937,11768,18909,4063,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2980504.png
2020,ARI,LB,NA,47,Active,Donald Rutledge,Donald,Rutledge,1997-05-22,6-1,210,Georgia Southern,Crestwood (SC),NA,3928847,b4a1df84-9467-48b0-bf65-053744916892,33218,14936,NA,22281,7285,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3928847.png
2020,ARI,LB,RILB,51,Active,Tanner Vallejo,Tanner,Vallejo,1994-12-16,6-1,228,Boise State,Nevada Union (CA),00-0033580,3042895,23f29e42-92e5-41b2-88eb-b9fb17a0eede,30308,11982,11950,19071,4225,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042895.png
2020,ARI,LB,OLB,44,Active,Markus Golden,Markus,Golden,1991-03-13,6-3,260,Missouri,Afton (MO),00-0032127,2971432,78eb0872-fff0-4fc2-94ee-6a5c518ecaa5,28446,10329,9491,16819,2363,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971432.png
2020,ARI,LB,NA,35,Active,Jamal Carter,Jamal,Carter,1994-04-12,6-1,215,Miami,Southridge (FL),00-0033819,3051925,1fc0af83-3c6e-4f4d-aadf-233e501c7241,30848,11987,49282,19591,4689,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3051925.png
2020,ARI,LB,LILB,59,Active,De'Vondre Campbell,De'Vondre,Campbell,1993-07-01,6-4,232,Minnesota,Cypress Lake (FL),00-0032401,3040180,25a643a9-3b59-4739-8430-2713a818fb69,29349,10935,10749,18037,3276,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3040180.png
2020,ARI,LB,SLB,55,Active,Chandler Jones,Chandler,Jones,1990-02-27,6-5,265,Syracuse,Union-Endicott (NY),00-0029585,14927,5197def5-f444-4561-ad28-7aac10dc748e,25731,8140,7027,13749,1038,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14927.png
2020,ARI,LB,NA,56,Active,Reggie Walker,Reggie,Walker,1996-04-22,6-2,250,Kansas State,Ponchatoula (LA),00-0035923,4046605,75513062-bfe5-4e32-af04-04a805c0fd8d,33086,15102,26885,22383,7398,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4046605.png
2020,ARI,LB,LB,54,Active,Isaiah Irving,Isaiah,Irving,1994-06-09,6-3,254,San Jose State,Cypress Creek (TX),00-0033635,3043197,983aee62-70d8-4d39-a857-da6fee82bef1,30722,12445,12171,19433,4552,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043197.png
2020,ARI,LB,NA,54,Active,Terrance Smith,Terrance,Smith,1993-05-03,6-2,235,Florida State,Southwest DeKalb (GA),00-0032820,2576809,dc447507-2380-494c-96c9-e0edb2679a3c,29885,11179,11181,18180,3417,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576809.png
2020,ARI,LB,NA,50,Active,Evan Weaver,Evan,Weaver,1998-08-11,6-3,245,California,Gonzaga Prep (WA),00-0036381,4035875,41dabf34-2055-4420-8aef-c222d7df48e6,32872,14752,NA,22002,7040,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035875.png
2020,ARI,LB,LILB,48,Active,Isaiah Simmons,Isaiah,Simmons,1998-07-26,6-3,225,Clemson,Olathe North (KS),00-0036356,4035462,b87d80b7-f129-4f3d-938a-1272f8122589,32678,14525,42451,22004,6781,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035462.png
2020,ARI,LS,NA,47,Active,Drew Williams,Drew,Williams,1994-06-17,6-2,190,None,NA,NA,3048925,da99611b-81f8-43f3-861c-7e9bbbe3452b,30966,12536,NA,19777,4877,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3048925.png
2020,ARI,LS,NA,46,Active,Aaron Brewer,Aaron,Brewer,1990-07-05,6-5,232,San Diego State,Troy (CA),00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,14042,1122,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15241.png
2020,ARI,NT,NT,98,Active,Corey Peters,Corey,Peters,1988-06-08,6-3,335,Kentucky,Central (KY),00-0027686,13292,a50e3085-370b-4fd2-b79a-28d3b9c5c1c7,24058,6682,5607,11437,608,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13292.png
2020,ARI,NT,RDE,92,Active,Rashard Lawrence,Rashard,Lawrence,1998-08-27,6-2,308,Louisiana State,Neville (LA),00-0036373,4035452,6e9763f5-2f5c-45d4-b50b-d7bbf91e1a65,32801,14717,44515,21885,7004,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035452.png
2020,ARI,NT,NT,90,Active,Domata Peko,Domata,Peko,1984-11-27,6-3,325,Michigan State,Pago Pago (ASM),00-0024338,9709,6a3bcfd5-a855-4173-a2aa-94e2c77c8268,7872,5853,3068,5929,236,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/9709.png
2020,ARI,OL,NA,68,Active,Austin Olsen,Austin,Olsen,NA,6-5,315,None,NA,NA,3049219,870b53b7-1a36-487c-b086-b0daf0f5ce08,31316,13216,NA,20212,5515,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3049219.png
2020,ARI,P,NA,9,Active,Richie Leone,Richie,Leone,1992-03-10,6-3,222,Houston,Roswell (GA),NA,17197,44f6c82c-528a-41fe-9cfb-721ab4a4c1a1,27982,9672,NA,16090,1873,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/17197.png
2020,ARI,P,NA,4,Active,Andy Lee,Andy,Lee,1982-08-11,6-1,185,Pittsburgh,West Oak (SC),00-0022824,5713,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,4044,1906,3100,112,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/5713.png
2020,ARI,QB,NA,2,Active,Cole McDonald,Cole,McDonald,1998-05-20,6-4,220,Hawaii,Sonora (CA),NA,4038220,2d907c0c-cf4e-4564-b9eb-560d84f16144,32894,14493,NA,21822,6954,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4038220.png
2020,ARI,QB,QB,1,Active,Kyler Murray,Kyler,Murray,1997-08-07,5-10,207,Oklahoma,Allen (TX),00-0035228,3917315,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,31833,13613,38334,20889,5849,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3917315.png
2020,ARI,QB,QB,15,Active,Chris Streveler,Chris,Streveler,1995-01-06,6-3,215,South Dakota,Marian Central Catholic (IL),00-0035752,3040206,23461354-f2d7-4e36-9046-fe9cde6dd413,32662,14587,46440,21866,6778,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3040206.png
2020,ARI,QB,QB,7,Active,Brett Hundley,Brett,Hundley,1993-06-15,6-3,226,UCLA,Chandler (AZ),00-0031589,2577189,e97f5ca9-186e-4346-ae65-1cd757ada455,28535,9706,9580,16907,2450,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2577189.png
2020,ARI,RB,RB,41,Active,Kenyan Drake,Kenyan,Drake,1994-01-26,6-1,211,Alabama,Hillgrove (GA),00-0033118,2979843,a0b93053-d349-4dd1-a840-24577102699b,29307,11002,10707,18003,3242,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2979843.png
2020,ARI,RB,RB,29,Active,Chase Edmonds,Chase,Edmonds,1996-04-13,5-9,210,Fordham,Central Dauphin East (PA),00-0034681,3119195,d8d9b161-7ef4-42bf-89b7-7edf806a0ad1,31104,12667,45851,19919,5000,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3119195.png
2020,ARI,RB,NA,33,Active,Khalfani Muhammad,Khalfani,Muhammad,1994-09-26,5-7,174,California,Notre Dame (CA),00-0033797,3052143,d16f5060-d562-492b-9ab8-4a495920e808,30355,12089,11996,19129,4283,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052143.png
2020,ARI,RB,NA,26,Active,Eno Benjamin,Eno,Benjamin,1999-04-13,5-10,210,Arizona State,Wylie East (TX),00-0036383,4242873,aebf7b65-da15-4499-b1af-6687fa50b2e4,32892,14372,NA,21773,6951,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4242873.png
2020,ARI,RB,NA,37,Active,D.J. Foster,D.J.,Foster,1993-11-22,6-0,205,Arizona State,Saguaro (AZ),00-0032577,2978124,39d12962-65a4-4107-8924-56f48fce31ef,29872,11004,11214,18253,3488,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2978124.png
2020,ARI,RB,RB,38,Active,Jonathan Ward,Jonathan,Ward,1997-09-30,6-0,202,Central Michigan,Bishop McNamara (IL),00-0035924,4039274,1dc6b133-355f-451e-856f-d02839681578,33088,15106,25859,21782,7087,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4039274.png
2020,ARI,SS,NA,27,Inactive,Josh Shaw,Josh,Shaw,1992-03-27,6-1,200,Southern California,Palmdale (CA),00-0032168,2971605,1686f2b7-90e8-4d0a-89f8-415310ae2bd8,28508,10420,9553,16881,2425,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971605.png
2020,ARI,SS,SS,22,Active,Deionte Thompson,Deionte,Thompson,1997-02-11,6-1,196,Alabama,West Orange-Stark (TX),00-0035532,3859100,db3a0416-6758-485d-89e1-806af99e0991,31971,13586,25444,20729,5866,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3859100.png
2020,ARI,SS,FS,32,Active,Budda Baker,Budda,Baker,1996-01-10,5-10,195,Washington,Bellevue (WA),00-0033890,3127287,5ce20f3e-0f02-4f53-a2ef-5b076361f2b1,30149,11986,11791,18927,4081,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3127287.png
2020,ARI,T,LT,79,Active,Josh Jones,Josh,Jones,1997-06-22,6-7,310,Houston,George Bush (TX),00-0036363,3914630,476d6de7-0d10-4f9c-96c9-2bd289052dce,32742,14584,26634,22029,6808,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914630.png
2020,ARI,T,RT,68,Active,Kelvin Beachum,Kelvin,Beachum,1989-06-08,6-3,308,Southern Methodist,Mexia (TX),00-0029316,15035,d96246d7-aa2c-4d05-9c58-8d6bc5e20cdf,25958,8243,7229,13913,1088,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15035.png
2020,ARI,T,LT,66,Active,Joshua Miles,Joshua,Miles,1996-01-04,6-5,314,Morgan State,Western Tech (MD),00-0035317,3120434,c0221755-d6a6-4f55-9ed3-672a9625ee6c,32080,13681,29038,21140,6303,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3120434.png
2020,ARI,T,RT,60,Active,Branden Bowen,Branden,Bowen,1996-09-17,6-7,315,Ohio State,Corner Canyon (UT),NA,3915509,be193ede-9edf-4c21-aa48-35310703da14,33134,14966,NA,22221,7219,2021-02-28T07:10:51Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915509.png
