season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,update_dt,headshot_url
2011,ARI,DB,NA,32,CUT,Jared Campbell,Jared,Campbell,1989-08-30,6-0,200,Miami (Fla.),NA,00-0028715,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM373860.png
2011,ARI,DB,NA,38,CUT,Fred Bennett,Fred,Bennett,1983-12-31,6-1,200,South Carolina,NA,00-0025510,NA,NA,NA,NA,3739,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEN345228.png
2011,ARI,DB,NA,23,ACT,Hamza Abdullah,Hamza,Abdullah,1983-08-20,6-2,216,Washington State,NA,00-0023663,NA,NA,NA,NA,2448,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ABD655601.png
2011,ARI,DB,NA,27,ACT,Michael Adams,Michael,Adams,1985-06-17,5-8,181,Louisiana-Lafayette,NA,00-0025668,NA,NA,NA,NA,4192,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ADA509576.png
2011,ARI,DB,NA,29,CUT,Bryant Nnabuife,Bryant,Nnabuife,1988-12-29,6-1,191,California,NA,00-0028725,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NNA098740.png
2011,ARI,DB,NA,22,CUT,Matt Ware,Matt,Ware,1982-12-02,6-3,218,UCLA,NA,00-0022786,NA,NA,NA,NA,1810,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR361925.png
2011,ARI,DB,NA,33,CUT,Tommy Irvin,Tommy,Irvin,1989-04-06,6-0,212,Wofford,NA,00-0028719,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IRV706107.png
2011,ARI,DB,NA,37,ACT,Sean Considine,Sean,Considine,1982-12-17,6-0,212,Iowa,NA,00-0023537,NA,NA,NA,NA,2319,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CON682616.png
2011,ARI,DB,NA,38,NWT,Andrew Rich,Andrew,Rich,1986-01-01,6-3,217,Brigham Young,NA,00-0028727,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RIC182288.png
2011,ARI,DB,NA,NA,DEV,Korey Lindsey,Korey,Lindsey,1989-02-03,5-10,194,Southern Illinois,NA,00-0028145,NA,NA,NA,NA,6359,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LIN353226.png
2011,ARI,DB,NA,28,RES,Greg Toler,Greg,Toler,1985-01-02,6-0,192,St. Paul's (VA),NA,00-0026910,NA,NA,NA,NA,5055,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TOL296694.png
2011,ARI,DB,NA,39,CUT,Thad Turner,Thad,Turner,1987-04-30,5-11,188,Ohio U.,NA,00-0027474,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TUR701927.png
2011,ARI,DE,NA,93,ACT,Calais Campbell,Calais,Campbell,1986-09-01,6-8,300,Miami (Fla.),Denver South (CO),00-0026190,11284,0333b8f0-3aab-45aa-a684-6d402a309413,8827,5587,4364,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM208843.png
2011,ARI,DE,NA,91,CUT,Kenny Iwebema,Kenny,Iwebema,1985-02-06,6-4,280,Iowa,NA,00-0026256,NA,NA,NA,NA,4430,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IWE088990.png
2011,ARI,DE,NA,59,ACT,Brandon Williams,Brandon,Williams,1988-06-21,6-3,250,Texas Tech,NA,00-0027087,NA,NA,NA,NA,5044,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL000003.png
2011,ARI,DE,NA,90,ACT,Darnell Dockett,Darnell,Dockett,1981-05-27,6-4,290,Florida State,NA,00-0022930,NA,NA,NA,NA,1785,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOC428041.png
2011,ARI,DE,NA,48,CUT,Brandon Sharpe,Brandon,Sharpe,1986-12-11,6-2,254,Texas Tech,NA,00-0027544,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHA431264.png
2011,ARI,DE,NA,96,ACT,Ronald Talley,Ronald,Talley,1986-02-21,6-3,286,Delaware,NA,00-0026791,NA,NA,NA,NA,5396,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAL662347.png
2011,ARI,DE,NA,69,CUT,Jeremy Navarre,Jeremy,Navarre,1987-03-16,6-3,279,Maryland,NA,00-0026612,NA,NA,NA,NA,5268,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NAV128679.png
2011,ARI,DE,NA,91,ACT,Vonnie Holliday,Vonnie,Holliday,1975-12-11,6-5,288,North Carolina,NA,00-0007611,NA,NA,NA,NA,340,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL229554.png
2011,ARI,DT,NA,79,ACT,David Carter,David,Carter,1987-12-10,6-5,300,UCLA,NA,00-0028122,NA,NA,NA,NA,6336,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAR640974.png
2011,ARI,DT,NA,NA,DEV,Ricky Lumpkin,Ricky,Lumpkin,1988-09-07,6-4,306,Kentucky,NA,00-0028722,NA,NA,NA,NA,6837,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUM488598.png
2011,ARI,FB,NA,35,ACT,Anthony Sherman,Anthony,Sherman,1988-12-11,5-10,242,Connecticut,North Attleboro (MA),00-0028074,14135,e033ce15-9fc5-430b-90e2-90dfe52b21c1,24923,7560,6288,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHE644991.png
2011,ARI,FB,NA,45,CUT,Reagan Maui'a,Reagan,Maui'a,1984-07-06,6-0,265,Hawaii,NA,00-0025568,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAU280858.png
2011,ARI,FS,NA,49,ACT,Rashad Johnson,Rashad,Johnson,1986-01-02,5-11,204,Alabama,NA,00-0027067,NA,NA,NA,NA,5018,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH590218.png
2011,ARI,FS,NA,25,ACT,Kerry Rhodes,Kerry,Rhodes,1982-08-02,6-3,212,Louisville,NA,00-0023557,NA,NA,NA,NA,2340,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RHO457261.png
2011,ARI,G,NA,78,RES,Floyd Womack,Floyd,Womack,1978-11-15,6-4,328,Mississippi State,NA,00-0020348,NA,NA,NA,NA,875,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOM249174.png
2011,ARI,G,NA,71,ACT,Daryn Colledge,Daryn,Colledge,1982-02-11,6-4,308,Boise State,NA,00-0024262,NA,NA,NA,NA,2992,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL385165.png
2011,ARI,G,NA,68,CUT,Tom Pestock,Tom,Pestock,1984-09-13,6-6,317,Northwest Missouri State,NA,00-0026667,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PES581406.png
2011,ARI,G,NA,76,ACT,Deuce Lutui,Deuce,Lutui,1983-05-05,6-4,338,USC,NA,00-0024256,NA,NA,NA,NA,2986,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUT476816.png
2011,ARI,G,NA,70,ACT,Rex Hadnot,Rex,Hadnot,1982-01-28,6-2,310,Houston,NA,00-0022905,NA,NA,NA,NA,1892,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAD772615.png
2011,ARI,ILB,NA,52,ACT,Stewart Bradley,Stewart,Bradley,1983-11-02,6-4,258,Nebraska,NA,00-0025474,NA,NA,NA,NA,3703,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA243977.png
2011,ARI,ILB,NA,58,ACT,Daryl Washington,Daryl,Washington,1986-10-09,6-2,230,Texas Christian,NA,00-0027886,NA,NA,NA,NA,5572,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAS186798.png
2011,ARI,ILB,NA,51,ACT,Paris Lenon,Paris,Lenon,1977-11-26,6-2,240,Richmond,NA,00-0019104,NA,NA,NA,NA,751,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEN394692.png
2011,ARI,K,NA,3,ACT,Jay Feely,Jay,Feely,1976-05-23,5-10,208,Michigan,NA,00-0019770,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEE461435.png
2011,ARI,LB,NA,52,CUT,Cyril Obiozor,Cyril,Obiozor,1986-09-26,6-4,249,Texas A&M,NA,00-0026788,NA,NA,NA,NA,5394,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OBI474619.png
2011,ARI,LB,NA,59,CUT,Will Davis,Will,Davis,1986-06-02,6-2,257,Illinois,NA,00-0026939,NA,NA,NA,NA,5128,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV797574.png
2011,ARI,LB,NA,39,CUT,Duke Lemmens,Duke,Lemmens,1988-09-27,6-3,250,Florida,NA,00-0028721,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEM349212.png
2011,ARI,LB,NA,47,CUT,Kendall Smith,Kendall,Smith,1987-12-03,6-0,235,Florida State,NA,00-0028691,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI456170.png
2011,ARI,LB,NA,NA,DEV,Quan Sturdivant,Quan,Sturdivant,1988-12-05,6-1,241,North Carolina,NA,00-0028109,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STU626066.png
2011,ARI,LB,NA,95,CUT,Pago Togafau,Pago,Togafau,1984-01-10,5-11,240,Idaho State,NA,00-0025667,NA,NA,NA,NA,4193,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAG045826.png
2011,ARI,LB,NA,56,ACT,Reggie Walker,Reggie,Walker,1986-12-15,6-0,244,Kansas State,NA,00-0026727,NA,NA,NA,NA,5351,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL309457.png
2011,ARI,LS,NA,82,ACT,Mike Leach,Mike,Leach,1976-10-18,6-2,235,William & Mary,NA,00-0019435,NA,NA,NA,NA,750,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEA091822.png
2011,ARI,NT,NA,92,RES,Dan Williams,Dan,Williams,1987-06-01,6-3,327,Tennessee,NA,00-0027877,NA,NA,NA,NA,5551,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL206531.png
2011,ARI,NT,NA,98,ACT,Nick Eason,Nick,Eason,1980-05-29,6-3,305,Clemson,NA,00-0022010,NA,NA,NA,NA,1426,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EAS421290.png
2011,ARI,OLB,NA,94,ACT,Sam Acho,Sam,Acho,1988-09-06,6-2,257,Texas,NA,00-0028041,NA,NA,NA,NA,6255,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ACH678651.png
2011,ARI,OLB,NA,57,CUT,Curtis Gatewood,Curtis,Gatewood,1985-05-18,6-3,250,Vanderbilt,NA,00-0025906,NA,NA,NA,NA,4627,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAT206680.png
2011,ARI,OLB,NA,55,RES,Joey Porter,Joey,Porter,1977-03-22,6-3,248,Colorado State,NA,00-0013126,NA,NA,NA,NA,484,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POR135132.png
2011,ARI,OLB,NA,50,ACT,O'Brien Schofield,O'Brien,Schofield,1987-04-03,6-3,242,Wisconsin,NA,00-0027730,NA,NA,NA,NA,5653,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCH441573.png
2011,ARI,OLB,NA,53,ACT,Clark Haggans,Clark,Haggans,1977-01-10,6-4,243,Colorado State,NA,00-0019538,NA,NA,NA,NA,670,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAG475070.png
2011,ARI,OT,NA,75,ACT,Levi Brown,Levi,Brown,1984-03-16,6-6,324,Penn State,NA,00-0025392,NA,NA,NA,NA,3621,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO548586.png
2011,ARI,OT,NA,72,RES,Brandon Keith,Brandon,Keith,1984-11-21,6-5,335,Northern Iowa,NA,00-0026365,NA,NA,NA,NA,4539,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEI389074.png
2011,ARI,P,NA,9,ACT,Dave Zastudil,Dave,Zastudil,1978-10-26,6-3,220,Ohio U.,NA,00-0021235,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZAS622937.png
2011,ARI,P,NA,9,CUT,Derek Epperson,Derek,Epperson,1989-04-28,6-3,240,Baylor,NA,00-0028718,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EPP128680.png
2011,ARI,QB,NA,2,ACT,Richard Bartel,Richard,Bartel,1983-02-03,6-4,230,Tarleton State,NA,00-0025749,NA,NA,NA,NA,3884,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR721770.png
2011,ARI,QB,NA,4,ACT,Kevin Kolb,Kevin,Kolb,1984-08-24,6-3,218,Houston,NA,00-0025423,NA,NA,NA,NA,3652,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KOL105037.png
2011,ARI,QB,NA,14,CUT,Brodie Croyle,Brodie,Croyle,1983-02-06,6-2,206,Alabama,NA,00-0024300,NA,NA,NA,NA,3030,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CRO809080.png
2011,ARI,QB,NA,19,ACT,John Skelton,John,Skelton,1988-03-17,6-6,244,Fordham,NA,00-0027754,NA,NA,NA,NA,5678,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SKE601491.png
2011,ARI,QB,NA,6,RES,Max Hall,Max,Hall,1985-10-01,6-1,205,Brigham Young,NA,00-0027347,NA,NA,NA,NA,5878,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL445025.png
2011,ARI,RB,NA,42,CUT,Charles Ali,Charles,Ali,1984-08-23,6-2,255,Arkansas-Pine Bluff,NA,00-0024763,NA,NA,NA,NA,4187,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALI029662.png
2011,ARI,RB,NA,26,ACT,Beanie Wells,Beanie,Wells,1988-08-07,6-2,229,Ohio State,NA,00-0027007,NA,NA,NA,NA,4954,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEL350689.png
2011,ARI,RB,NA,34,RES,Ryan Williams,Ryan,Williams,1990-04-09,5-9,207,Virginia Tech,NA,00-0027976,NA,NA,NA,NA,6190,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL000004.png
2011,ARI,RB,NA,NA,DEV,William Powell,William,Powell,1988-03-09,5-9,205,Kansas State,NA,00-0028736,NA,NA,NA,NA,6939,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POW572739.png
2011,ARI,RB,NA,46,ACT,Alfonso Smith,Alfonso,Smith,1987-01-23,6-1,208,Kentucky,NA,00-0027346,NA,NA,NA,NA,5877,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI031319.png
2011,ARI,RB,NA,36,ACT,LaRod Stephens-Howling,LaRod,Stephens-Howling,1987-04-26,5-7,185,Pittsburgh,NA,00-0026956,NA,NA,NA,NA,5164,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE477247.png
2011,ARI,RB,NA,29,ACT,Chester Taylor,Chester,Taylor,1979-09-22,5-11,213,Toledo,NA,00-0021314,NA,NA,NA,NA,1182,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAY110311.png
2011,ARI,SS,NA,24,ACT,Adrian Wilson,Adrian,Wilson,1979-10-12,6-3,230,North Carolina State,NA,00-0020505,NA,NA,NA,NA,831,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL647976.png
2011,ARI,T,NA,74,ACT,D'Anthony Batiste,D'Anthony,Batiste,1982-03-29,6-4,314,Louisiana-Lafayette,NA,00-0024483,NA,NA,NA,NA,3223,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAT269680.png
2011,ARI,T,NA,73,ACT,Jeremy Bridges,Jeremy,Bridges,1980-04-19,6-5,318,Southern Mississippi,NA,00-0021974,NA,NA,NA,NA,1488,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRI127961.png
2011,ARI,T,NA,67,ACT,D.J. Young,D.J.,Young,1988-01-26,6-5,298,Michigan State,NA,00-0028731,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/YOU179535.png
2011,ARI,T,NA,65,CUT,Cliff Louis,Cliff,Louis,1984-08-24,6-8,315,Morgan State,NA,00-0024810,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LOU654677.png
2011,ARI,T,NA,61,CUT,Jason Speredon,Jason,Speredon,1984-11-30,6-5,308,Brigham Young,NA,00-0028729,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPE735371.png
2011,ARI,T,NA,69,CUT,Eric Mensik,Eric,Mensik,1987-12-18,6-6,288,Oklahoma,NA,00-0028723,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MEN806869.png
2011,ARI,T,NA,66,CUT,Brad Thorson,Brad,Thorson,1987-10-30,6-5,310,Kansas,NA,00-0028688,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO825970.png
2011,ARI,TE,NA,87,ACT,Jeff King,Jeff,King,1983-02-19,6-3,260,Virginia Tech,NA,00-0024369,NA,NA,NA,NA,3100,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN534235.png
2011,ARI,TE,NA,81,ACT,Jim Dray,Jim,Dray,1986-12-31,6-5,255,Stanford,NA,00-0027825,NA,NA,NA,NA,5756,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DRA632509.png
2011,ARI,TE,NA,NA,DEV,Steve Skelton,Steve,Skelton,1989-08-06,6-5,250,Fordham,NA,00-0028728,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SKE611991.png
2011,ARI,TE,NA,86,ACT,Todd Heap,Todd,Heap,1980-03-16,6-5,252,Arizona State,NA,00-0020516,NA,NA,NA,NA,801,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEA302949.png
2011,ARI,TE,NA,84,ACT,Rob Housler,Rob,Housler,1988-03-17,6-5,250,Florida Atlantic,NA,00-0028007,NA,NA,NA,NA,6221,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOU358294.png
2011,ARI,WR,NA,13,CUT,Aaron Nichols,Aaron,Nichols,1988-03-20,6-0,185,Oregon State,NA,00-0028735,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NIC138477.png
2011,ARI,WR,NA,15,CUT,Sean Jeffcoat,Sean,Jeffcoat,1989-07-10,6-2,200,Elon,NA,00-0028720,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JEF070661.png
2011,ARI,WR,NA,NA,DEV,Jaymar Johnson,Jaymar,Johnson,1984-07-10,6-0,176,Jackson State,NA,00-0026333,NA,NA,NA,NA,4507,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH341279.png
2011,ARI,WR,NA,18,ACT,Stephen Williams,Stephen,Williams,1986-06-29,6-5,208,Toledo,NA,00-0027349,NA,NA,NA,NA,5880,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL527878.png
2011,ARI,WR,NA,16,CUT,Daiveun Curry-Chapman,Daiveun,Curry-Chapman,1988-05-23,6-2,195,Northern Arizona,NA,00-0028716,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CUR555815.png
2011,ARI,WR,NA,12,ACT,Andre Roberts,Andre,Roberts,1988-01-09,5-11,195,The Citadel,Spring Valley (SC),00-0027691,13226,9691f874-be36-4529-a7eb-dde22ee4a848,24063,6506,5612,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB102317.png
2011,ARI,WR,NA,85,ACT,Early Doucet,Early,Doucet,1985-10-28,6-0,212,LSU,NA,00-0026221,NA,NA,NA,NA,4395,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU051723.png
2011,ARI,WR,NA,89,ACT,DeMarco Sampson,DeMarco,Sampson,1985-12-19,6-2,204,San Diego State,NA,00-0028187,NA,NA,NA,NA,6401,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAM332233.png
2011,ARI,WR,NA,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,6-3,218,Pittsburgh,Holy Angels (MN),00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png
2011,ARI,WR,NA,17,ACT,Chansi Stuckey,Chansi,Stuckey,1983-10-04,6-0,196,Clemson,NA,00-0025622,NA,NA,NA,NA,3851,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STU151218.png
2011,ARI,WR,NA,NA,CUT,Brandyn Harvey,Brandyn,Harvey,1987-11-06,6-4,205,Villanova,NA,00-0027198,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR768085.png
2011,ATL,C,NA,66,ACT,Brett Romberg,Brett,Romberg,1979-10-10,6-2,293,Miami (Fla.),NA,00-0021464,NA,NA,NA,NA,1692,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROM401787.png
2011,ATL,C,NA,62,ACT,Todd McClure,Todd,McClure,1977-02-16,6-1,296,LSU,NA,00-0010711,NA,NA,NA,NA,536,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png
2011,ATL,C,NA,64,CUT,Ryan McMahon,Ryan,McMahon,1988-05-11,6-5,284,Florida State,NA,00-0028326,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCM174515.png
2011,ATL,CB,NA,24,ACT,Dominique Franks,Dominique,Franks,1987-10-08,6-0,197,Oklahoma,NA,00-0027735,NA,NA,NA,NA,5658,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRA586643.png
2011,ATL,CB,NA,23,ACT,Dunta Robinson,Dunta,Robinson,1982-04-11,5-10,183,South Carolina,NA,00-0022735,NA,NA,NA,NA,1731,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB407958.png
2011,ATL,CB,NA,20,ACT,Brent Grimes,Brent,Grimes,1983-07-19,5-10,183,Shippensburg,NA,00-0024183,NA,NA,NA,NA,3589,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI674817.png
2011,ATL,DB,NA,37,CUT,Kirk Belgrave,Kirk,Belgrave,1987-01-29,6-1,205,Kent State,NA,00-0028302,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEL110738.png
2011,ATL,DB,NA,29,ACT,Darrin Walls,Darrin,Walls,1988-06-20,6-0,190,Notre Dame,NA,00-0028334,NA,NA,NA,NA,6553,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEL363873.png
2011,ATL,DB,NA,21,ACT,Chris Owens,Chris,Owens,1986-12-01,5-9,180,San Jose State,NA,00-0027062,NA,NA,NA,NA,5013,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OWE276284.png
2011,ATL,DB,NA,38,CUT,Rafael Priest,Rafael,Priest,1987-03-11,5-10,181,Texas Christian,NA,00-0027935,NA,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PRI420512.png
