season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id
2006,ARI,DB,NA,20,ACT,Lamont Reid,Lamont,Reid,1982-05-04,5-11,195,North Carolina State,NA,00-0023224,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REI330447.png,NA,NA,NA,NA
2006,ARI,DB,NA,35,ACT,Ernest Shazor,Ernest,Shazor,1983-07-04,6-4,235,Michigan,NA,00-0023227,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHA825259.png,NA,NA,NA,NA
2006,ARI,DB,NA,41,RES,Jack Brewer,Jack,Brewer,1979-01-08,6-0,194,Minnesota,NA,00-0020648,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRE696424.png,NA,NA,NA,NA
2006,ARI,DB,NA,47,ACT,Aaron Francisco,Aaron,Francisco,1983-07-05,6-2,212,Brigham Young,NA,00-0023213,NA,NA,NA,2594,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRA212200.png,NA,NA,NA,NA
2006,ARI,DB,NA,26,ACT,Robert Tate,Robert,Tate,1973-10-19,5-11,194,Cincinnati,NA,00-0016061,NA,NA,NA,286,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAT441792.png,NA,NA,NA,NA
2006,ARI,DB,NA,37,ACT,Hanik Milligan,Hanik,Milligan,1979-11-03,6-3,200,Houston,NA,00-0022025,NA,NA,NA,1491,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL628031.png,NA,NA,NA,NA
2006,ARI,DB,NA,22,ACT,Matt Ware,Matt,Ware,1982-12-02,6-2,220,UCLA,NA,00-0022786,NA,NA,NA,1810,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR361925.png,NA,NA,NA,NA
2006,ARI,DE,NA,96,RES,Anton Palepoi,Anton,Palepoi,1978-11-19,6-4,297,Nevada-Las Vegas,NA,00-0021188,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAL144687.png,NA,NA,NA,NA
2006,ARI,DE,NA,56,ACT,Chike Okeafor,Chike,Okeafor,1976-03-27,6-5,265,Purdue,NA,00-0012333,NA,NA,NA,493,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OKE059326.png,NA,NA,NA,NA
2006,ARI,DE,NA,92,RES,Bertrand Berry,Bertrand,Berry,1975-08-15,6-3,270,Notre Dame,NA,00-0001176,NA,NA,NA,267,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER460580.png,NA,NA,NA,NA
2006,ARI,DE,NA,93,ACT,Chris Cooper,Chris,Cooper,1977-02-27,6-5,285,Nebraska-Omaha,NA,00-0020422,NA,NA,NA,909,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COO521504.png,NA,NA,NA,NA
2006,ARI,DE,NA,94,ACT,Antonio Smith,Antonio,Smith,1981-10-21,6-4,280,Oklahoma State,NA,00-0022793,NA,NA,NA,1856,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI040937.png,NA,NA,NA,NA
2006,ARI,DT,NA,96,CUT,Kenny King,Kenny,King,1981-04-23,6-4,284,Alabama,NA,00-0021916,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN562512.png,NA,NA,NA,NA
2006,ARI,DT,NA,95,ACT,Jonathan Lewis,Jonathan,Lewis,1984-07-12,6-1,312,Virginia Tech,NA,00-0024391,NA,NA,NA,3122,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEW411339.png,NA,NA,NA,NA
2006,ARI,DT,NA,90,ACT,Darnell Dockett,Darnell,Dockett,1981-05-27,6-4,290,Florida State,NA,00-0022930,NA,NA,NA,1785,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOC428041.png,NA,NA,NA,NA
2006,ARI,DT,NA,98,ACT,Gabe Watson,Gabe,Watson,1983-09-24,6-4,340,Michigan,NA,00-0024322,NA,NA,NA,3052,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT365890.png,NA,NA,NA,NA
2006,ARI,FB,NA,44,ACT,A.J. Schable,A.J.,Schable,1984-05-18,6-3,281,South Dakota,NA,00-0023950,NA,NA,NA,3498,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCH016249.png,NA,NA,NA,NA
2006,ARI,FS,NA,34,ACT,Robert Griffith,Robert,Griffith,1970-11-30,6-0,202,San Diego State,NA,00-0006459,NA,NA,NA,104,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI448524.png,NA,NA,NA,NA
2006,ARI,G,NA,69,RES,Rolando Cantu,Rolando,Cantu,1981-02-25,6-5,348,No College,NA,00-0022953,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAN795231.png,NA,NA,NA,NA
2006,ARI,G,NA,63,ACT,Chris Liwienski,Chris,Liwienski,1975-08-02,6-5,321,Indiana,NA,00-0009992,NA,NA,NA,414,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LIW296636.png,NA,NA,NA,NA
2006,ARI,G,NA,76,ACT,Deuce Lutui,Deuce,Lutui,1983-05-05,6-4,338,USC,NA,00-0024256,NA,NA,NA,2986,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUT476816.png,NA,NA,NA,NA
2006,ARI,G,NA,61,ACT,Elton Brown,Elton,Brown,1982-05-22,6-5,340,Virginia,NA,00-0023546,NA,NA,NA,2328,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO418258.png,NA,NA,NA,NA
2006,ARI,G,NA,67,ACT,Milford Brown,Milford,Brown,1980-08-15,6-5,330,Florida State,NA,00-0021394,NA,NA,NA,1222,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO565134.png,NA,NA,NA,NA
2006,ARI,K,NA,1,ACT,Neil Rackers,Neil,Rackers,1976-08-16,6-1,212,Illinois,NA,00-0019676,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAC540222.png,NA,NA,NA,NA
2006,ARI,LB,NA,52,ACT,Lance Mitchell,Lance,Mitchell,1981-10-09,6-2,257,Oklahoma,NA,00-0023601,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIT400514.png,NA,NA,NA,NA
2006,ARI,LB,NA,43,ACT,Mark Brown,Mark,Brown,1980-05-19,6-0,240,Auburn,NA,00-0021723,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO559840.png,NA,NA,NA,NA
2006,ARI,LB,NA,59,ACT,Brandon Johnson,Brandon,Johnson,1983-04-05,6-5,224,Louisville,NA,00-0024356,NA,NA,NA,3087,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH078319.png,NA,NA,NA,NA
2006,ARI,LB,NA,52,ACT,Monty Beisel,Monty,Beisel,1978-08-20,6-3,240,Kansas State,NA,00-0020478,NA,NA,NA,862,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEI678650.png,NA,NA,NA,NA
2006,ARI,LB,NA,55,ACT,Darryl Blackstock,Darryl,Blackstock,1983-05-30,6-3,240,Virginia,NA,00-0023530,NA,NA,NA,2312,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA327026.png,NA,NA,NA,NA
2006,ARI,LB,NA,53,DEV,Isaac Keys,Isaac,Keys,1978-06-06,6-3,243,Morehouse,NA,00-0020281,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEY561412.png,NA,NA,NA,NA
2006,ARI,LB,NA,51,RES,James Darling,James,Darling,1974-12-29,6-1,245,Washington State,NA,00-0003902,NA,NA,NA,255,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAR366462.png,NA,NA,NA,NA
2006,ARI,LS,NA,48,ACT,Nathan Hodel,Nathan,Hodel,1977-11-12,6-2,242,Illinois,NA,00-0019834,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOD104287.png,NA,NA,NA,NA
2006,ARI,MLB,NA,54,ACT,Gerald Hayes,Gerald,Hayes,1980-10-10,6-1,253,Pittsburgh,NA,00-0021941,NA,NA,NA,1385,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY169450.png,NA,NA,NA,NA
2006,ARI,NT,NA,70,ACT,Kendrick Clancy,Kendrick,Clancy,1978-08-17,6-1,305,Mississippi,NA,00-0019630,NA,NA,NA,634,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA068672.png,NA,NA,NA,NA
2006,ARI,OLB,NA,57,ACT,Orlando Huff,Orlando,Huff,1978-08-14,6-3,236,Fresno State,NA,00-0020360,NA,NA,NA,859,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUF237307.png,NA,NA,NA,NA
2006,ARI,OLB,NA,97,ACT,Calvin Pace,Calvin,Pace,1980-10-28,6-4,272,Wake Forest,NA,00-0022120,NA,NA,NA,1334,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAC125680.png,NA,NA,NA,NA
2006,ARI,OLB,NA,58,ACT,Karlos Dansby,Karlos,Dansby,1981-11-03,6-4,240,Auburn,NA,00-0022927,NA,NA,NA,1754,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAN762622.png,NA,NA,NA,NA
2006,ARI,P,NA,2,CUT,Freddie Capshaw,Freddie,Capshaw,1979-12-27,5-11,183,Miami (Fla.),NA,00-0021667,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAP741598.png,NA,NA,NA,NA
2006,ARI,P,NA,10,ACT,Scott Player,Scott,Player,1969-12-17,6-1,206,Florida State,NA,00-0013028,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PLA800918.png,NA,NA,NA,NA
2006,ARI,QB,NA,6,CUT,Rohan Davey,Rohan,Davey,1979-04-14,6-2,245,LSU,NA,00-0021238,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV020575.png,NA,NA,NA,NA
2006,ARI,QB,NA,17,CUT,Jeff Otis,Jeff,Otis,1983-01-30,6-1,208,Columbia,NA,00-0024210,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OTI421666.png,NA,NA,NA,NA
2006,ARI,QB,NA,16,ACT,John Navarre,John,Navarre,1980-09-09,6-6,243,Michigan,NA,00-0022827,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NAV138429.png,NA,NA,NA,NA
2006,ARI,QB,NA,9,ACT,Shane Boyd,Shane,Boyd,1982-09-18,6-1,235,Kentucky,NA,00-0023126,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOY323870.png,NA,NA,NA,NA
2006,ARI,QB,NA,7,ACT,Matt Leinart,Matt,Leinart,1983-05-11,6-5,230,USC,NA,00-0024225,NA,NA,NA,2955,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEI453701.png,NA,NA,NA,0ae919db-e24b-4828-984a-eec2d6e3b207
2006,ARI,QB,NA,13,ACT,Kurt Warner,Kurt,Warner,1971-06-22,6-2,222,Northern Iowa,NA,00-0017200,NA,NA,NA,112,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR492511.png,NA,NA,NA,NA
2006,ARI,RB,NA,22,ACT,Damien Anderson,Damien,Anderson,1979-07-17,5-11,218,Northwestern,NA,00-0021048,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND174725.png,NA,NA,NA,NA
2006,ARI,RB,NA,32,ACT,Edgerrin James,Edgerrin,James,1978-08-01,6-0,220,Miami (Fla.),NA,00-0008241,NA,NA,NA,439,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAM177189.png,NA,NA,NA,NA
2006,ARI,RB,NA,30,ACT,Obafemi Ayanbadejo,Obafemi,Ayanbadejo,1975-03-05,6-2,230,San Diego State,NA,00-0000552,NA,NA,NA,297,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AYA444955.png,NA,NA,NA,NA
2006,ARI,RB,NA,28,ACT,J.J. Arrington,J.J.,Arrington,1983-01-23,5-9,218,California,NA,00-0023479,NA,NA,NA,2261,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ARR194145.png,NA,NA,NA,NA
2006,ARI,RB,NA,45,RES,Roger Robinson,Roger,Robinson,1982-04-22,5-9,205,Northern Arizona,NA,00-0023225,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB692108.png,NA,NA,NA,NA
2006,ARI,RB,NA,31,ACT,Marcel Shipp,Marcel,Shipp,1978-08-08,5-11,232,Massachusetts,NA,00-0020022,NA,NA,NA,987,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHI461748.png,NA,NA,NA,NA
2006,ARI,RB,NA,36,DEV,Diamond Ferri,Diamond,Ferri,1981-08-06,5-10,223,Syracuse,NA,00-0023056,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FER725538.png,NA,NA,NA,NA
2006,ARI,SS,NA,24,ACT,Adrian Wilson,Adrian,Wilson,1979-10-12,6-3,230,North Carolina State,NA,00-0020505,NA,NA,NA,831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL647976.png,NA,NA,NA,NA
2006,ARI,T,NA,79,ACT,Oliver Ross,Oliver,Ross,1974-09-27,6-4,327,Iowa State,NA,00-0014063,NA,NA,NA,396,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS656940.png,NA,NA,NA,NA
2006,ARI,T,NA,75,ACT,Leonard Davis,Leonard,Davis,1978-09-05,6-6,366,Texas,NA,00-0020533,NA,NA,NA,774,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV527481.png,NA,NA,NA,NA
2006,ARI,T,NA,72,ACT,Brandon Gorin,Brandon,Gorin,1978-08-17,6-6,308,Purdue,NA,00-0020344,NA,NA,NA,918,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOR424345.png,NA,NA,NA,NA
2006,ARI,T,NA,74,ACT,Reggie Wells,Reggie,Wells,1980-11-03,6-4,318,Clarion,NA,00-0021911,NA,NA,NA,1482,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEL570156.png,NA,NA,NA,NA
2006,ARI,TE,NA,83,ACT,Eric Edwards,Eric,Edwards,1980-08-04,6-5,257,LSU,NA,00-0022385,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDW409281.png,NA,NA,NA,NA
2006,ARI,TE,NA,49,CUT,Alex Shor,Alex,Shor,1983-01-29,6-7,250,Syracuse,NA,00-0023951,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHO576787.png,NA,NA,NA,NA
2006,ARI,TE,NA,82,ACT,Leonard Pope,Leonard,Pope,1983-09-10,6-8,265,Georgia,NA,00-0024287,NA,NA,NA,3017,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POP463366.png,NA,NA,NA,NA
2006,ARI,TE,NA,89,RES,Adam Bergen,Adam,Bergen,1983-09-03,6-4,267,Lehigh,NA,00-0023217,NA,NA,NA,2494,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER058516.png,NA,NA,NA,NA
2006,ARI,TE,NA,39,ACT,John Bronson,John,Bronson,1982-07-08,6-3,275,Penn State,NA,00-0023218,NA,NA,NA,2506,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO106889.png,NA,NA,NA,NA
2006,ARI,TE,NA,87,ACT,Fred Wakefield,Fred,Wakefield,1978-09-17,6-7,319,Illinois,NA,00-0020024,NA,NA,NA,999,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAK168981.png,NA,NA,NA,NA
2006,ARI,WR,NA,80,ACT,Bryant Johnson,Bryant,Johnson,1981-03-07,6-3,216,Penn State,NA,00-0022156,NA,NA,NA,1333,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH086211.png,NA,NA,NA,NA
2006,ARI,WR,NA,81,ACT,Anquan Boldin,Anquan,Boldin,1980-10-03,6-1,223,Florida State,Pahokee (FL),00-0022084,4512,6390,3074,1369,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOL283010.png,11712,655,NA,eb1d1304-1900-4587-ae06-75c77efd85a8
2006,ARI,WR,NA,19,CUT,Zamir Cobb,Zamir,Cobb,1981-06-11,6-0,187,Temple,NA,00-0022361,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COB553299.png,NA,NA,NA,NA
2006,ARI,WR,NA,NA,DEV,Greg Lee,Greg,Lee,1984-10-19,6-1,202,Pittsburgh,NA,00-0023949,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEE269034.png,NA,NA,NA,NA
2006,ARI,WR,NA,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,6-3,226,Pittsburgh,Holy Angels (MN),00-0022921,5528,6762,3730,1724,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png,5571,223,NA,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5
2006,ARI,WR,NA,19,RES,LeRon McCoy,LeRon,McCoy,1982-01-24,6-1,219,Indiana (PA),NA,00-0023658,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC617590.png,NA,NA,NA,NA
2006,ARI,WR,NA,15,ACT,Micheal Spurlock,Micheal,Spurlock,1983-01-31,5-10,214,Mississippi,NA,00-0023968,NA,NA,NA,3517,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPU401416.png,NA,NA,NA,NA
2006,ARI,WR,NA,86,RES,Troy Walters,Troy,Walters,1976-12-15,5-8,171,Stanford,NA,00-0019552,NA,NA,NA,682,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL722733.png,NA,NA,NA,NA
2006,ARI,WR,NA,14,ACT,Todd Watkins,Todd,Watkins,1983-06-22,6-2,191,Brigham Young,NA,00-0024432,NA,NA,NA,3163,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT299944.png,NA,NA,NA,NA
2006,ATL,C,NA,NA,DEV,Jason Palermo,Jason,Palermo,1982-10-16,6-3,307,Wisconsin,NA,00-0023826,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAL147755.png,NA,NA,NA,NA
2006,ATL,C,NA,66,RSN,Austin King,Austin,King,1981-04-11,6-3,288,Northwestern,NA,00-0022014,NA,NA,NA,1444,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN310513.png,NA,NA,NA,NA
2006,ATL,C,NA,69,RES,Ben Claxton,Ben,Claxton,1980-07-30,6-2,301,Mississippi,NA,00-0022018,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA712686.png,NA,NA,NA,NA
2006,ATL,C,NA,67,DEV,Brian Ferentz,Brian,Ferentz,1983-03-28,6-3,282,Iowa,NA,00-0023753,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FER023071.png,NA,NA,NA,NA
2006,ATL,C,NA,62,ACT,Todd McClure,Todd,McClure,1977-02-16,6-1,286,LSU,NA,00-0010711,NA,NA,NA,536,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png,NA,NA,NA,NA
2006,ATL,CB,NA,24,ACT,Jimmy Williams,Jimmy,Williams,1984-03-08,6-2,216,Virginia Tech,NA,00-0024252,NA,NA,NA,2982,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL363648.png,NA,NA,NA,NA
2006,ATL,CB,NA,NA,DEV,Kevin Hobbs,Kevin,Hobbs,1983-04-30,6-0,195,Auburn,NA,00-0023902,NA,NA,NA,3352,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOB271826.png,NA,NA,NA,NA
2006,ATL,CB,NA,38,CUT,Billy Alford,Billy,Alford,1981-10-30,5-11,190,Vanderbilt,NA,00-0023413,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALF234861.png,NA,NA,NA,NA
2006,ATL,CB,NA,21,ACT,DeAngelo Hall,DeAngelo,Hall,1983-11-19,5-10,197,Virginia Tech,NA,00-0022923,NA,NA,NA,1729,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL268837.png,NA,NA,NA,NA
2006,ATL,CB,NA,27,RES,Jason Webster,Jason,Webster,1977-09-08,5-9,187,Texas A&M,NA,00-0019653,NA,NA,NA,618,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEB707868.png,NA,NA,NA,NA
2006,ATL,DB,NA,43,CUT,Brent Grimes,Brent,Grimes,1983-07-19,5-10,180,Shippensburg,Northeast (PA),00-0024183,10913,8607,5848,3589,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI674817.png,6078,242,NA,7979b613-6dbf-4534-8166-6430433c1ec3
2006,ATL,DB,NA,30,CUT,Chris Reis,Chris,Reis,1983-09-19,6-1,215,Georgia Tech,NA,00-0023757,NA,NA,NA,3478,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REI689919.png,NA,NA,NA,NA
2006,ATL,DB,NA,37,RES,Derrick Johnson,Derrick,Johnson,1982-02-09,5-10,186,Washington,NA,00-0023637,NA,NA,NA,2422,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH201721.png,NA,NA,NA,NA
2006,ATL,DB,NA,29,RES,Chris Cash,Chris,Cash,1980-07-13,5-10,185,USC,NA,00-0021288,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAS264274.png,NA,NA,NA,NA
2006,ATL,DB,NA,40,ACT,J.R. Reed,J.R.,Reed,1982-02-11,5-11,202,South Florida,NA,00-0022791,NA,NA,NA,1850,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REE234088.png,NA,NA,NA,NA
2006,ATL,DB,NA,26,ACT,Omare Lowe,Omare,Lowe,1978-04-20,6-1,195,Washington,NA,00-0021274,NA,NA,NA,1152,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LOW328771.png,NA,NA,NA,NA
2006,ATL,DB,NA,20,ACT,Allen Rossum,Allen,Rossum,1975-10-22,5-8,187,Notre Dame,NA,00-0014071,NA,NA,NA,377,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS771225.png,NA,NA,NA,NA
2006,ATL,DB,NA,23,RES,Kevin Mathis,Kevin,Mathis,1974-04-29,5-9,185,Texas A&M-Commerce,NA,00-0010535,NA,NA,NA,316,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT201981.png,NA,NA,NA,NA
2006,ATL,DB,NA,30,ACT,Lance Schulters,Lance,Schulters,1975-05-27,6-2,202,Hofstra,NA,00-0014504,NA,NA,NA,392,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCH632827.png,NA,NA,NA,NA
2006,ATL,DE,NA,55,ACT,John Abraham,John,Abraham,1978-05-06,6-4,256,South Carolina,NA,00-0019546,NA,NA,NA,591,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ABR073003.png,NA,NA,NA,NA
2006,ATL,DE,NA,91,ACT,Paul Carrington,Paul,Carrington,1982-11-11,6-7,260,UCF,NA,00-0023751,NA,NA,NA,3265,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAR497620.png,NA,NA,NA,NA
2006,ATL,DE,NA,97,RES,Patrick Kerney,Patrick,Kerney,1976-12-30,6-5,273,Virginia,NA,00-0009173,NA,NA,NA,459,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KER459393.png,NA,NA,NA,NA
2006,ATL,DE,NA,92,ACT,Chauncey Davis,Chauncey,Davis,1983-01-27,6-2,272,Florida State,NA,00-0023562,NA,NA,NA,2345,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV232877.png,NA,NA,NA,NA
2006,ATL,DE,NA,94,ACT,Josh Mallard,Josh,Mallard,1980-03-21,6-2,259,Georgia,NA,00-0021326,NA,NA,NA,1189,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAL260100.png,NA,NA,NA,NA
