season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id
2019,ARI,LB,NA,57,ACT,Vontarrius Dora,Vontarrius,Dora,1992-09-07,6-4,256,Louisiana Tech,NA,00-0032484,2574163,29617,11386,11014,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOR024911.png,18410,3623,NA,2ae84168-c2e9-4dd0-9680-afc1f9b11668
2019,ARI,LB,NA,49,ACT,Kylie Fitts,Kylie,Fitts,1994-10-11,6-4,260,Utah,Redlands East Valley (CA),00-0034404,3047582,31151,12823,48553,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT110458.png,19965,5069,NA,ec198436-31b1-458e-a47b-9d1cd134300f
2019,ARI,LB,NA,55,ACT,Chandler Jones,Chandler,Jones,1990-02-27,6-5,255,Syracuse,Union-Endicott (NY),00-0029585,14927,25731,8140,7027,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON157557.png,13749,1038,NA,5197def5-f444-4561-ad28-7aac10dc748e
2019,ARI,LB,NA,50,RES,Brooks Reed,Brooks,Reed,1987-02-28,6-3,254,Arizona,Sabino (AZ),00-0027980,13997,24829,7451,6194,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REE154467.png,12951,855,NA,b6782b61-89e1-4a9d-9ad1-7715eb6ff628
2019,ARI,LB,NA,51,RES,Tanner Vallejo,Tanner,Vallejo,1994-12-16,6-1,230,Boise State,Nevada Union (CA),00-0033580,3042895,30308,11982,11950,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAL641832.png,19071,4225,NA,23f29e42-92e5-41b2-88eb-b9fb17a0eede
2019,ARI,LB,NA,51,CUT,Dante Booker,Dante,Booker,1995-10-02,6-3,240,Ohio State,NA,00-0035482,3121408,32154,14045,50789,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOO008598.png,21324,6356,NA,991410bd-6edd-415e-9ab1-fb03f0fccc21
2019,ARI,LB,NA,54,ACT,Cassius Marsh,Cassius,Marsh,1992-07-07,6-4,254,UCLA,Oaks Christian (CA),00-0031175,16873,27636,9414,8743,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR336314.png,16688,2275,NA,a18446e0-c116-4d12-83d7-6b12c5fb983f
2019,ARI,LB,NA,47,ACT,Zeke Turner,Zeke,Turner,1996-06-09,6-2,214,Washington,Glen Burnie (MD),00-0034490,3894901,31324,13222,49167,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TUR304695.png,20088,5161,NA,83849bc5-0b6c-4c76-b622-9c7042758e97
2019,ARI,LB,NA,59,ACT,Joe Walker,Joe,Walker,1992-12-11,6-2,236,Oregon,Palos Verdes (CA),00-0032809,3043184,29485,11247,10885,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL224854.png,18167,3406,NA,897fc741-34bd-4f34-a1ed-125d56805b70
2019,ARI,LB,NA,50,CUT,Andre Branch,Andre,Branch,1989-07-14,6-5,263,Clemson,Varina HS (VA),00-0029600,14952,25748,8136,7042,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA489900.png,14021,1116,NA,ba384269-98b5-47ee-93bb-18a4e71ad0eb
2019,ARI,LB,NA,42,ACT,Dennis Gardeck,Dennis,Gardeck,1994-08-09,6-0,232,Sioux Falls,Crystal Lake South (IL),00-0034473,4334300,31299,13210,66928,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR121450.png,20085,5158,NA,48700b7b-210c-4ced-9c57-3e21162e7752
2019,ARI,LS,NA,46,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,6-5,232,San Diego State,Troy (CA),00-0028946,15241,25976,8543,7301,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRE611741.png,14042,1122,NA,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b
2019,ARI,MLB,NA,58,ACT,Jordan Hicks,Jordan,Hicks,1992-06-27,6-1,236,Texas,Lakota West (OH),00-0032129,2514270,28472,10452,9517,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIC516259.png,16845,2389,NA,4f090881-03fc-4a34-b02f-fd1df1e411de
2019,ARI,NT,NA,NA,DEV,Javier Edwards,Javier,Edwards,1996-10-27,6-3,325,Colorado,NA,00-0035452,4243164,32506,14218,58435,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDW534957.png,21153,6230,NA,859229d6-d9c9-4d5b-87f9-2f5a2145cf12
2019,ARI,NT,NA,72,ACT,Miles Brown,Miles,Brown,1997-09-04,6-2,320,Wofford,Sidwell Friends (DC),00-0035486,3913020,32155,14044,37161,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO565008.png,21323,6378,NA,010806af-e6ba-409a-b7fb-a119714238f6
2019,ARI,OG,NA,52,ACT,Mason Cole,Mason,Cole,1996-03-28,6-5,307,Michigan,East Lake (FL),00-0034785,3115972,31067,12795,45547,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL151246.png,19898,5062,NA,53d25371-e3ce-4030-8d0a-82def5cdc600
2019,ARI,OG,NA,64,ACT,J.R. Sweezy,J.R.,Sweezy,1989-04-08,6-5,310,North Carolina State,Mooresville (NC),00-0029146,15025,25935,8364,7209,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SWE678847.png,14585,1243,NA,be62bf39-c737-416f-a1ea-6b9d61684a62
2019,ARI,OG,NA,73,ACT,Max Garcia,Max,Garcia,1991-11-09,6-4,309,Florida,Norcross (GA),00-0032132,2512538,28521,10279,9566,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR112389.png,16894,2437,NA,f19b687d-b81f-4104-9151-92e2af7d234d
2019,ARI,OG,NA,67,ACT,Justin Pugh,Justin,Pugh,1990-08-15,6-5,311,Syracuse,Council Rock South (PA),00-0030585,15808,26642,8733,7800,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PUG243645.png,15094,1496,NA,b6fe2eb8-3692-450a-98b3-11e47c8b6711
2019,ARI,OG,NA,NA,DEV,Sam Jones,Sam,Jones,1996-02-21,6-5,290,Arizona State,ThunderRidge (CO),00-0034405,3128790,31153,12552,38935,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON716012.png,19974,5093,NA,c3de87d2-5461-491f-8f36-1421ec9c0a76
2019,ARI,OG,NA,68,CUT,Jeremy Vujnovich,Jeremy,Vujnovich,1990-10-12,6-5,300,Louisiana Coll.,NA,00-0030629,16686,27508,10087,8928,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VUJ444955.png,16494,2149,NA,78009cf5-8d12-42cc-9a99-34137cd0b420
2019,ARI,OG,NA,NA,CUT,Ian Silberman,Ian,Silberman,1992-10-10,6-5,305,Boston College,Fleming Island (FL),00-0032067,2516067,28579,10478,9623,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SIL155067.png,16950,2491,NA,b220ff58-7cb4-472d-93b5-da41058d9a79
2019,ARI,OL,NA,78,RSN,Brett Toth,Brett,Toth,1996-09-01,6-6,304,Army,West Ashley (SC),00-0035743,3129116,32649,12696,46848,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TOT169395.png,21661,6740,NA,d0b809ac-b82a-4b66-98b1-9fcf613ace6c
2019,ARI,OLB,NA,43,ACT,Haason Reddick,Haason,Reddick,1994-09-22,6-1,235,Temple,Haddon Heights (NJ),00-0033875,2980504,30126,11937,11768,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RED324095.png,18909,4063,NA,ee399a97-6868-4db1-9381-09073914c2d6
2019,ARI,OT,NA,66,ACT,Joshua Miles,Joshua,Miles,1996-01-04,6-5,325,Morgan State,Western Tech (MD),00-0035317,3120434,32080,13681,29038,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL052714.png,21140,6303,NA,c0221755-d6a6-4f55-9ed3-672a9625ee6c
2019,ARI,OT,NA,79,RES,Jordan Mills,Jordan,Mills,1990-12-24,6-5,316,Louisiana Tech,Assumption (LA),00-0030046,16004,26786,8826,7945,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL706804.png,15116,1510,NA,cf881df8-d5a0-4736-be01-eb72767366b0
2019,ARI,OT,NA,74,ACT,D.J. Humphries,D.J.,Humphries,1993-12-28,6-5,307,Florida,Mallard Creek (NC),00-0032222,2971048,28412,10259,9457,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUM728022.png,16785,2329,NA,90d9c6b2-3970-45e1-a558-b68a977a8995
2019,ARI,OT,NA,75,RES,William Sweet,William,Sweet,1997-04-29,6-6,313,North Carolina,First Coast (FL),00-0035492,3895830,32160,13467,37023,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SWE593270.png,21079,6417,NA,9240e2e7-b6dc-4498-9abd-eb79a1df5462
2019,ARI,OT,NA,71,ACT,Justin Murray,Justin,Murray,1993-04-19,6-5,315,Cincinnati,Sycamore (OH),00-0032528,2576585,29625,11424,11022,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MUR669780.png,18416,3629,NA,87f9b9a9-5362-4947-8fc4-3b718b00566a
2019,ARI,OT,NA,76,RES,Marcus Gilbert,Marcus,Gilbert,1988-02-15,6-6,330,Florida,St. Thomas Aquinas (FL),00-0028001,13998,24850,7552,6215,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIL115946.png,12897,842,NA,cb332cbe-4490-48c6-9a21-046475206e07
2019,ARI,OT,NA,63,CUT,Rees Odhiambo,Rees,Odhiambo,1992-09-23,6-4,297,Boise State,NA,00-0032397,2573312,29331,11154,10731,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ODH296636.png,18022,3261,NA,c6c63d67-4913-497f-a17c-55c72cbe5b9b
2019,ARI,P,NA,9,CUT,Ryan Winslow,Ryan,Winslow,1994-04-30,6-5,217,Pittsburgh,La Salle College (PA),00-0034606,3045166,31670,12941,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIN569792.png,20607,5639,NA,80ebeab8-891e-4a54-80ec-3f102fed7cc7
2019,ARI,P,NA,4,ACT,Andy Lee,Andy,Lee,1982-08-11,6-1,185,Pittsburgh,West Oak (SC),00-0022824,5713,6947,4044,1906,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEE008195.png,3100,112,NA,edaad8e3-62cd-4715-b225-0010ee9825a0
2019,ARI,QB,NA,7,ACT,Brett Hundley,Brett,Hundley,1993-06-15,6-3,226,UCLA,Chandler (AZ),00-0031589,2577189,28535,9706,9580,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUN005842.png,16907,2450,NA,e97f5ca9-186e-4346-ae65-1cd757ada455
2019,ARI,QB,NA,3,ACT,Drew Anderson,Drew,Anderson,1995-10-18,6-4,221,Murray State,NA,00-0035483,4040826,32152,14040,27308,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND198148.png,21316,6371,NA,17c30647-39b9-46c2-9ba5-599f6007fc71
2019,ARI,QB,NA,1,ACT,Kyler Murray,Kyler,Murray,1997-08-07,5-10,207,Oklahoma,Allen (TX),00-0035228,3917315,31833,13613,38334,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MUR670413.png,20889,5849,NA,dd5a6b6e-ffae-45a5-b8e6-718a9251f374
2019,ARI,RB,NA,NA,DEV,Justin Davis,Justin,Davis,1995-11-11,6-1,199,USC,NA,00-0033760,3043216,30370,11759,12202,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV499568.png,19529,4635,NA,b9b88174-d790-4ff2-85cd-fdbfa03405f6
2019,ARI,RB,NA,34,CUT,Dontae Strickland,Dontae,Strickland,1997-03-22,5-11,201,Syracuse,NA,00-0035569,3916451,32579,14276,45943,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STR376559.png,21391,6592,NA,5bbe722c-3a86-4ef4-a730-ff83c2676d69
2019,ARI,RB,NA,31,ACT,David Johnson,David,Johnson,1991-12-16,6-1,224,Northern Iowa,Clinton (IA),00-0032187,2508176,28474,10148,9519,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH174477.png,16847,2391,NA,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938
2019,ARI,RB,NA,41,ACT,Kenyan Drake,Kenyan,Drake,1994-01-26,6-1,211,Alabama,Hillgrove (GA),00-0033118,2979843,29307,11002,10707,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DRA280410.png,18003,3242,NA,a0b93053-d349-4dd1-a840-24577102699b
2019,ARI,RB,NA,36,CUT,Alfred Morris,Alfred,Morris,1988-12-12,5-10,222,Florida Atlantic,Pine Forest (FL),00-0029141,15009,25883,8089,7165,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR317547.png,14269,1170,NA,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b
2019,ARI,RB,NA,37,RES,D.J. Foster,D.J.,Foster,1993-11-22,6-0,205,Arizona State,Saguaro (AZ),00-0032577,2978124,29872,11004,11214,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOS199981.png,18253,3488,NA,39d12962-65a4-4107-8924-56f48fce31ef
2019,ARI,RB,NA,29,ACT,Chase Edmonds,Chase,Edmonds,1996-04-13,5-9,205,Fordham,Central Dauphin East (PA),00-0034681,3119195,31104,12667,45851,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDM181116.png,19919,5000,NA,d8d9b161-7ef4-42bf-89b7-7edf806a0ad1
2019,ARI,SAF,NA,35,ACT,Deionte Thompson,Deionte,Thompson,1997-02-11,6-1,195,Alabama,West Orange-Stark (TX),00-0035532,3859100,31971,13586,25444,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO480961.png,20729,5866,NA,db3a0416-6758-485d-89e1-806af99e0991
2019,ARI,SS,NA,34,ACT,Jalen Thompson,Jalen,Thompson,1998-07-18,5-11,190,Washington State,Downey (CA),00-0035705,4043089,32623,14330,49116,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO580436.png,21635,6711,NA,56992f39-70e7-4b6a-86da-0a4776504e7a
2019,ARI,SS,NA,32,ACT,Budda Baker,Budda,Baker,1996-01-10,5-10,195,Washington,Bellevue (WA),00-0033890,3127287,30149,11986,11791,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAK070449.png,18927,4081,NA,5ce20f3e-0f02-4f53-a2ef-5b076361f2b1
2019,ARI,TE,NA,87,ACT,Maxx Williams,Maxx,Williams,1994-04-12,6-4,252,Minnesota,Waconia (MN),00-0031558,2970726,28443,10128,9488,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL436992.png,16816,2360,NA,52f4a43a-64a9-4d69-a9e2-28bd60f68e49
2019,ARI,TE,NA,85,ACT,Charles Clay,Charles,Clay,1989-02-13,6-3,246,Tulsa,Central (AR),00-0028112,14145,24961,7424,6326,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA715825.png,12751,801,NA,04ca4fb9-194e-47fe-8fc8-adb5790a8e78
2019,ARI,TE,NA,81,RES,Darrell Daniels,Darrell,Daniels,1994-11-22,6-3,256,Washington,Freedom (CA),00-0033258,3052166,30523,11890,12122,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAN527377.png,19176,4323,NA,7574eb56-a34a-419e-9682-c4788cfe2019
2019,ARI,TE,NA,82,ACT,Dan Arnold,Dan,Arnold,1995-03-15,6-6,220,Wis.-Platteville,Shanley (ND),00-0034011,4212989,30891,12276,51842,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ARN413883.png,19659,4741,NA,d479a777-b53b-4bbf-a8e4-0c1675ac48df
