team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp
ARI,DB,NA,NA,DEV,Rashad Barksdale,Rashad,Barksdale,1984-05-11,6-0,208,Albany,NA,00-0025588,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR196497.png,NA,NA,NA
ARI,DB,NA,20,ACT,Ralph Brown,Ralph,Brown,1978-09-16,5-10,185,Nebraska,NA,00-0019613,NA,NA,NA,NA,672,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO588846.png,NA,NA,NA
ARI,DE,NA,NA,DEV,Ryan Kees,Ryan,Kees,1986-04-02,6-6,275,St. Cloud State,NA,00-0026890,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEE703982.png,NA,NA,NA
ARI,DE,NA,90,ACT,Darnell Dockett,Darnell,Dockett,1981-05-27,6-4,285,Florida State,NA,00-0022930,NA,NA,NA,NA,1785,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOC428041.png,NA,NA,NA
ARI,DE,NA,79,RES,Jason Banks,Jason,Banks,1985-05-08,6-5,296,Grambling State,NA,00-0025927,NA,NA,NA,NA,4642,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAN556236.png,NA,NA,NA
ARI,DE,NA,93,ACT,Calais Campbell,Calais,Campbell,1986-09-01,6-8,290,Miami (Fla.),Denver South (CO),00-0026190,11284,0333b8f0-3aab-45aa-a684-6d402a309413,8827,5587,4364,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM208843.png,3341,125,NA
ARI,DE,NA,91,ACT,Kenny Iwebema,Kenny,Iwebema,1985-02-06,6-4,280,Iowa,NA,00-0026256,NA,NA,NA,NA,4430,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IWE088990.png,NA,NA,NA
ARI,DT,NA,NA,RSN,Keilen Dykes,Keilen,Dykes,1984-09-06,6-3,305,West Virginia,NA,00-0025931,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DYK377536.png,NA,NA,NA
ARI,DT,NA,78,ACT,Alan Branch,Alan,Branch,1984-12-29,6-5,338,Michigan,NA,00-0025420,NA,NA,NA,NA,3649,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA489251.png,NA,NA,NA
ARI,DT,NA,71,ACT,Jeremy Clark,Jeremy,Clark,1983-09-06,6-3,309,Alabama,NA,00-0025714,NA,NA,NA,NA,3907,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA381451.png,NA,NA,NA
ARI,FB,NA,35,ACT,Dan Kreider,Dan,Kreider,1977-03-11,5-11,250,New Hampshire,NA,00-0019135,NA,NA,NA,NA,749,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KRE108154.png,NA,NA,NA
ARI,FS,NA,49,ACT,Rashad Johnson,Rashad,Johnson,1986-01-02,5-11,203,Alabama,NA,00-0027067,NA,NA,NA,NA,5018,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH590218.png,NA,NA,NA
ARI,FS,NA,38,CUT,Dennis Keyes,Dennis,Keyes,1985-03-26,6-2,203,UCLA,NA,00-0025933,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEY175574.png,NA,NA,NA
ARI,FS,NA,21,ACT,Antrel Rolle,Antrel,Rolle,1982-12-16,6-0,208,Miami (Fla.),NA,00-0023443,NA,NA,NA,NA,2225,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROL403288.png,NA,NA,NA
ARI,G,NA,74,ACT,Reggie Wells,Reggie,Wells,1980-11-03,6-4,312,Clarion,NA,00-0021911,NA,NA,NA,NA,1482,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEL570156.png,NA,NA,NA
ARI,G,NA,67,ACT,Herman Johnson,Herman,Johnson,1985-01-29,6-7,382,LSU,NA,00-0026924,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH314490.png,NA,NA,NA
ARI,G,NA,76,ACT,Deuce Lutui,Deuce,Lutui,1983-05-05,6-4,338,USC,NA,00-0024256,NA,NA,NA,NA,2986,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUT476816.png,NA,NA,NA
ARI,G,NA,66,CUT,Carlton Medder,Carlton,Medder,1984-12-01,6-5,315,Florida,NA,00-0025935,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MED101291.png,NA,NA,NA
ARI,G,NA,NA,DEV,Jonathan Palmer,Jonathan,Palmer,1983-12-03,6-5,335,Auburn,NA,00-0025722,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAL441184.png,NA,NA,NA
ARI,G,NA,73,ACT,Jeremy Bridges,Jeremy,Bridges,1980-04-19,6-4,326,Southern Mississippi,NA,00-0021974,NA,NA,NA,NA,1488,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRI127961.png,NA,NA,NA
ARI,G,NA,NA,DEV,Tom Pestock,Tom,Pestock,1984-09-13,6-6,317,Northwest Missouri State,NA,00-0026667,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PES581406.png,NA,NA,NA
ARI,ILB,NA,54,ACT,Gerald Hayes,Gerald,Hayes,1980-10-10,6-1,246,Pittsburgh,NA,00-0021941,NA,NA,NA,NA,1385,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY169450.png,NA,NA,NA
ARI,ILB,NA,95,DEV,Ali Highsmith,Ali,Highsmith,1985-01-20,6-1,230,LSU,NA,00-0025932,NA,NA,NA,NA,4646,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIG617342.png,NA,NA,NA
ARI,ILB,NA,58,ACT,Karlos Dansby,Karlos,Dansby,1981-11-03,6-4,250,Auburn,NA,00-0022927,NA,NA,NA,NA,1754,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAN762622.png,NA,NA,NA
ARI,K,NA,12,CUT,Mike Nugent,Mike,Nugent,1982-03-02,5-10,190,Ohio State,Centerville (OH),00-0023482,8461,e017e12b-07a7-4a35-b837-2faa9ffe3ce8,7223,4441,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NUG461506.png,11735,658,NA
ARI,K,NA,1,ACT,Neil Rackers,Neil,Rackers,1976-08-16,6-1,206,Illinois,NA,00-0019676,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAC540222.png,NA,NA,NA
ARI,LB,NA,55,ACT,Reggie Walker,Reggie,Walker,1986-12-15,6-0,238,Kansas State,NA,00-0026727,NA,NA,NA,NA,5351,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL309457.png,NA,NA,NA
ARI,LB,NA,NA,DEV,Mark Washington,Mark,Washington,1985-08-20,6-3,250,Texas State,NA,00-0025790,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAS527550.png,NA,NA,NA
ARI,LB,NA,51,CUT,Pago Togafau,Pago,Togafau,1984-01-10,5-11,242,Idaho State,NA,00-0025667,NA,NA,NA,NA,4193,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAG045826.png,NA,NA,NA
ARI,LB,NA,59,ACT,Will Davis,Will,Davis,1986-06-02,6-2,261,Illinois,NA,00-0026939,NA,NA,NA,NA,5128,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV797574.png,NA,NA,NA
ARI,LB,NA,50,ACT,Monty Beisel,Monty,Beisel,1978-08-20,6-3,244,Kansas State,NA,00-0020478,NA,NA,NA,NA,862,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEI678650.png,NA,NA,NA
ARI,LB,NA,52,RES,Cody Brown,Cody,Brown,1986-11-09,6-3,244,Connecticut,NA,00-0027039,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO356787.png,NA,NA,NA
ARI,LB,NA,96,CUT,Chase Bullock,Chase,Bullock,1986-02-13,6-3,255,Maryland,NA,00-0026733,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUL497799.png,NA,NA,NA
ARI,LB,NA,57,CUT,Victor Hobson,Victor,Hobson,1980-02-03,6-0,254,Michigan,NA,00-0021996,NA,NA,NA,NA,1368,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOB758772.png,NA,NA,NA
ARI,LB,NA,49,CUT,David Holloway,David,Holloway,1983-12-04,6-2,234,Maryland,NA,00-0025675,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL340890.png,NA,NA,NA
ARI,LS,NA,82,ACT,Mike Leach,Mike,Leach,1976-10-18,6-2,238,William & Mary,NA,00-0019435,NA,NA,NA,NA,750,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEA091822.png,NA,NA,NA
ARI,NT,NA,98,ACT,Gabe Watson,Gabe,Watson,1983-09-24,6-4,329,Michigan,NA,00-0024322,NA,NA,NA,NA,3052,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT365890.png,NA,NA,NA
ARI,NT,NA,97,ACT,Bryan Robinson,Bryan,Robinson,1974-06-22,6-4,304,Fresno State,NA,00-0013845,NA,NA,NA,NA,321,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB372405.png,NA,NA,NA
ARI,OLB,NA,56,ACT,Chike Okeafor,Chike,Okeafor,1976-03-27,6-5,256,Purdue,NA,00-0012333,NA,NA,NA,NA,493,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OKE059326.png,NA,NA,NA
ARI,OLB,NA,92,ACT,Bertrand Berry,Bertrand,Berry,1975-08-15,6-3,254,Notre Dame,NA,00-0001176,NA,NA,NA,NA,267,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER460580.png,NA,NA,NA
ARI,OLB,NA,53,ACT,Clark Haggans,Clark,Haggans,1977-01-10,6-4,243,Colorado State,NA,00-0019538,NA,NA,NA,NA,670,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAG475070.png,NA,NA,NA
ARI,OT,NA,75,ACT,Levi Brown,Levi,Brown,1984-03-16,6-5,324,Penn State,NA,00-0025392,NA,NA,NA,NA,3621,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO548586.png,NA,NA,NA
ARI,P,NA,5,ACT,Ben Graham,Ben,Graham,1973-11-02,6-5,235,Deakin (Australia),NA,00-0022954,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA128871.png,NA,NA,NA
ARI,QB,NA,13,ACT,Kurt Warner,Kurt,Warner,1971-06-22,6-2,214,Northern Iowa,NA,00-0017200,NA,NA,NA,NA,112,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR492511.png,NA,NA,NA
ARI,QB,NA,2,ACT,Brian St. Pierre,Brian,St. Pierre,1979-11-28,6-3,224,Boston College,NA,00-0022101,NA,NA,NA,NA,1470,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STP296636.png,NA,NA,NA
ARI,QB,NA,7,ACT,Matt Leinart,Matt,Leinart,1983-05-11,6-5,232,USC,NA,00-0024225,NA,NA,NA,NA,2955,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEI453701.png,NA,NA,NA
ARI,RB,NA,30,CUT,Chris Vincent,Chris,Vincent,1981-09-02,6-1,218,Oregon,NA,00-0025736,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VIN395864.png,NA,NA,NA
ARI,RB,NA,26,ACT,Beanie Wells,Beanie,Wells,1988-08-07,6-1,228,Ohio State,NA,00-0027007,NA,NA,NA,NA,4954,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEL350689.png,NA,NA,NA
ARI,RB,NA,31,ACT,Jason Wright,Jason,Wright,1982-07-12,5-10,212,Northwestern,NA,00-0022288,NA,NA,NA,NA,2212,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRI393494.png,NA,NA,NA
ARI,RB,NA,36,ACT,LaRod Stephens-Howling,LaRod,Stephens-Howling,1987-04-26,5-7,180,Pittsburgh,NA,00-0026956,NA,NA,NA,NA,5164,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE477247.png,NA,NA,NA
ARI,RB,NA,NA,CUT,Reagan Maui'a,Reagan,Maui'a,1984-07-06,6-0,260,Hawaii,NA,00-0025568,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAU280858.png,NA,NA,NA
ARI,RB,NA,32,ACT,Nehemiah Broughton,Nehemiah,Broughton,1982-11-04,5-11,257,The Citadel,NA,00-0023654,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO209220.png,NA,NA,NA
ARI,RB,NA,33,RES,Justin Green,Justin,Green,1982-04-30,5-11,251,Montana,NA,00-0023591,NA,NA,NA,NA,2375,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE297971.png,NA,NA,NA
ARI,RB,NA,34,ACT,Tim Hightower,Tim,Hightower,1986-05-23,6-0,222,Richmond,Episcopal (VA),00-0026289,11383,c1ffd69d-92d7-4e12-8fd3-db9977d6dcf4,8926,5785,4463,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIG784208.png,2262,83,NA
ARI,SS,NA,24,ACT,Adrian Wilson,Adrian,Wilson,1979-10-12,6-3,226,North Carolina State,NA,00-0020505,NA,NA,NA,NA,831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL647976.png,NA,NA,NA
ARI,T,NA,72,ACT,Brandon Keith,Brandon,Keith,1984-11-21,6-5,338,Northern Iowa,NA,00-0026365,NA,NA,NA,NA,4539,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEI389074.png,NA,NA,NA
ARI,T,NA,65,CUT,Brandon Pearce,Brandon,Pearce,1985-08-28,6-6,290,Memphis,NA,00-0026729,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PEA219749.png,NA,NA,NA
ARI,T,NA,61,CUT,Elton Brown,Elton,Brown,1982-05-22,6-5,338,Virginia,NA,00-0023546,NA,NA,NA,NA,2328,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO418258.png,NA,NA,NA
ARI,T,NA,69,RES,Mike Gandy,Mike,Gandy,1979-01-03,6-4,316,Notre Dame,NA,00-0020406,NA,NA,NA,NA,834,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAN127935.png,NA,NA,NA
ARI,T,NA,79,CUT,Oliver Ross,Oliver,Ross,1974-09-27,6-5,315,Iowa State,NA,00-0014063,NA,NA,NA,NA,396,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS656940.png,NA,NA,NA
ARI,TE,NA,83,ACT,Stephen Spach,Stephen,Spach,1982-07-18,6-4,260,Fresno State,NA,00-0023108,NA,NA,NA,NA,2789,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPA047461.png,NA,NA,NA
ARI,TE,NA,84,ACT,Anthony Becht,Anthony,Becht,1977-08-08,6-6,270,West Virginia,NA,00-0019457,NA,NA,NA,NA,602,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEC035999.png,NA,NA,NA
ARI,TE,NA,89,ACT,Ben Patrick,Ben,Patrick,1984-08-23,6-3,264,Delaware,NA,00-0025602,NA,NA,NA,NA,3831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAT171702.png,NA,NA,NA
ARI,TE,NA,39,CUT,Dominique Byrd,Dominique,Byrd,1984-02-07,6-3,255,USC,NA,00-0024308,NA,NA,NA,NA,3038,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BYR310270.png,NA,NA,NA
ARI,WR,NA,85,ACT,Jerheme Urban,Jerheme,Urban,1980-11-26,6-3,207,Trinity (Tex.),NA,00-0021647,NA,NA,NA,NA,1709,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/URB377536.png,NA,NA,NA
ARI,WR,NA,NA,DEV,Onrea Jones,Onrea,Jones,1983-12-22,6-0,202,Hampton,NA,00-0024645,NA,NA,NA,NA,4261,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON637044.png,NA,NA,NA
ARI,WR,NA,80,ACT,Early Doucet,Early,Doucet,1985-10-28,6-0,212,LSU,NA,00-0026221,NA,NA,NA,NA,4395,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU051723.png,NA,NA,NA
ARI,WR,NA,87,ACT,Sean Morey,Sean,Morey,1976-02-26,5-11,193,Brown,NA,00-0011641,NA,NA,NA,NA,538,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR131362.png,NA,NA,NA
ARI,WR,NA,81,ACT,Anquan Boldin,Anquan,Boldin,1980-10-03,6-1,217,Florida State,Pahokee (FL),00-0022084,4512,eb1d1304-1900-4587-ae06-75c77efd85a8,6390,3074,1369,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOL283010.png,11712,655,NA
ARI,WR,NA,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,6-3,217,Pittsburgh,Holy Angels (MN),00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png,5571,223,NA
ARI,WR,NA,15,ACT,Steve Breaston,Steve,Breaston,1983-08-20,6-0,189,Michigan,NA,00-0025529,NA,NA,NA,NA,3758,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRE019124.png,NA,NA,NA
ARI,WR,NA,16,DEV,Ed Gant,Ed,Gant,1987-01-24,6-1,192,North Alabama,NA,00-0026896,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAN476733.png,NA,NA,NA
ARI,WR,NA,10,CUT,Steve Sanders,Steve,Sanders,1982-12-23,6-3,205,Bowling Green State,NA,00-0023991,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN481534.png,NA,NA,NA
ATL,C,NA,67,CUT,Ben Wilkerson,Ben,Wilkerson,1982-11-22,6-4,313,LSU,NA,00-0023107,NA,NA,NA,NA,2842,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL065380.png,NA,NA,NA
ATL,C,NA,62,ACT,Todd McClure,Todd,McClure,1977-02-16,6-1,296,LSU,NA,00-0010711,NA,NA,NA,NA,536,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png,NA,NA,NA
ATL,C,NA,67,RSN,Rob Bruggeman,Rob,Bruggeman,1986-03-21,6-3,288,Iowa,NA,00-0026638,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRU262601.png,NA,NA,NA
ATL,C,NA,66,ACT,Brett Romberg,Brett,Romberg,1979-10-10,6-2,293,Miami (Fla.),NA,00-0021464,NA,NA,NA,NA,1692,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROM401787.png,NA,NA,NA
ATL,C,NA,NA,DEV,Blake Schlueter,Blake,Schlueter,1986-04-22,6-2,286,Texas Christian,NA,00-0026949,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCH245548.png,NA,NA,NA
ATL,CB,NA,29,RES,Brian Williams,Brian,Williams,1979-07-02,5-11,202,North Carolina State,NA,00-0021229,NA,NA,NA,NA,1106,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL162415.png,NA,NA,NA
ATL,CB,NA,38,CUT,Tony Tiller,Tony,Tiller,1981-12-20,6-0,187,East Tennessee State,NA,00-0026484,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TIL189231.png,NA,NA,NA
ATL,CB,NA,21,ACT,Chris Owens,Chris,Owens,1986-12-01,5-9,179,San Jose State,NA,00-0027062,NA,NA,NA,NA,5013,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OWE276284.png,NA,NA,NA
ATL,CB,NA,20,ACT,Brent Grimes,Brent,Grimes,1983-07-19,5-10,181,Shippensburg,Northeast (PA),00-0024183,10913,7979b613-6dbf-4534-8166-6430433c1ec3,8607,5848,3589,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI674817.png,6078,242,NA
ATL,CB,NA,41,RES,Antoine Harris,Antoine,Harris,1982-04-08,5-10,205,Louisville,NA,00-0023136,NA,NA,NA,NA,2628,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR343433.png,NA,NA,NA
ATL,CB,NA,24,ACT,Tye Hill,Tye,Hill,1982-06-03,5-10,185,Clemson,NA,00-0024230,NA,NA,NA,NA,2960,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL632171.png,NA,NA,NA
ATL,CB,NA,23,RES,Chris Houston,Chris,Houston,1984-10-18,5-11,178,Arkansas,NA,00-0025428,NA,NA,NA,NA,3657,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOU439651.png,NA,NA,NA
ATL,CB,NA,22,ACT,Chevis Jackson,Chevis,Jackson,1985-12-11,5-11,193,LSU,NA,00-0026208,NA,NA,NA,NA,4382,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC082402.png,NA,NA,NA
ATL,DB,NA,27,RES,Jamaal Fudge,Jamaal,Fudge,1983-05-17,5-9,190,Clemson,NA,00-0024097,NA,NA,NA,NA,3315,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FUD237309.png,NA,NA,NA
ATL,DB,NA,42,ACT,Eric Brock,Eric,Brock,1985-04-04,6-0,204,Auburn,NA,00-0026447,NA,NA,NA,NA,4817,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO024800.png,NA,NA,NA
ATL,DB,NA,38,ACT,Charlie Peprah,Charlie,Peprah,1983-02-24,5-11,202,Alabama,NA,00-0024372,NA,NA,NA,NA,3103,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PEP501844.png,NA,NA,NA
ATL,DB,NA,24,CUT,Von Hutchins,Von,Hutchins,1981-02-14,5-10,180,Mississippi,NA,00-0022742,NA,NA,NA,NA,1891,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUT097244.png,NA,NA,NA
ATL,DE,NA,90,ACT,Lawrence Sidbury,Lawrence,Sidbury,1986-02-06,6-3,265,Richmond,NA,00-0027090,NA,NA,NA,NA,5049,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SID063890.png,NA,NA,NA
ATL,DE,NA,91,DEV,Maurice Lucas,Maurice,Lucas,1987-03-26,6-4,267,Colorado,NA,00-0026506,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUC082980.png,NA,NA,NA
ATL,DE,NA,55,ACT,John Abraham,John,Abraham,1978-05-06,6-4,263,South Carolina,NA,00-0019546,NA,NA,NA,NA,591,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ABR073003.png,NA,NA,NA
ATL,DE,NA,98,ACT,Jamaal Anderson,Jamaal,Anderson,1986-02-06,6-6,289,Arkansas,NA,00-0025395,NA,NA,NA,NA,3624,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND289942.png,NA,NA,NA
ATL,DE,NA,96,CUT,Willie Evans,Willie,Evans,1984-03-05,6-1,269,Mississippi State,NA,00-0024154,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EVA810463.png,NA,NA,NA
ATL,DE,NA,92,ACT,Chauncey Davis,Chauncey,Davis,1983-01-27,6-2,262,Florida State,NA,00-0023562,NA,NA,NA,NA,2345,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV232877.png,NA,NA,NA
ATL,DT,NA,99,ACT,Vance Walker,Vance,Walker,1987-04-26,6-2,307,Georgia Tech,NA,00-0026942,NA,NA,NA,NA,5134,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL347391.png,NA,NA,NA
