season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp
2005,ARI,OLB,NA,58,NA,Karlos Dansby,Karlos,Dansby,1981-11-03,6-3,243,Auburn,NA,00-0022927,NA,NA,NA,NA,1754,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAN762622.png,NA,NA,NA
2005,ARI,P,NA,10,NA,Scott Player,Scott,Player,1969-12-17,6-1,211,Florida State,NA,00-0013028,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PLA800918.png,NA,NA,NA
2005,ARI,QB,NA,6,NA,Rohan Davey,Rohan,Davey,1979-04-14,6-2,245,LSU,NA,00-0021238,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV020575.png,NA,NA,NA
2005,ARI,QB,NA,13,NA,Kurt Warner,Kurt,Warner,1971-06-22,6-2,219,Northern Iowa,NA,00-0017200,NA,NA,NA,NA,112,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR492511.png,NA,NA,NA
2005,ARI,QB,NA,16,NA,John Navarre,John,Navarre,1980-09-09,6-6,251,Michigan,NA,00-0022827,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NAV138429.png,NA,NA,NA
2005,ARI,QB,NA,12,NA,Josh McCown,Josh,McCown,1979-07-04,6-4,213,Sam Houston State,Jacksonville (TX),00-0021206,3609,a261fd0a-b096-4db7-bd51-2f13bde485da,5967,2513,1085,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC600777.png,5282,208,NA
2005,ARI,RB,NA,36,NA,J.R. Redmond,J.R.,Redmond,1977-09-28,5-11,215,Arizona State,NA,00-0019722,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RED628410.png,NA,NA,NA
2005,ARI,RB,NA,32,NA,James Jackson,James,Jackson,1976-08-04,5-10,215,Miami (Fla.),NA,00-0020430,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC227957.png,NA,NA,NA
2005,ARI,RB,NA,31,NA,Marcel Shipp,Marcel,Shipp,1978-08-08,5-11,225,Massachusetts,NA,00-0020022,NA,NA,NA,NA,987,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHI461748.png,NA,NA,NA
2005,ARI,RB,NA,44,NA,Jarrod Baxter,Jarrod,Baxter,1979-03-09,6-1,243,New Mexico,NA,00-0021253,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAX626752.png,NA,NA,NA
2005,ARI,RB,NA,28,NA,J.J. Arrington,J.J.,Arrington,1983-01-23,5-9,214,California,NA,00-0023479,NA,NA,NA,NA,2261,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ARR194145.png,NA,NA,NA
2005,ARI,RB,NA,30,NA,Obafemi Ayanbadejo,Obafemi,Ayanbadejo,1975-03-05,6-2,233,San Diego State,NA,00-0000552,NA,NA,NA,NA,297,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AYA444955.png,NA,NA,NA
2005,ARI,RB,NA,22,NA,Damien Anderson,Damien,Anderson,1979-07-17,5-11,202,Northwestern,NA,00-0021048,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND174725.png,NA,NA,NA
2005,ARI,SAF,NA,29,NA,Quentin Harris,Quentin,Harris,1977-01-26,6-1,213,Syracuse,NA,00-0021055,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR508291.png,NA,NA,NA
2005,ARI,SS,NA,24,NA,Adrian Wilson,Adrian,Wilson,1979-10-12,6-3,230,North Carolina State,NA,00-0020505,NA,NA,NA,NA,831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL647976.png,NA,NA,NA
2005,ARI,T,NA,79,NA,Oliver Ross,Oliver,Ross,1974-09-27,6-4,324,Iowa State,NA,00-0014063,NA,NA,NA,NA,396,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS656940.png,NA,NA,NA
2005,ARI,T,NA,75,NA,Leonard Davis,Leonard,Davis,1978-09-05,6-6,366,Texas,NA,00-0020533,NA,NA,NA,NA,774,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV527481.png,NA,NA,NA
2005,ARI,T,NA,68,NA,Dante Ellington,Dante,Ellington,1980-02-29,6-5,363,Alabama,NA,00-0021498,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL165051.png,NA,NA,NA
2005,ARI,T,NA,78,NA,Fred Wakefield,Fred,Wakefield,1978-09-17,6-7,312,Illinois,NA,00-0020024,NA,NA,NA,NA,999,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAK168981.png,NA,NA,NA
2005,ARI,T,NA,64,NA,Adam Haayer,Adam,Haayer,1977-02-22,6-6,311,Minnesota,NA,00-0020378,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAA778671.png,NA,NA,NA
2005,ARI,TE,NA,89,NA,Adam Bergen,Adam,Bergen,1983-09-03,6-4,263,Lehigh,NA,00-0023217,NA,NA,NA,NA,2494,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER058516.png,NA,NA,NA
2005,ARI,TE,NA,85,NA,John Bronson,John,Bronson,1982-07-08,6-3,260,Penn State,NA,00-0023218,NA,NA,NA,NA,2506,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO106889.png,NA,NA,NA
2005,ARI,TE,NA,84,NA,Teyo Johnson,Teyo,Johnson,1981-11-29,6-6,260,Stanford,NA,00-0022051,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH679372.png,NA,NA,NA
2005,ARI,TE,NA,83,NA,Eric Edwards,Eric,Edwards,1980-08-04,6-5,257,LSU,NA,00-0022385,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDW409281.png,NA,NA,NA
2005,ARI,WR,NA,81,NA,Anquan Boldin,Anquan,Boldin,1980-10-03,6-1,220,Florida State,Pahokee (FL),00-0022084,4512,eb1d1304-1900-4587-ae06-75c77efd85a8,6390,3074,1369,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOL283010.png,11712,655,NA
2005,ARI,WR,NA,82,NA,J.J. Moses,J.J.,Moses,1979-09-12,5-6,175,Iowa State,NA,00-0019779,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOS274967.png,NA,NA,NA
2005,ARI,WR,NA,80,NA,Bryant Johnson,Bryant,Johnson,1981-03-07,6-3,214,Penn State,NA,00-0022156,NA,NA,NA,NA,1333,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH086211.png,NA,NA,NA
2005,ARI,WR,NA,11,NA,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,6-3,221,Pittsburgh,Holy Angels (MN),00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png,5571,223,NA
2005,ARI,WR,NA,82,NA,Charles Lee,Charles,Lee,1977-11-19,6-3,227,UCF,NA,00-0019505,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEE120213.png,NA,NA,NA
2005,ARI,WR,NA,18,NA,Reggie Newhouse,Reggie,Newhouse,1981-02-16,6-1,191,Baylor,NA,00-0021560,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEW232137.png,NA,NA,NA
2005,ARI,WR,NA,19,NA,LeRon McCoy,LeRon,McCoy,1982-01-24,6-1,205,Indiana (PA),NA,00-0023658,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC617590.png,NA,NA,NA
2005,ARI,WR,NA,87,NA,Reggie Swinton,Reggie,Swinton,1975-07-24,6-0,194,Murray State,NA,00-0015980,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SWI571443.png,NA,NA,NA
2005,ARI,WR,NA,15,NA,Carlyle Holiday,Carlyle,Holiday,1981-10-04,6-2,217,Notre Dame,NA,00-0023222,NA,NA,NA,NA,2640,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL082123.png,NA,NA,NA
2005,ATL,C,NA,69,NA,Ben Claxton,Ben,Claxton,1980-07-30,6-2,301,Mississippi,NA,00-0022018,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA712686.png,NA,NA,NA
2005,ATL,C,NA,66,NA,Austin King,Austin,King,1981-04-11,6-5,303,Northwestern,NA,00-0022014,NA,NA,NA,NA,1444,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN310513.png,NA,NA,NA
2005,ATL,C,NA,62,NA,Todd McClure,Todd,McClure,1977-02-16,6-1,286,LSU,NA,00-0010711,NA,NA,NA,NA,536,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png,NA,NA,NA
2005,ATL,CB,NA,20,NA,Allen Rossum,Allen,Rossum,1975-10-22,5-8,187,Notre Dame,NA,00-0014071,NA,NA,NA,NA,377,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS771225.png,NA,NA,NA
2005,ATL,CB,NA,36,NA,Jason Webster,Jason,Webster,1977-09-08,5-9,187,Texas A&M,NA,00-0019653,NA,NA,NA,NA,618,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEB707868.png,NA,NA,NA
2005,ATL,CB,NA,21,NA,DeAngelo Hall,DeAngelo,Hall,1983-11-19,5-10,197,Virginia Tech,NA,00-0022923,NA,NA,NA,NA,1729,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL268837.png,NA,NA,NA
2005,ATL,CB,NA,23,NA,Kevin Mathis,Kevin,Mathis,1974-04-29,5-9,185,Texas A&M-Commerce,NA,00-0010535,NA,NA,NA,NA,316,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT201981.png,NA,NA,NA
2005,ATL,CB,NA,30,NA,Brandon Williams,Brandon,Williams,1980-11-17,5-11,186,Michigan,NA,00-0021878,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL157511.png,NA,NA,NA
2005,ATL,DB,NA,42,NA,Antuan Edwards,Antuan,Edwards,1977-05-26,6-1,210,Clemson,NA,00-0004747,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDW108786.png,NA,NA,NA
2005,ATL,DB,NA,26,NA,Omare Lowe,Omare,Lowe,1978-04-20,6-1,195,Washington,NA,00-0021274,NA,NA,NA,NA,1152,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LOW328771.png,NA,NA,NA
2005,ATL,DB,NA,39,NA,Cam Newton,Cam,Newton,1982-05-19,6-1,203,Furman,NA,00-0023382,NA,NA,NA,NA,2723,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEW694862.png,NA,NA,NA
2005,ATL,DB,NA,25,NA,Kevin McCadam,Kevin,McCadam,1979-03-06,6-1,219,Virginia Tech,NA,00-0021095,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC022557.png,NA,NA,NA
2005,ATL,DB,NA,22,NA,Leigh Torrence,Leigh,Torrence,1982-01-04,6-0,183,Stanford,NA,00-0023186,NA,NA,NA,NA,2817,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TOR692424.png,NA,NA,NA
2005,ATL,DB,NA,37,NA,Ahmad Treaudo,Ahmad,Treaudo,1982-04-15,5-10,181,Southern University,NA,00-0023043,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TRE428790.png,NA,NA,NA
2005,ATL,DB,NA,27,NA,Chris Cash,Chris,Cash,1980-07-13,5-10,185,USC,NA,00-0021288,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAS264274.png,NA,NA,NA
2005,ATL,DB,NA,38,NA,Ronnie Heard,Ronnie,Heard,1976-10-05,6-3,215,Mississippi,NA,00-0019070,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEA363749.png,NA,NA,NA
2005,ATL,DE,NA,93,NA,Constantin Ritzmann,Constantin,Ritzmann,1979-12-20,6-3,254,Tennessee,NA,00-0022534,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RIT819579.png,NA,NA,NA
2005,ATL,DE,NA,73,NA,Josh Savage,Josh,Savage,1980-09-28,6-4,276,Utah,NA,00-0022322,NA,NA,NA,NA,2171,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAV149571.png,NA,NA,NA
2005,ATL,DE,NA,92,NA,Chauncey Davis,Chauncey,Davis,1983-01-27,6-2,272,Florida State,NA,00-0023562,NA,NA,NA,NA,2345,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV232877.png,NA,NA,NA
2005,ATL,DE,NA,97,NA,Patrick Kerney,Patrick,Kerney,1976-12-30,6-5,273,Virginia,NA,00-0009173,NA,NA,NA,NA,459,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KER459393.png,NA,NA,NA
2005,ATL,DE,NA,96,NA,Erik Flowers,Erik,Flowers,1978-03-01,6-4,273,Arizona State,NA,00-0019697,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLO326295.png,NA,NA,NA
2005,ATL,DE,NA,96,NA,Antwan Lake,Antwan,Lake,1979-07-10,6-4,308,West Virginia,NA,00-0020697,NA,NA,NA,NA,1270,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAK264111.png,NA,NA,NA
2005,ATL,DE,NA,91,NA,Brady Smith,Brady,Smith,1973-06-05,6-5,274,Colorado State,NA,00-0015106,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI082360.png,NA,NA,NA
2005,ATL,DE,NA,95,NA,Jonathan Babineaux,Jonathan,Babineaux,1981-10-12,6-2,286,Iowa,NA,00-0023494,NA,NA,NA,NA,2276,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAB717191.png,NA,NA,NA
2005,ATL,DT,NA,75,NA,Rod Coleman,Rod,Coleman,1976-08-16,6-2,285,East Carolina,NA,00-0003239,NA,NA,NA,NA,519,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL333003.png,NA,NA,NA
2005,ATL,DT,NA,71,NA,Darrell Shropshire,Darrell,Shropshire,1983-03-18,6-2,301,South Carolina,NA,00-0023673,NA,NA,NA,NA,2458,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHR466369.png,NA,NA,NA
2005,ATL,DT,NA,94,NA,Chad Lavalais,Chad,Lavalais,1979-04-15,6-1,293,LSU,NA,00-0022794,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAV124930.png,NA,NA,NA
2005,ATL,FB,NA,33,NA,Justin Griffith,Justin,Griffith,1980-07-21,5-11,232,Mississippi State,NA,00-0022011,NA,NA,NA,NA,1433,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI440073.png,NA,NA,NA
