season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,pfr_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id
2018,ARI,DE,NA,93,CUT,Arthur Moats,Arthur,Moats,1988-03-14,6-0,246,James Madison,Churchland (VA),00-0027777,13422,24154,6753,5701,MoatAr00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOA594964.png,12157,702,NA,e65e1798-fa0c-416c-a88b-c28fc7f6a574
2018,ARI,DE,NA,51,CUT,Praise Martin-Oguike,Praise,Martin-Oguike,1993-08-30,6-1,256,Temple,NA,00-0033404,NA,NA,NA,50276,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR792667.png,NA,NA,NA,NA
2018,ARI,DE,NA,55,ACT,Chandler Jones,Chandler,Jones,1990-02-27,6-5,265,Syracuse,Union-Endicott (NY),00-0029585,14927,25731,8140,7027,JoneCh03,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON157557.png,13749,1038,NA,5197def5-f444-4561-ad28-7aac10dc748e
2018,ARI,DE,NA,61,CUT,Moubarak Djeri,Moubarak,Djeri,1995-12-30,6-3,275,No College,NA,00-0034066,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DJE563610.png,NA,NA,NA,NA
2018,ARI,DE,NA,56,ACT,Zach Moore,Zach,Moore,1990-09-05,6-6,275,Concordia-St. Paul,Simeon Academy (IL),00-0031081,16959,27726,9682,8833,MoorZa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO773925.png,16050,1843,NA,63175907-f9fc-4a3a-a376-d8e3a76d7964
2018,ARI,DE,NA,94,ACT,Cameron Malveaux,Cameron,Malveaux,1994-08-22,6-5,265,Houston,Hamshire-Fannett (TX),00-0033403,2981511,30644,12057,50587,MalvCa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAL817263.png,19252,4393,NA,8b44e3b8-81ae-4f02-b598-965872d12816
2018,ARI,DE,NA,91,ACT,Benson Mayowa,Benson,Mayowa,1991-08-03,6-3,265,Idaho,Inglewood (CA),00-0030380,16528,27413,9126,8196,MayoBe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAY692147.png,15814,1764,NA,b612c556-1285-405f-9294-733f0302869e
2018,ARI,DT,NA,90,RES,Robert Nkemdiche,Robert,Nkemdiche,1994-09-19,6-4,296,Mississippi,Grayson (GA),00-0032761,3051886,29263,11148,10663,NkemRo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NKE415291.png,17941,3180,NA,60cc4395-be8e-441f-b6b2-7e74e15f2593
2018,ARI,DT,NA,72,RES,Olsen Pierre,Olsen,Pierre,1991-08-27,6-5,293,Miami (Fla.),NA,00-0031914,2579622,28694,10615,10010,PierOl00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIE579519.png,17529,3000,NA,0c042513-aba2-461c-ae16-db4bf83833fa
2018,ARI,DT,NA,98,ACT,Corey Peters,Corey,Peters,1988-06-08,6-3,305,Kentucky,Central (KY),00-0027686,13292,24058,6682,5607,PeteCo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET099667.png,11437,608,NA,a50e3085-370b-4fd2-b79a-28d3b9c5c1c7
2018,ARI,DT,NA,65,ACT,Pasoni Tasini,Pasoni,Tasini,1993-05-31,6-3,307,Utah,NA,00-0033614,3122879,30497,12537,12023,TasiPa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAS338575.png,19413,4534,NA,c9b212ad-7893-4b0d-9d65-38b283894a5a
2018,ARI,DT,NA,95,ACT,Rodney Gunter,Rodney,Gunter,1992-01-19,6-5,305,Delaware State,Haines City (FL),00-0032131,2507719,28504,10455,9549,GuntRo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GUN730129.png,16877,2421,NA,e4a401ce-3740-4e6b-8dcf-f2b41a3beeb9
2018,ARI,DT,NA,97,CUT,Owen Obasuyi,Owen,Obasuyi,1996-05-07,6-4,308,Hampton,NA,00-0034482,3139339,31315,13215,48964,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OBA473434.png,20455,5522,NA,3c593d8f-daf8-4902-89ab-d59699482809
2018,ARI,DT,NA,96,ACT,Vincent Valentine,Vincent,Valentine,1994-02-23,6-3,315,Nebraska,NA,00-0032396,2974333,29330,10950,10730,ValeVi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAL459261.png,18021,3260,NA,89781fd0-0817-4de8-ac16-c9cf095b333e
2018,ARI,DT,NA,63,CUT,Peli Anau,Peli,Anau,1993-10-26,6-3,282,Northern Arizona,NA,00-0034012,NA,30917,12329,48586,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ANA638910.png,19703,4793,NA,7c71541b-048b-43de-8b27-1c9cfd43f0c0
2018,ARI,DT,NA,60,CUT,Nigel Williams,Nigel,Williams,1993-12-20,6-2,297,Virginia Tech,NA,00-0033626,2970111,30605,13401,12157,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL457994.png,19427,4547,NA,7e1ee344-f878-4fc6-bc56-e47588bf1000
2018,ARI,DT,NA,75,CUT,Tani Tupou,Tani,Tupou,1992-12-13,6-1,284,Washington,NA,00-0032852,2578390,29939,11564,NA,TupoTa01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TUP549332.png,18636,3819,NA,f50fb156-fc3a-4930-aa51-8fe977ef6984
2018,ARI,FB,NA,32,ACT,Derrick Coleman,Derrick,Coleman,1990-10-18,6-0,233,UCLA,Troy (CA),00-0029068,15351,26299,8247,7377,ColeDe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL248659.png,15631,1716,NA,e0a63251-5428-43a1-88c1-c000215ac5ce
2018,ARI,FS,NA,41,ACT,Antoine Bethea,Antoine,Bethea,1984-07-27,5-11,206,Howard,Denbigh (VA),00-0024421,9793,7956,4972,3152,BethAn20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BET074391.png,2379,88,NA,7a2612f3-ea18-444c-95ee-f1ca597d6fb0
2018,ARI,FS,NA,35,ACT,D.J. Swearinger,D.J.,Swearinger,1991-09-01,5-10,205,South Carolina,Greenwood (SC),00-0030566,15865,26680,8690,7838,SweaDJ00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SWE023150.png,14989,1429,NA,5486420b-b40c-4e7c-ab47-9d70b1673c3b
2018,ARI,K,NA,4,RES,Phil Dawson,Phil,Dawson,1975-01-23,5-11,200,Texas,Lake Highlands (TX),00-0004091,1440,4269,994,422,dawsophi01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAW705989.png,5714,229,NA,e5247e5f-c4af-4a9b-8c7c-da75ef7fbf8d
2018,ARI,K,NA,5,ACT,Zane Gonzalez,Zane,Gonzalez,1995-05-07,6-0,202,Arizona State,Deer Park (TX),00-0033862,3043234,30337,11831,NA,GonzZa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GON750924.png,19079,4233,NA,cd0f4ef0-9914-4125-be4d-804a72350ceb
2018,ARI,LB,NA,56,CUT,Scooby Wright,Scooby,Wright,1994-08-29,6-0,240,Arizona,NA,00-0032979,3056472,29484,10940,10884,WrigSc00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRI591471.png,18166,3405,NA,345a3f59-1eec-484b-93d0-6330bdb358e1
2018,ARI,LB,NA,52,RES,Jeremy Cash,Jeremy,Cash,1992-12-09,6-0,230,Duke,NA,00-0032994,2576378,29501,10971,11007,CashJe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAS270566.png,18200,3436,NA,f6bb7c37-844c-4f68-bd90-f6bd1a8bb2fd
2018,ARI,LB,NA,58,CUT,Edmond Robinson,Edmond,Robinson,1992-02-23,6-3,245,Newberry,St. John's (SC),00-0031624,3137087,28620,10497,9665,RobiEd00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB413992.png,16991,2531,NA,530f22b9-0f36-4ad1-9ead-ea44292b83a8
2018,ARI,LB,NA,50,RES,Gabe Martin,Gabe,Martin,1992-06-05,6-2,236,Bowling Green State,NA,00-0031707,2515838,28809,10614,9803,MartGa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR601640.png,17311,2843,NA,7595ead0-d80a-4dc5-bbd4-b2577d566608
2018,ARI,LB,NA,47,ACT,Zeke Turner,Zeke,Turner,1996-06-09,6-2,214,Washington,Glen Burnie (MD),00-0034490,3894901,31324,13222,49167,TurnZe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TUR304695.png,20088,5161,NA,83849bc5-0b6c-4c76-b622-9c7042758e97
2018,ARI,LB,NA,50,CUT,Airius Moore,Airius,Moore,1995-11-14,5-11,230,North Carolina State,NA,00-0034711,3116737,31717,13316,51019,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO131210.png,20630,5735,NA,0d732ceb-7d32-4469-99a0-386af0d951f1
2018,ARI,LB,NA,92,ACT,Dennis Gardeck,Dennis,Gardeck,1994-08-09,6-0,242,Sioux Falls,Crystal Lake South (IL),00-0034473,4334300,31299,13210,66928,GardDe01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR121450.png,20085,5158,NA,48700b7b-210c-4ced-9c57-3e21162e7752
2018,ARI,LB,NA,49,CUT,Matthew Oplinger,Matthew,Oplinger,1996-02-23,6-2,250,Yale,NA,00-0034484,3118964,31317,13217,31778,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OPL296636.png,20048,5411,NA,8ecba9b0-11b8-4cd3-88f2-3f8301d385f8
2018,ARI,LB,NA,45,CUT,Jonathan Anderson,Jonathan,Anderson,1991-10-27,6-1,237,Texas Christian,Carroll (TX),00-0031902,2514468,28707,10617,9998,AndeJo01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND315434.png,17172,2704,NA,1d4e5e39-3328-4043-a743-1af99b5879c8
2018,ARI,LB,NA,58,RES,Thurston Armbrister,Thurston,Armbrister,1992-12-25,6-2,239,Miami (Fla.),Hollywood Hills (FL),00-0031729,2579598,28845,10677,9825,ArmbTh00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ARM002678.png,17203,2735,NA,d1ac1143-9b14-41b7-be88-6b094592a3dd
2018,ARI,LB,NA,59,ACT,Joe Walker,Joe,Walker,1992-12-11,6-2,236,Oregon,Palos Verdes (CA),00-0032809,3043184,29485,11247,10885,WalkJo01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL224854.png,18167,3406,NA,897fc741-34bd-4f34-a1ed-125d56805b70
2018,ARI,LB,NA,51,ACT,Gerald Hodges,Gerald,Hodges,1991-01-17,6-2,236,Penn State,Paulsboro (NJ),00-0030385,15977,26743,8720,7902,HodgGe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOD406062.png,15147,1532,NA,b399ac02-6b52-4ae9-8eb0-7b3fffc29eea
2018,ARI,LB,NA,NA,DEV,Pete Robertson,Pete,Robertson,1992-12-02,6-2,243,Texas Tech,NA,00-0032851,2577651,29937,11563,11317,RobePe01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB359521.png,18635,3818,NA,ff813dc6-d3fb-4021-830c-736996df5863
2018,ARI,LS,NA,46,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,6-5,232,San Diego State,Troy (CA),00-0028946,15241,25976,8543,7301,BrewAa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRE611741.png,14042,1122,NA,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b
2018,ARI,MLB,NA,57,RES,Josh Bynes,Josh,Bynes,1989-08-24,6-1,235,Auburn,Anderson (FL),00-0028278,14519,25358,7740,6503,ByneJo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BYN301611.png,12815,821,NA,87745a22-9ce8-4a5a-8935-dcc102ce4b18
2018,ARI,OG,NA,67,RES,Justin Pugh,Justin,Pugh,1990-08-15,6-5,311,Syracuse,Council Rock South (PA),00-0030585,15808,26642,8733,7800,PughJu00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PUG243645.png,15094,1496,NA,b6fe2eb8-3692-450a-98b3-11e47c8b6711
2018,ARI,OG,NA,73,RES,John Wetzel,John,Wetzel,1991-07-18,6-7,328,Boston College,Brashear (PA),00-0029762,16247,27072,10073,8088,WetzJo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WET576319.png,15063,1469,NA,543a98a6-42fb-4fbc-9899-f0ee59b1a114
2018,ARI,OG,NA,69,ACT,Will Holden,Will,Holden,1993-09-14,6-7,312,Vanderbilt,Clay (FL),00-0033788,2972351,30270,11797,11912,HoldWi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL050358.png,19031,4185,NA,8255ee3e-cd6d-445a-8f45-7ac60fa3e794
2018,ARI,OG,NA,76,RES,Mike Iupati,Mike,Iupati,1987-05-12,6-5,331,Idaho,Western (CA),00-0027869,13246,23992,6553,5542,IupaMi20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IUP059326.png,11585,635,NA,46664226-53c3-4ef9-9aeb-f708e3e8269f
2018,ARI,OG,NA,62,ACT,Daniel Munyer,Daniel,Munyer,1992-03-04,6-1,305,Colorado,Notre Dame (CA),00-0032192,2511330,29133,10716,10174,MunyDa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MUN811705.png,17511,2992,NA,e2ba47b5-f503-42fc-86d2-2f6061551a30
2018,ARI,OG,NA,68,RES,Jeremy Vujnovich,Jeremy,Vujnovich,1990-10-12,6-5,300,Louisiana Coll.,NA,00-0030629,16686,27508,10087,8928,VujnJe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VUJ444955.png,16494,2149,NA,78009cf5-8d12-42cc-9a99-34137cd0b420
2018,ARI,OG,NA,NA,DEV,Will House,Will,House,1995-05-14,6-3,314,Southern Nazarene,NA,00-0034475,4294246,31303,13211,66449,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOU289108.png,20465,5523,NA,bb6dc980-e124-4548-9344-cd67803b146a
2018,ARI,OG,NA,70,ACT,Oday Aboushi,Oday,Aboushi,1991-06-05,6-5,315,Virginia,Xaverian (NY),00-0030083,15972,26764,8730,7923,AbouOd00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ABO652601.png,14890,1368,NA,d46e3db5-f89f-4211-b8a7-baeb1a35df46
2018,ARI,OG,NA,78,ACT,Colby Gossett,Colby,Gossett,1995-06-23,6-5,311,Appalachian State,North Forsyth (GA),00-0034165,3049575,31183,12850,46673,GossCo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOS543220.png,20034,5335,NA,e1f9e986-6deb-4302-8478-eb64abe7aa24
2018,ARI,OG,NA,68,CUT,Greg Pyke,Greg,Pyke,1993-06-04,6-6,325,Georgia,NA,00-0033618,2977653,30599,12148,12148,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PYK177981.png,19418,4539,NA,324274e2-f7d1-40b8-b5c8-4cf58fda42fd
2018,ARI,OG,NA,75,ACT,Zack Golditch,Zack,Golditch,1995-02-22,6-5,295,Colorado State,NA,00-0034546,3042907,31677,13048,46885,GoldZa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOL196121.png,20425,5412,NA,9b1fd0a4-6a45-4388-bf1e-bf4162e84056
2018,ARI,OLB,NA,43,ACT,Haason Reddick,Haason,Reddick,1994-09-22,6-1,235,Temple,Haddon Heights (NJ),00-0033875,2980504,30126,11937,11768,ReddHa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RED324095.png,18909,4063,NA,ee399a97-6868-4db1-9381-09073914c2d6
2018,ARI,OLB,NA,20,ACT,Deone Bucannon,Deone,Bucannon,1992-08-30,6-1,211,Washington State,Vanden (CA),00-0031366,16723,27555,9271,8662,BucaDe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUC019775.png,16642,2240,NA,a1902bda-47bc-4436-9165-2d79620e4030
2018,ARI,OT,NA,78,CUT,Vinston Painter,Vinston,Painter,1989-10-11,6-4,318,Virginia Tech,NA,00-0030096,15927,26796,9363,7955,PainVi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAI712400.png,15039,1457,NA,cfb697e0-f8c5-4986-a2ba-59c99e3b5b1e
2018,ARI,OT,NA,74,RES,D.J. Humphries,D.J.,Humphries,1993-12-28,6-5,307,Florida,Mallard Creek (NC),00-0032222,2971048,28412,10259,9457,HumpD.00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUM728022.png,16785,2329,NA,90d9c6b2-3970-45e1-a558-b68a977a8995
2018,ARI,OT,NA,79,RES,Korey Cunningham,Korey,Cunningham,1995-05-17,6-6,311,Cincinnati,Montevallo (AL),00-0034687,3056899,31224,13015,38555,CunnKo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CUN521305.png,20047,5349,NA,afaf2f2c-06e2-4d7d-9d6e-1b9bc5a1c8ff
2018,ARI,OT,NA,75,CUT,Brant Weiss,Brant,Weiss,1995-06-08,6-6,297,Toledo,NA,00-0034492,3059941,31326,13223,30687,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEI711980.png,20430,5521,NA,0f8e560c-013d-47ad-8fa0-2a397ab3258e
2018,ARI,OT,NA,NA,DEV,Rick Leonard,Rick,Leonard,1996-11-22,6-7,311,Florida State,Middletown (MD),00-0034379,3122927,31097,12987,44802,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEO697601.png,19945,5312,NA,a54039fe-c6f8-4a25-82e8-80ce45db9a67
2018,ARI,OT,NA,NA,DEV,Justin Evans,Justin,Evans,1995-08-19,6-5,310,South Carolina State,NA,00-0034187,3140151,31426,13124,46946,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EVA427332.png,20569,5525,NA,a8edaf07-1599-47c0-a138-1fab2a84dff9
2018,ARI,OT,NA,75,CUT,Blaine Clausell,Blaine,Clausell,1992-01-31,6-6,330,Mississippi State,NA,00-0031764,2516314,28948,10746,9860,ClauBl01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA707495.png,17738,3034,NA,8bb26f10-90f9-42ce-bca2-1f450515d9d9
2018,ARI,OT,NA,63,ACT,Rees Odhiambo,Rees,Odhiambo,1992-09-23,6-4,315,Boise State,NA,00-0032397,2573312,29331,11154,10731,OdhiRe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ODH296636.png,18022,3261,NA,c6c63d67-4913-497f-a17c-55c72cbe5b9b
2018,ARI,OT,NA,60,ACT,Joe Barksdale,Joe,Barksdale,1989-01-04,6-5,326,LSU,Cass (MI),00-0028030,14030,24879,7631,6244,BarkJo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR194643.png,13051,883,NA,d954bad7-541b-43d5-9918-ef1cead10b13
2018,ARI,P,NA,2,ACT,Andy Lee,Andy,Lee,1982-08-11,6-1,185,Pittsburgh,West Oak (SC),00-0022824,5713,6947,4044,1906,LeexAn20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEE008195.png,3100,112,NA,edaad8e3-62cd-4715-b225-0010ee9825a0
2018,ARI,QB,NA,9,CUT,Sam Bradford,Sam,Bradford,1987-11-08,6-4,224,Oklahoma,Putnam City North (OK),00-0027854,13197,23976,6452,5526,BradSa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA101548.png,11527,621,NA,cc3640b0-7560-431f-84ab-599e9dc8cac6
