season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,update_dt,headshot_url
2017,ARI,DB,NA,48,CUT,De'Chavon Hayes,De'Chavon,Hayes,07/18/1992,5-11,192,Arizona State,NA,00-0033603,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY101699.png
2017,ARI,DB,NA,47,CUT,Ironhead Gallon,Ironhead,Gallon,01/18/1994,5-10,202,Georgia Southern,NA,00-0033602,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAL652312.png
2017,ARI,DB,NA,NA,DEV,K.J. Dillon,K.J.,Dillon,05/11/1993,6-1,205,West Virginia,NA,00-0032421,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIL281141.png
2017,ARI,DE,NA,NA,DEV,Peli Anau,Peli,Anau,10/26/1993,6-3,250,Northern Arizona,NA,00-0034012,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ANA638910.png
2017,ARI,DE,NA,72,ACT,Olsen Pierre,Olsen,Pierre,08/27/1991,6-4,293,Miami (Fla.),NA,00-0031914,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIE579519.png
2017,ARI,DE,NA,NA,DEV,Vontarrius Dora,Vontarrius,Dora,09/07/1992,6-4,256,Louisiana Tech,NA,00-0032484,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOR024911.png
2017,ARI,DE,NA,92,ACT,Frostee Rucker,Frostee,Rucker,09/14/1983,6-3,280,USC,NA,00-0024306,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUC531571.png
2017,ARI,DE,NA,95,ACT,Rodney Gunter,Rodney,Gunter,01/19/1992,6-5,305,Delaware State,Haines City (FL),00-0032131,2507719,e4a401ce-3740-4e6b-8dcf-f2b41a3beeb9,28504,10455,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GUN730129.png
2017,ARI,DE,NA,NA,DEV,Earl Okine,Earl,Okine,01/04/1990,6-6,290,Florida,NA,00-0030241,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OKI444955.png
2017,ARI,DE,NA,97,ACT,Josh Mauro,Josh,Mauro,02/17/1991,6-6,282,Stanford,L.D. Bell (TX),00-0030883,17017,6399b33c-6d3d-4fc5-b142-1a5deb33ef76,27815,9412,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAU640520.png
2017,ARI,DT,NA,62,CUT,David Moala,David,Moala,12/30/1992,6-1,311,Utah State,NA,00-0032526,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOA347918.png
2017,ARI,DT,NA,90,ACT,Robert Nkemdiche,Robert,Nkemdiche,09/19/1994,6-4,296,Mississippi,NA,00-0032761,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NKE415291.png
2017,ARI,DT,NA,65,DEV,Pasoni Tasini,Pasoni,Tasini,05/31/1993,6-3,307,Utah,NA,00-0033614,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAS338575.png
2017,ARI,FS,NA,34,ACT,Harlan Miller,Harlan,Miller,06/20/1994,6-0,182,Southeastern Louisiana,NA,00-0032798,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL281637.png
2017,ARI,FS,NA,32,ACT,Tyrann Mathieu,Tyrann,Mathieu,05/13/1992,5-9,186,LSU,St. Augustine (LA),00-0030459,15851,8c8b7d6e-6ed8-4a10-8ae9-b50300bd766b,26692,8593,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT195206.png
2017,ARI,ILB,NA,43,ACT,Haason Reddick,Haason,Reddick,09/22/1994,6-1,235,Temple,Haddon Heights (NJ),00-0033875,2980504,ee399a97-6868-4db1-9381-09073914c2d6,30126,11937,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RED324095.png
2017,ARI,ILB,NA,58,ACT,Scooby Wright,Scooby,Wright,08/29/1994,6-0,240,Arizona,NA,00-0032979,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRI591471.png
2017,ARI,ILB,NA,56,ACT,Karlos Dansby,Karlos,Dansby,11/03/1981,6-4,250,Auburn,NA,00-0022927,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAN762622.png
2017,ARI,ILB,NA,96,ACT,Kareem Martin,Kareem,Martin,02/19/1992,6-6,272,North Carolina,Roanoke Rapids (NC),00-0031050,16764,69c1e87f-7ffc-487d-8724-09f4fba12b59,27612,9410,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR665531.png
2017,ARI,K,NA,4,ACT,Phil Dawson,Phil,Dawson,01/23/1975,5-11,200,Texas,NA,00-0004091,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAW705989.png
2017,ARI,LB,NA,49,CUT,Terence Waugh,Terence,Waugh,NA,6-1,236,Kent State,NA,00-0034020,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAU248951.png
2017,ARI,LB,NA,57,ACT,Josh Bynes,Josh,Bynes,08/24/1989,6-1,235,Auburn,Anderson (FL),00-0028278,14519,87745a22-9ce8-4a5a-8935-dcc102ce4b18,25358,7740,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BYN301611.png
2017,ARI,LB,NA,52,CUT,Zaviar Gooden,Zaviar,Gooden,08/31/1990,6-1,231,Missouri,NA,00-0030502,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOO270260.png
2017,ARI,LB,NA,54,CUT,Alex Bazzie,Alex,Bazzie,08/05/1990,6-2,240,Marshall,NA,00-0033188,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAZ811707.png
2017,ARI,LB,NA,57,CUT,Philip Wheeler,Philip,Wheeler,12/12/1984,6-2,245,Georgia Tech,NA,00-0026233,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHE450744.png
2017,ARI,LB,NA,59,CUT,Alani Fua,Alani,Fua,01/01/1992,6-5,234,Brigham Young,NA,00-0031702,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FUA016162.png
2017,ARI,LB,NA,93,CUT,Jarvis Jones,Jarvis,Jones,10/13/1989,6-3,248,Georgia,NA,00-0030499,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON448832.png
2017,ARI,LB,NA,44,CUT,Ryan Langford,Ryan,Langford,06/10/1993,6-4,235,New Mexico,NA,00-0032924,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAN555899.png
2017,ARI,LB,NA,NA,CUT,Kevin Snyder,Kevin,Snyder,07/25/1992,6-2,245,Rutgers,NA,00-0031661,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SNY378898.png
2017,ARI,LB,NA,54,ACT,Bryson Albright,Bryson,Albright,03/15/1994,6-5,245,Miami (Ohio),NA,00-0032491,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALB614403.png
2017,ARI,LB,NA,49,ACT,Edmond Robinson,Edmond,Robinson,02/23/1992,6-3,245,Newberry,St. John's (SC),00-0031624,3137087,530f22b9-0f36-4ad1-9ead-ea44292b83a8,28620,10497,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB413992.png
2017,ARI,LB,NA,50,ACT,Gabe Martin,Gabe,Martin,06/05/1992,6-2,236,Bowling Green State,NA,00-0031707,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR601640.png
2017,ARI,LS,NA,46,ACT,Aaron Brewer,Aaron,Brewer,07/05/1990,6-5,232,San Diego State,Troy (CA),00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRE611741.png
2017,ARI,LS,NA,49,CUT,Justin Drescher,Justin,Drescher,01/01/1988,6-1,235,Colorado,NA,00-0027197,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DRE263361.png
2017,ARI,NT,NA,98,ACT,Corey Peters,Corey,Peters,06/08/1988,6-3,305,Kentucky,Central (KY),00-0027686,13292,a50e3085-370b-4fd2-b79a-28d3b9c5c1c7,24058,6682,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET099667.png
2017,ARI,NT,NA,94,ACT,Xavier Williams,Xavier,Williams,01/18/1992,6-2,309,Northern Iowa,Grandview (MO),00-0031713,2508191,8363a880-0f4d-44be-bad7-2815c7c3ea00,28815,10675,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL577675.png
2017,ARI,OG,NA,70,ACT,Evan Boehm,Evan,Boehm,08/19/1993,6-3,310,Missouri,Lee's Summit West (MO),00-0032777,2971418,5dd5a4bf-08f1-46e1-bf31-eab422cef869,29362,10911,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOE217532.png
2017,ARI,OG,NA,75,ACT,Alex Boone,Alex,Boone,05/04/1987,6-8,310,Ohio State,NA,00-0026762,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOO259235.png
2017,ARI,OG,NA,71,ACT,Earl Watford,Earl,Watford,06/24/1990,6-3,300,James Madison,NA,00-0030504,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT147534.png
2017,ARI,OG,NA,76,RES,Mike Iupati,Mike,Iupati,05/12/1987,6-5,331,Idaho,Western (CA),00-0027869,13246,46664226-53c3-4ef9-9aeb-f708e3e8269f,23992,6553,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IUP059326.png
2017,ARI,OLB,NA,20,ACT,Deone Bucannon,Deone,Bucannon,08/30/1992,6-1,211,Washington State,Vanden (CA),00-0031366,16723,a1902bda-47bc-4436-9165-2d79620e4030,27555,9271,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUC019775.png
2017,ARI,OLB,NA,44,RES,Markus Golden,Markus,Golden,03/13/1991,6-3,260,Missouri,Afton (MO),00-0032127,2971432,78eb0872-fff0-4fc2-94ee-6a5c518ecaa5,28446,10329,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOL067489.png
2017,ARI,OLB,NA,55,ACT,Chandler Jones,Chandler,Jones,02/27/1990,6-5,265,Syracuse,Union-Endicott (NY),00-0029585,14927,5197def5-f444-4561-ad28-7aac10dc748e,25731,8140,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON157557.png
2017,ARI,OT,NA,69,ACT,Will Holden,Will,Holden,09/14/1993,6-7,312,Vanderbilt,Clay (FL),00-0033788,2972351,8255ee3e-cd6d-445a-8f45-7ac60fa3e794,30270,11797,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL050358.png
2017,ARI,OT,NA,60,CUT,Jonathan McLaughlin,Jonathan,McLaughlin,10/27/1993,6-5,313,Virginia Tech,NA,00-0033609,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCL128073.png
2017,ARI,OT,NA,68,RES,Jared Veldheer,Jared,Veldheer,06/14/1987,6-8,321,Hillsdale,NA,00-0027674,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VEL116302.png
2017,ARI,OT,NA,73,ACT,John Wetzel,John,Wetzel,07/18/1991,6-7,328,Boston College,Brashear (PA),00-0029762,16247,543a98a6-42fb-4fbc-9899-f0ee59b1a114,27072,10073,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WET576319.png
2017,ARI,OT,NA,78,ACT,Vinston Painter,Vinston,Painter,10/11/1989,6-4,318,Virginia Tech,NA,00-0030096,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAI712400.png
2017,ARI,OT,NA,64,ACT,Khalif Barnes,Khalif,Barnes,04/21/1982,6-6,320,Washington,NA,00-0023487,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR321657.png
2017,ARI,OT,NA,74,RES,D.J. Humphries,D.J.,Humphries,12/28/1993,6-5,307,Florida,Mallard Creek (NC),00-0032222,2971048,90d9c6b2-3970-45e1-a558-b68a977a8995,28412,10259,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUM728022.png
2017,ARI,P,NA,2,ACT,Andy Lee,Andy,Lee,08/11/1982,6-1,185,Pittsburgh,West Oak (SC),00-0022824,5713,edaad8e3-62cd-4715-b225-0010ee9825a0,6947,4044,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEE008195.png
2017,ARI,P,NA,6,CUT,Matt Wile,Matt,Wile,06/20/1992,6-2,215,Michigan,NA,00-0031876,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL048868.png
2017,ARI,P,NA,9,CUT,Richie Leone,Richie,Leone,03/10/1992,6-3,211,Houston,NA,00-0030696,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEO700587.png
2017,ARI,QB,NA,7,ACT,Blaine Gabbert,Blaine,Gabbert,10/15/1989,6-4,235,Missouri,Parkway West (MO),00-0027948,13987,de816e24-8442-49a4-99cd-dde7e7c05863,24797,7248,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAB221145.png
2017,ARI,QB,NA,9,ACT,Matt Barkley,Matt,Barkley,09/08/1990,6-2,227,USC,Mater Dei (CA),00-0030533,15948,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,26721,8004,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR192558.png
2017,ARI,QB,NA,3,RES,Carson Palmer,Carson,Palmer,12/27/1979,6-5,235,USC,NA,00-0021429,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAL249055.png
2017,ARI,QB,NA,NA,CUT,Mike Bercovici,Mike,Bercovici,02/09/1993,6-0,204,Arizona State,NA,00-0032901,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER033977.png
2017,ARI,QB,NA,5,ACT,Drew Stanton,Drew,Stanton,05/07/1984,6-3,243,Michigan State,NA,00-0025430,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STA482517.png
2017,ARI,RB,NA,22,RES,T.J. Logan,T.J.,Logan,09/03/1994,5-10,196,North Carolina,Northern Guilford (NC),00-0033789,3039723,987fb8b2-98ba-4a01-bd84-d962dcdcd053,30292,11764,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LOG765234.png
2017,ARI,RB,NA,35,ACT,Elijhaa Penny,Elijhaa,Penny,08/17/1993,6-1,234,Idaho,Norwalk (CA),00-0032813,2575965,6c6a6099-0169-4c9a-b024-0d8f4a795f38,29906,11297,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PEN486378.png
2017,ARI,RB,NA,48,ACT,Bronson Hill,Bronson,Hill,01/02/1993,5-10,215,Eastern Michigan,NA,00-0032298,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIL102508.png
2017,ARI,RB,NA,37,ACT,D.J. Foster,D.J.,Foster,11/22/1993,6-0,195,Arizona State,Saguaro (AZ),00-0032577,2978124,39d12962-65a4-4107-8924-56f48fce31ef,29872,11004,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOS199981.png
2017,ARI,RB,NA,45,CUT,James Summers,James,Summers,06/12/1994,6-3,210,East Carolina,NA,00-0033613,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SUM505128.png
2017,ARI,RB,NA,NA,DEV,Darius Victor,Darius,Victor,03/18/1994,5-8,209,Towson,NA,00-0034007,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VIC742503.png
2017,ARI,RB,NA,23,RES,Adrian Peterson,Adrian,Peterson,03/21/1985,6-1,220,Oklahoma,Palestine (TX),00-0025394,10452,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,8261,5215,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET260705.png
2017,ARI,RB,NA,33,ACT,Kerwynn Williams,Kerwynn,Williams,06/09/1991,5-8,198,Utah State,NA,00-0030117,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL407286.png
2017,ARI,RB,NA,23,CUT,Chris Johnson,Chris,Johnson,09/23/1985,5-11,203,East Carolina,NA,00-0026164,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH127799.png
2017,ARI,RB,NA,31,RES,David Johnson,David,Johnson,12/16/1991,6-1,224,Northern Iowa,Clinton (IA),00-0032187,2508176,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,28474,10148,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH174477.png
2017,ARI,SAF,NA,36,ACT,Budda Baker,Budda,Baker,01/10/1996,5-10,195,Washington,Bellevue (WA),00-0033890,3127287,5ce20f3e-0f02-4f53-a2ef-5b076361f2b1,30149,11986,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAK070449.png
2017,ARI,SS,NA,27,RES,Tyvon Branch,Tyvon,Branch,12/11/1986,6-0,210,Connecticut,NA,00-0026240,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA530779.png
2017,ARI,SS,NA,41,RES,Antoine Bethea,Antoine,Bethea,07/27/1984,5-11,206,Howard,NA,00-0024421,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BET074391.png
2017,ARI,TE,NA,80,RES,Ifeanyi Momah,Ifeanyi,Momah,10/23/1989,6-7,255,Boston College,NA,00-0029740,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOM027685.png
2017,ARI,TE,NA,87,ACT,Troy Niklas,Troy,Niklas,09/18/1992,6-6,270,Notre Dame,NA,00-0031044,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NIK372127.png
2017,ARI,TE,NA,82,CUT,Gerald Christian,Gerald,Christian,08/26/1991,6-3,250,Louisville,NA,00-0032190,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHR356457.png
2017,ARI,TE,NA,85,ACT,Gabe Holmes,Gabe,Holmes,03/29/1991,6-4,255,Purdue,NA,00-0031884,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL550382.png
2017,ARI,TE,NA,81,CUT,Jim Dray,Jim,Dray,12/31/1986,6-5,255,Stanford,NA,00-0027825,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DRA632509.png
2017,ARI,TE,NA,86,ACT,Ricky Seals-Jones,Ricky,Seals-Jones,03/15/1995,6-5,243,Texas A&M,Sealy (TX),00-0033611,3051806,52735659-a294-4f64-a7f4-3591450834e5,30494,11876,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SEA449742.png
2017,ARI,TE,NA,84,ACT,Jermaine Gresham,Jermaine,Gresham,06/16/1988,6-5,260,Oklahoma,NA,00-0027873,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE819895.png
2017,ARI,TE,NA,NA,NWT,Anthony Denham,Anthony,Denham,07/21/1991,6-4,235,Utah,NA,00-0031140,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DEN050390.png
2017,ARI,WR,NA,13,ACT,Jaron Brown,Jaron,Brown,01/08/1990,6-2,205,Clemson,NA,00-0030300,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO486303.png
2017,ARI,WR,NA,12,ACT,John Brown,John,Brown,04/03/1990,5-11,179,Pittsburg State,Homestead (FL),00-0031051,16804,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,27619,9684,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO494712.png
2017,ARI,WR,NA,83,CUT,Aaron Dobson,Aaron,Dobson,07/23/1991,6-3,205,Marshall,NA,00-0030540,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOB744752.png
2017,ARI,WR,NA,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,08/31/1983,6-3,218,Pittsburgh,Holy Angels (MN),00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png
2017,ARI,WR,NA,10,RES,Brittan Golden,Brittan,Golden,07/20/1988,5-11,186,West Texas A&M,NA,00-0029336,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOL049597.png
2017,ARI,WR,NA,81,CUT,Chris Hubert,Chris,Hubert,05/08/1993,5-9,170,Fayetteville State,NA,00-0032815,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUB710521.png
2017,ARI,WR,NA,17,CUT,Larry Clark,Larry,Clark,05/08/1993,6-3,208,Colorado State-Pueblo,NA,00-0033823,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA429361.png
2017,ARI,WR,NA,14,ACT,J.J. Nelson,J.J.,Nelson,04/24/1992,5-10,160,Alabama-Birmingham,NA,00-0032112,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEL488051.png
2017,ARI,WR,NA,15,CUT,Jeremy Ross,Jeremy,Ross,03/16/1988,6-0,215,California,NA,00-0028249,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS612742.png
2017,ARI,WR,NA,NA,DEV,Rashad Ross,Rashad,Ross,02/02/1990,6-0,180,Arizona State,NA,00-0030187,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS672152.png
2017,ARI,WR,NA,NA,DEV,Alonzo Russell,Alonzo,Russell,09/29/1992,6-4,210,Toledo,NA,00-0032550,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUS329543.png
2017,ARI,WR,NA,19,NWT,Carlton Agudosi,Carlton,Agudosi,02/01/1994,6-6,220,Rutgers,NA,00-0033599,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AGU200894.png
2017,ARI,WR,NA,16,ACT,Chad Williams,Chad,Williams,10/19/1994,6-1,204,Grambling State,NA,00-0033933,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL179904.png
2017,ATL,C,NA,NA,DEV,Lucas Crowley,Lucas,Crowley,09/07/1994,6-3,269,North Carolina,NA,00-0033601,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CRO780440.png
