team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp
ARI,DB,NA,37,ACT,Brian Dixon,Brian,Dixon,1990-04-26,6-0,195,Northwest Missouri State,NA,00-0030802,NA,NA,NA,NA,9146,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIX101461.png,NA,NA,NA
ARI,DB,NA,37,CUT,Tyrequek Zimmerman,Tyrequek,Zimmerman,1992-09-29,6-0,213,Oregon State,NA,00-0032279,NA,NA,NA,NA,10296,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZIM587472.png,NA,NA,NA
ARI,DB,NA,35,CUT,Cariel Brooks,Cariel,Brooks,1991-04-24,5-10,200,Adams State,NA,00-0031700,NA,NA,NA,NA,9796,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO119059.png,NA,NA,NA
ARI,DB,NA,39,CUT,Shaun Prater,Shaun,Prater,1989-10-27,5-10,190,Iowa,NA,00-0029214,NA,NA,NA,NA,7149,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PRA149241.png,NA,NA,NA
ARI,DB,NA,29,CUT,Chris Clemons,Chris,Clemons,1985-09-15,6-1,215,Clemson,NA,00-0027115,NA,NA,NA,NA,5089,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLE388197.png,NA,NA,NA
ARI,DB,NA,24,CUT,Alan Ball,Alan,Ball,1985-03-29,6-2,195,Illinois,NA,00-0025624,NA,NA,NA,NA,3853,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAL451070.png,NA,NA,NA
ARI,DE,NA,92,ACT,Frostee Rucker,Frostee,Rucker,1983-09-14,6-3,280,USC,Tustin (CA),00-0024306,9677,36648f14-5fe5-40f3-ade1-ef53c8f93bdf,7840,5030,3036,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUC531571.png,1214,42,NA
ARI,DE,NA,97,ACT,Josh Mauro,Josh,Mauro,1991-02-17,6-6,282,Stanford,L.D. Bell (TX),00-0030883,17017,6399b33c-6d3d-4fc5-b142-1a5deb33ef76,27815,9412,9003,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAU640520.png,16153,1920,NA
ARI,DE,NA,91,ACT,Ed Stinson,Ed,Stinson,1990-02-15,6-4,287,Alabama,NA,00-0031265,NA,NA,NA,NA,8795,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STI638331.png,NA,NA,NA
ARI,DE,NA,95,ACT,Rodney Gunter,Rodney,Gunter,1992-01-19,6-5,305,Delaware State,Haines City (FL),00-0032131,2507719,e4a401ce-3740-4e6b-8dcf-f2b41a3beeb9,28504,10455,9549,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GUN730129.png,16877,2421,NA
ARI,DE,NA,93,ACT,Calais Campbell,Calais,Campbell,1986-09-01,6-8,300,Miami (Fla.),Denver South (CO),00-0026190,11284,0333b8f0-3aab-45aa-a684-6d402a309413,8827,5587,4364,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM208843.png,3341,125,NA
ARI,DT,NA,72,ACT,Olsen Pierre,Olsen,Pierre,1991-08-27,6-5,293,Miami (Fla.),NA,00-0031914,2579622,0c042513-aba2-461c-ae16-db4bf83833fa,28694,10615,10010,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIE579519.png,17529,3000,NA
ARI,DT,NA,63,ACT,Givens Price,Givens,Price,1994-10-03,6-4,310,Nebraska,NA,00-0032503,2576355,a4bf7889-f726-4bb7-a390-c962d6cc04bf,29583,11298,10958,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PRI192067.png,18397,3610,NA
ARI,DT,NA,90,ACT,Robert Nkemdiche,Robert,Nkemdiche,1994-09-19,6-3,296,Mississippi,Grayson (GA),00-0032761,3051886,60cc4395-be8e-441f-b6b2-7e74e15f2593,29263,11148,10663,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NKE415291.png,17941,3180,NA
ARI,DT,NA,71,CUT,Red Bryant,Red,Bryant,1984-04-18,6-4,323,Texas A&M,NA,00-0026261,NA,NA,NA,NA,4435,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRY512697.png,NA,NA,NA
ARI,FS,NA,34,ACT,Harlan Miller,Harlan,Miller,1994-06-20,6-0,182,Southeastern Louisiana,NA,00-0032798,2974631,a0b23166-6964-4d52-a7b4-9705b61a7e56,29439,11136,10839,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL281637.png,18122,3361,NA
ARI,FS,NA,32,RES,Tyrann Mathieu,Tyrann,Mathieu,1992-05-13,5-9,186,LSU,St. Augustine (LA),00-0030459,15851,8c8b7d6e-6ed8-4a10-8ae9-b50300bd766b,26692,8593,7850,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT195206.png,15226,1576,NA
ARI,FS,NA,36,ACT,D.J. Swearinger,D.J.,Swearinger,1991-09-01,5-10,205,South Carolina,Greenwood (SC),00-0030566,15865,5486420b-b40c-4e7c-ab47-9d70b1673c3b,26680,8690,7838,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SWE023150.png,14989,1429,NA
ARI,FS,NA,37,CUT,Durell Eskridge,Durell,Eskridge,1991-12-17,6-3,207,Syracuse,NA,00-0031860,NA,NA,NA,NA,9956,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ESK558735.png,NA,NA,NA
ARI,G,NA,69,RES,Evan Mathis,Evan,Mathis,1981-11-01,6-5,301,Alabama,NA,00-0023514,NA,NA,NA,NA,2296,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT196757.png,NA,NA,NA
ARI,G,NA,76,ACT,Mike Iupati,Mike,Iupati,1987-05-12,6-5,331,Idaho,Western (CA),00-0027869,13246,46664226-53c3-4ef9-9aeb-f708e3e8269f,23992,6553,5542,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IUP059326.png,11585,635,NA
ARI,G,NA,NA,DEV,Kaleb Johnson,Kaleb,Johnson,1993-02-22,6-4,300,Rutgers,Edward H. White (FL),00-0031766,2582406,284a3a87-2d1c-4e14-84a5-07d5c817a69c,28951,10714,9862,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH398785.png,17458,2967,NA
ARI,G,NA,60,CUT,Antoine McClain,Antoine,McClain,1989-12-06,6-5,336,Clemson,NA,00-0029379,NA,NA,NA,NA,7508,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC305576.png,NA,NA,NA
ARI,ILB,NA,58,ACT,Scooby Wright,Scooby,Wright,1994-08-29,6-0,240,Arizona,NA,00-0032979,3056472,345a3f59-1eec-484b-93d0-6330bdb358e1,29484,10940,10884,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRI591471.png,18166,3405,NA
ARI,K,NA,7,ACT,Chandler Catanzaro,Chandler,Catanzaro,1991-02-26,6-3,200,Clemson,Christ Church Episcopal (SC),00-0030896,16976,0d1171d4-c955-4966-9257-640b569866d1,28103,9845,9140,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAT093927.png,16644,2242,NA
ARI,LB,NA,58,CUT,Tristan Okpalaugo,Tristan,Okpalaugo,1989-10-10,6-5,258,Fresno State,NA,00-0029979,NA,NA,NA,NA,8169,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OKP059326.png,NA,NA,NA
ARI,LB,NA,54,CUT,Joplo Bartu,Joplo,Bartu,1989-10-03,6-2,251,Texas State,NA,00-0029770,NA,NA,NA,NA,8455,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR806381.png,NA,NA,NA
ARI,LB,NA,52,ACT,Zaviar Gooden,Zaviar,Gooden,1990-08-31,6-1,231,Missouri,NA,00-0030502,NA,NA,NA,NA,7879,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOO270260.png,NA,NA,NA
ARI,LB,NA,NA,DEV,Cap Capi,Cap,Capi,1992-07-11,6-3,249,Akron,NA,00-0031982,2514374,d5e5340b-98be-4738-867d-791f36bf8e5e,29029,10745,10048,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAP202201.png,17204,2736,NA
ARI,LB,NA,50,RES,Gabe Martin,Gabe,Martin,1992-06-05,6-2,236,Bowling Green State,NA,00-0031707,2515838,7595ead0-d80a-4dc5-bbd4-b2577d566608,28809,10614,9803,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR601640.png,17311,2843,NA
ARI,LB,NA,96,ACT,Kareem Martin,Kareem,Martin,1992-02-19,6-6,272,North Carolina,Roanoke Rapids (NC),00-0031050,16764,69c1e87f-7ffc-487d-8724-09f4fba12b59,27612,9410,8719,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR665531.png,16647,2244,NA
ARI,LB,NA,49,CUT,Zack Wagenmann,Zack,Wagenmann,1992-08-08,6-3,250,Montana,NA,00-0031712,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAG045827.png,NA,NA,NA
ARI,LS,NA,46,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,6-5,230,San Diego State,Troy (CA),00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRE611741.png,14042,1122,NA
ARI,LS,NA,86,CUT,Kameron Canaday,Kameron,Canaday,1992-08-20,6-4,245,Portland State,Sheldon (OR),00-0032486,2967885,5d6266d9-b034-439d-9234-91c6c9696f8d,29566,11287,10949,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAN058143.png,18388,3603,NA
ARI,LS,NA,48,CUT,Danny Dillon,Danny,Dillon,1993-05-03,6-3,225,Campbell,NA,00-0032494,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIL256470.png,NA,NA,NA
ARI,MLB,NA,51,ACT,Kevin Minter,Kevin,Minter,1990-12-03,6-0,246,LSU,Peachtree Ridge (GA),00-0030382,15856,186014e2-3430-4510-867f-a7013daf0bb8,26668,8694,7826,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIN670026.png,15227,1577,NA
ARI,NT,NA,98,ACT,Corey Peters,Corey,Peters,1988-06-08,6-3,305,Kentucky,Central (KY),00-0027686,13292,a50e3085-370b-4fd2-b79a-28d3b9c5c1c7,24058,6682,5607,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PET099667.png,11437,608,NA
ARI,NT,NA,94,ACT,Xavier Williams,Xavier,Williams,1992-01-18,6-2,309,Northern Iowa,Grandview (MO),00-0031713,2508191,8363a880-0f4d-44be-bad7-2815c7c3ea00,28815,10675,9809,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL577675.png,17136,2668,NA
ARI,OG,NA,70,ACT,Evan Boehm,Evan,Boehm,1993-08-19,6-2,310,Missouri,Lee's Summit West (MO),00-0032777,2971418,5dd5a4bf-08f1-46e1-bf31-eab422cef869,29362,10911,10762,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOE217532.png,18049,3288,NA
ARI,OG,NA,61,ACT,Cole Toner,Cole,Toner,1994-03-13,6-5,300,Harvard,Roncalli (IN),00-0032787,2969262,3e061410-a4e0-4e16-8043-2f63842410a6,29404,10961,10804,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TON357148.png,18087,3326,NA
ARI,OG,NA,78,ACT,Earl Watford,Earl,Watford,1990-06-24,6-3,300,James Madison,Simon Gratz (PA),00-0030504,15901,f6244333-6b6a-4e61-bc2c-cb6ffc2f318a,26739,9092,7898,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT147534.png,15231,1580,NA
ARI,OL,NA,64,CUT,Jake Bernstein,Jake,Bernstein,1993-06-18,6-3,308,Vanderbilt,NA,00-0032811,NA,NA,NA,NA,11175,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER373025.png,NA,NA,NA
ARI,OLB,NA,NA,DEV,Reshard Cliett,Reshard,Cliett,1992-04-29,6-2,222,South Florida,NA,00-0031616,2514799,f824eed3-af52-4794-92da-f32974831c98,28599,10487,9644,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLI024906.png,16971,2512,NA
ARI,OLB,NA,54,ACT,Sio Moore,Sio,Moore,1990-05-02,6-1,245,Connecticut,NA,00-0030529,NA,NA,NA,NA,7847,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO679741.png,NA,NA,NA
ARI,OLB,NA,55,ACT,Chandler Jones,Chandler,Jones,1990-02-27,6-5,265,Syracuse,Union-Endicott (NY),00-0029585,14927,5197def5-f444-4561-ad28-7aac10dc748e,25731,8140,7027,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON157557.png,13749,1038,NA
ARI,OLB,NA,57,ACT,Alex Okafor,Alex,Okafor,1991-02-08,6-4,261,Texas,Pflugerville (TX),00-0030503,15976,b200f413-296d-49f3-9ef2-f60e21c2f5fd,26726,8656,7885,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OKA207645.png,15228,1578,NA
ARI,OLB,NA,44,ACT,Markus Golden,Markus,Golden,1991-03-13,6-3,260,Missouri,Afton (MO),00-0032127,2971432,78eb0872-fff0-4fc2-94ee-6a5c518ecaa5,28446,10329,9491,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOL067489.png,16819,2363,NA
ARI,OLB,NA,20,RES,Deone Bucannon,Deone,Bucannon,1992-08-30,6-1,211,Washington State,Vanden (CA),00-0031366,16723,a1902bda-47bc-4436-9165-2d79620e4030,27555,9271,8662,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUC019775.png,16642,2240,NA
ARI,OLB,NA,59,RES,Alani Fua,Alani,Fua,1992-01-01,6-5,234,Brigham Young,NA,00-0031702,NA,NA,NA,NA,9798,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FUA016162.png,NA,NA,NA
ARI,OT,NA,73,ACT,John Wetzel,John,Wetzel,1991-07-18,6-7,328,Boston College,Brashear (PA),00-0029762,16247,543a98a6-42fb-4fbc-9899-f0ee59b1a114,27072,10073,8088,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WET576319.png,15063,1469,NA
ARI,OT,NA,74,ACT,D.J. Humphries,D.J.,Humphries,1993-12-28,6-5,307,Florida,Mallard Creek (NC),00-0032222,2971048,90d9c6b2-3970-45e1-a558-b68a977a8995,28412,10259,9457,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUM728022.png,16785,2329,NA
ARI,OT,NA,75,RES,Ulrick John,Ulrick,John,1992-05-20,6-5,307,Georgia State,Bradwell Institute (GA),00-0031028,16894,433a368a-b67c-4c84-ac59-5addd32bb36a,27760,9783,8866,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ULR450541.png,16225,1964,NA
ARI,OT,NA,NA,DEV,Aaron Epps,Aaron,Epps,1992-11-16,6-6,305,Louisville,NA,00-0032948,NA,NA,NA,NA,11363,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EPP246743.png,NA,NA,NA
ARI,P,NA,9,CUT,Ryan Quigley,Ryan,Quigley,1990-01-26,6-3,188,Boston College,North Myrtle Beach (SC),00-0029493,15616,b4e5d1c1-5915-4326-b737-d6c796da0d75,26468,8389,7573,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/QUI231988.png,14192,1151,NA
ARI,P,NA,6,ACT,Matt Wile,Matt,Wile,1992-06-20,6-2,215,Michigan,Francis W. Parker (CA),00-0031876,2576240,4278baf5-f774-4031-ab0f-12a9c7e43c45,28738,10532,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL048868.png,17550,3008,NA
ARI,P,NA,2,CUT,Drew Butler,Drew,Butler,1989-05-10,6-1,217,Georgia,NA,00-0028952,NA,NA,NA,NA,7302,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUT108996.png,NA,NA,NA
ARI,P,NA,1,CUT,Garrett Swanson,Garrett,Swanson,1994-06-24,6-0,230,Fresno State,NA,00-0032505,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SWA446931.png,NA,NA,NA
ARI,QB,NA,4,ACT,Zac Dysert,Zac,Dysert,1990-02-08,6-3,221,Miami (Ohio),NA,00-0030394,NA,NA,NA,NA,8017,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DYS164481.png,NA,NA,NA
ARI,QB,NA,5,ACT,Drew Stanton,Drew,Stanton,1984-05-07,6-3,243,Michigan State,Harrison (MI),00-0025430,10487,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,8297,5251,3659,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STA482517.png,4737,181,NA
ARI,QB,NA,3,ACT,Carson Palmer,Carson,Palmer,1979-12-27,6-5,235,USC,Santa Margarita (CA),00-0021429,4459,57ad34b3-f60d-4b2d-9e01-3cb5a9451c37,6337,3014,1317,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAL249055.png,2428,91,NA
ARI,QB,NA,6,CUT,Jake Coker,Jake,Coker,1992-09-22,6-5,232,Alabama,NA,00-0032490,NA,NA,NA,NA,10951,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COK428791.png,NA,NA,NA
ARI,RB,NA,30,ACT,Stepfan Taylor,Stepfan,Taylor,1991-06-09,5-9,216,Stanford,NA,00-0030282,NA,NA,NA,NA,7922,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAY700784.png,NA,NA,NA
ARI,RB,NA,35,DEV,Elijhaa Penny,Elijhaa,Penny,1993-08-17,6-2,234,Idaho,Norwalk (CA),00-0032813,2575965,6c6a6099-0169-4c9a-b024-0d8f4a795f38,29906,11297,11300,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PEN486378.png,18617,3803,NA
ARI,RB,NA,33,ACT,Kerwynn Williams,Kerwynn,Williams,1991-06-09,5-8,198,Utah State,Valley (NV),00-0030117,16024,051ac116-6d32-4e77-91da-e0ce27d202da,26853,8766,8013,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL407286.png,15010,1441,NA
ARI,RB,NA,23,RES,Chris Johnson,Chris,Johnson,1985-09-23,5-11,203,East Carolina,Olympia (FL),00-0026164,11258,e5e0c7f9-c4e3-4de4-8052-d9c083393a99,8801,5627,4338,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH127799.png,6828,272,NA
ARI,RB,NA,31,ACT,David Johnson,David,Johnson,1991-12-16,6-1,224,Northern Iowa,Clinton (IA),00-0032187,2508176,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,28474,10148,9519,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH174477.png,16847,2391,NA
ARI,RB,NA,38,ACT,Andre Ellington,Andre,Ellington,1989-02-03,5-9,199,Clemson,Berkeley (SC),00-0030287,15893,1ce7bca8-68f0-47ba-9484-5baf57dd75e8,26810,8757,7968,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL164917.png,15224,1575,NA
ARI,SS,NA,22,RES,Tony Jefferson,Tony,Jefferson,1992-01-27,5-11,212,Oklahoma,Eastlake (CA),00-0030294,16195,7690ab6a-2ae0-4449-abd5-74ec54403f2e,27081,8688,8361,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JEF423538.png,15516,1686,NA
ARI,T,NA,68,RES,Jared Veldheer,Jared,Veldheer,1987-06-14,6-8,321,Hillsdale,Forest Hills (MI),00-0027674,13302,52366445-a41d-4b7c-bd42-1ea4cb940695,24044,6545,5594,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VEL116302.png,11241,569,NA
ARI,TE,NA,NA,DEV,Brian Leonhardt,Brian,Leonhardt,1990-04-02,6-5,255,Bemidji State,NA,00-0029755,NA,NA,NA,NA,8083,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEO713846.png,NA,NA,NA
ARI,TE,NA,89,ACT,Hakeem Valles,Hakeem,Valles,1992-11-23,6-5,260,Monmouth (N.J.),NA,00-0032508,2567213,32d18129-6c6c-4401-9695-8661ab84b288,29587,11300,10960,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAL644701.png,18399,3612,NA
ARI,TE,NA,80,RES,Ifeanyi Momah,Ifeanyi,Momah,1989-10-23,6-7,255,Boston College,NA,00-0029740,NA,NA,NA,NA,8557,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOM027685.png,NA,NA,NA
ARI,TE,NA,87,RES,Troy Niklas,Troy,Niklas,1992-09-18,6-6,270,Notre Dame,Servite (CA),00-0031044,16797,2b159c76-53d6-4670-b341-392bc7d6d5f2,27580,9292,8687,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NIK372127.png,16648,2245,NA
ARI,TE,NA,84,ACT,Jermaine Gresham,Jermaine,Gresham,1988-06-16,6-5,260,Oklahoma,Ardmore (OK),00-0027873,13228,b44773b9-af17-4d6c-a453-132e20849712,23996,6455,5546,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE819895.png,11026,530,NA
ARI,TE,NA,85,ACT,Darren Fells,Darren,Fells,1986-04-22,6-7,281,California-Irvine,Fullerton (CA),00-0029738,15773,54d4e35a-2e6c-48f6-86ad-92dd596c173c,26612,9758,8549,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL484741.png,15247,1592,NA
ARI,WR,NA,NA,DEV,Chris Hubert,Chris,Hubert,1993-05-08,5-9,170,Fayetteville State,NA,00-0032815,NA,NA,NA,NA,11299,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUB710521.png,NA,NA,NA
ARI,WR,NA,NA,DEV,Marvin Hall,Marvin,Hall,1993-04-10,5-10,190,Washington,Dorsey (CA),00-0033094,2578369,1283923a-9716-4936-920a-a57f019bb2e8,30023,11517,11440,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL441748.png,18717,3895,NA
ARI,WR,NA,16,ACT,Jeremy Ross,Jeremy,Ross,1988-03-16,6-0,215,California,NA,00-0028249,NA,NA,NA,NA,6476,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS612742.png,NA,NA,NA
ARI,WR,NA,14,ACT,J.J. Nelson,J.J.,Nelson,1992-04-24,5-10,160,Alabama-Birmingham,Midfield (AL),00-0032112,2515759,617269c1-88b3-45a6-b4a8-b2806a0cdaea,28547,10244,9592,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEL488051.png,16919,2462,NA
ARI,WR,NA,18,ACT,Marquis Bundy,Marquis,Bundy,1994-08-05,6-4,215,New Mexico State,NA,00-0033087,2974198,032fda0b-de60-41fe-bb23-acef1123c7d5,30019,11649,11429,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUN337716.png,18711,3889,NA
