season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id,weeks_active_reg,weeks_active_post
2007,ARI,DT,NA,78,ACT,Alan Branch,Alan,Branch,1984-12-29,6-5,332,Michigan,NA,00-0025420,NA,NA,NA,3649,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA489251.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,FB,NA,44,CUT,A.J. Schable,A.J.,Schable,1984-05-18,6-3,281,South Dakota,NA,00-0023950,NA,NA,NA,3498,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCH016249.png,NA,NA,NA,NA,NA,NA
2007,ARI,FB,NA,45,ACT,Terrelle Smith,Terrelle,Smith,1978-03-12,6-0,250,Arizona State,NA,00-0019587,NA,NA,NA,651,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI739312.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,FB,NA,46,ACT,Tim Castille,Tim,Castille,1984-05-29,5-11,234,Alabama,NA,00-0025672,NA,NA,NA,3906,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAS758216.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,FS,NA,42,ACT,Terrence Holt,Terrence,Holt,1980-03-05,6-2,204,North Carolina State,NA,00-0021953,NA,NA,NA,1446,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL770101.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,G,NA,73,ACT,Keydrick Vincent,Keydrick,Vincent,1978-04-13,6-5,325,Mississippi,NA,00-0019954,NA,NA,NA,998,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VIN401602.png,NA,NA,NA,NA,6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,G,NA,74,ACT,Reggie Wells,Reggie,Wells,1980-11-03,6-4,305,Clarion,NA,00-0021911,NA,NA,NA,1482,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEL570156.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,G,NA,76,ACT,Deuce Lutui,Deuce,Lutui,1983-05-05,6-4,328,USC,NA,00-0024256,NA,NA,NA,2986,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUT476816.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,G,NA,63,ACT,Lyle Sendlein,Lyle,Sendlein,1984-03-16,6-2,300,Texas,NA,00-0025682,NA,NA,NA,4062,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SEN108904.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,G,NA,67,CUT,Brad Badger,Brad,Badger,1975-01-11,6-4,320,Stanford,NA,00-0000576,NA,NA,NA,281,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAD650964.png,NA,NA,NA,NA,2;3;4;5;6;7;8,NA
2007,ARI,K,NA,1,ACT,Neil Rackers,Neil,Rackers,1976-08-16,6-1,202,Illinois,NA,00-0019676,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAC540222.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,LB,NA,59,ACT,Brandon Johnson,Brandon,Johnson,1983-04-05,6-5,232,Louisville,NA,00-0024356,NA,NA,NA,3087,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH078319.png,NA,NA,NA,NA,1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,LB,NA,57,ACT,David Holloway,David,Holloway,1983-12-04,6-2,230,Maryland,NA,00-0025675,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOL340890.png,NA,NA,NA,NA,17,NA
2007,ARI,LB,NA,52,ACT,Monty Beisel,Monty,Beisel,1978-08-20,6-3,240,Kansas State,NA,00-0020478,NA,NA,NA,862,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEI678650.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,LB,NA,51,ACT,Darryl Blackstock,Darryl,Blackstock,1983-05-30,6-3,244,Virginia,NA,00-0023530,NA,NA,NA,2312,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA327026.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,LS,NA,48,ACT,Nathan Hodel,Nathan,Hodel,1977-11-12,6-2,238,Illinois,NA,00-0019834,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOD104287.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,MLB,NA,54,ACT,Gerald Hayes,Gerald,Hayes,1980-10-10,6-1,249,Pittsburgh,NA,00-0021941,NA,NA,NA,1385,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY169450.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,NT,NA,98,ACT,Gabe Watson,Gabe,Watson,1983-09-24,6-3,332,Michigan,NA,00-0024322,NA,NA,NA,3052,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT365890.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,OLB,NA,97,ACT,Calvin Pace,Calvin,Pace,1980-10-28,6-4,270,Wake Forest,NA,00-0022120,NA,NA,NA,1334,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAC125680.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,OLB,NA,58,ACT,Karlos Dansby,Karlos,Dansby,1981-11-03,6-4,250,Auburn,NA,00-0022927,NA,NA,NA,1754,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAN762622.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,OT,NA,75,ACT,Levi Brown,Levi,Brown,1984-03-16,6-4,322,Penn State,NA,00-0025392,NA,NA,NA,3621,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO548586.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,P,NA,2,CUT,Ricky Schmitt,Ricky,Schmitt,1985-08-17,6-2,192,Shepherd,NA,00-0025681,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCH359655.png,NA,NA,NA,NA,NA,NA
2007,ARI,P,NA,5,CUT,Mike Barr,Mike,Barr,1978-12-08,6-2,230,Rutgers,NA,00-0022939,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR554502.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12,NA
2007,ARI,P,NA,17,ACT,Mitch Berger,Mitch,Berger,1972-06-24,6-4,228,Colorado,NA,00-0001157,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER067954.png,NA,NA,NA,NA,13;14;15;16;17,NA
2007,ARI,QB,NA,13,ACT,Kurt Warner,Kurt,Warner,1971-06-22,6-2,222,Northern Iowa,NA,00-0017200,NA,NA,NA,112,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR492511.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,QB,NA,7,RES,Matt Leinart,Matt,Leinart,1983-05-11,6-5,232,USC,NA,00-0024225,NA,NA,NA,2955,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEI453701.png,NA,NA,NA,0ae919db-e24b-4828-984a-eec2d6e3b207,1;2;3;4;5,NA
2007,ARI,QB,NA,12,ACT,Tim Rattay,Tim,Rattay,1977-03-15,6-0,200,Louisiana Tech,NA,00-0019623,NA,NA,NA,701,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAT659964.png,NA,NA,NA,NA,6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,QB,NA,4,ACT,Tim Hasselbeck,Tim,Hasselbeck,1978-04-06,6-1,214,Boston College,NA,00-0019816,NA,NA,NA,958,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAS545049.png,NA,NA,NA,NA,7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,QB,NA,NA,CUT,Matt Baker,Matt,Baker,1983-05-11,6-2,212,North Carolina,NA,00-0023838,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAK495064.png,NA,NA,NA,NA,NA,NA
2007,ARI,QB,NA,NA,CUT,Lang Campbell,Lang,Campbell,1981-09-25,6-1,199,William & Mary,NA,00-0023306,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM497690.png,NA,NA,NA,NA,NA,NA
2007,ARI,RB,NA,32,ACT,Edgerrin James,Edgerrin,James,1978-08-01,6-0,220,Miami (Fla.),NA,00-0008241,NA,NA,NA,439,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAM177189.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,RB,NA,31,ACT,Marcel Shipp,Marcel,Shipp,1978-08-08,5-11,224,Massachusetts,NA,00-0020022,NA,NA,NA,987,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHI461748.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,RB,NA,28,ACT,J.J. Arrington,J.J.,Arrington,1983-01-23,5-9,212,California,NA,00-0023479,NA,NA,NA,2261,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ARR194145.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,RB,NA,NA,DEV,Steve Baylark,Steve,Baylark,1983-07-28,6-0,225,Massachusetts,NA,00-0025670,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAY069558.png,NA,NA,NA,NA,NA,NA
2007,ARI,SS,NA,24,RES,Adrian Wilson,Adrian,Wilson,1979-10-12,6-3,230,North Carolina State,NA,00-0020505,NA,NA,NA,831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL647976.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12,NA
2007,ARI,SS,NA,35,ACT,Oliver Celestin,Oliver,Celestin,1981-02-25,6-0,207,Texas Southern,NA,00-0021613,NA,NA,NA,1581,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CEL283611.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,T,NA,NA,DEV,Elliot Vallejo,Elliot,Vallejo,1984-05-17,6-7,315,California-Davis,NA,00-0025685,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAL638964.png,NA,NA,NA,NA,NA,NA
2007,ARI,T,NA,69,ACT,Mike Gandy,Mike,Gandy,1979-01-03,6-4,308,Notre Dame,NA,00-0020406,NA,NA,NA,834,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAN127935.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,T,NA,79,RES,Oliver Ross,Oliver,Ross,1974-09-27,6-4,327,Iowa State,NA,00-0014063,NA,NA,NA,396,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS656940.png,NA,NA,NA,NA,NA,NA
2007,ARI,T,NA,73,CUT,Qasim Mitchell,Qasim,Mitchell,1979-12-03,6-5,347,North Carolina A&T,NA,00-0020963,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIT624054.png,NA,NA,NA,NA,NA,NA
2007,ARI,T,NA,61,ACT,Elton Brown,Elton,Brown,1982-05-22,6-5,332,Virginia,NA,00-0023546,NA,NA,NA,2328,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO418258.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,TE,NA,84,ACT,Tim Euhus,Tim,Euhus,1980-10-02,6-5,256,Oregon State,NA,00-0022215,NA,NA,NA,1830,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EUH652601.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;15;16;17,NA
2007,ARI,TE,NA,89,ACT,Ben Patrick,Ben,Patrick,1984-08-23,6-4,270,Delaware,NA,00-0025602,NA,NA,NA,3831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAT171702.png,NA,NA,NA,NA,9;10;11;12;13;14;15;16;17,NA
2007,ARI,TE,NA,82,RES,Leonard Pope,Leonard,Pope,1983-09-10,6-8,258,Georgia,NA,00-0024287,NA,NA,NA,3017,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POP463366.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14,NA
2007,ARI,TE,NA,NA,DEV,Alex Shor,Alex,Shor,1983-01-29,6-7,250,Syracuse,NA,00-0023951,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHO576787.png,NA,NA,NA,NA,NA,NA
2007,ARI,TE,NA,83,ACT,Troy Bienemann,Troy,Bienemann,1983-02-19,6-5,253,Washington State,NA,00-0024069,NA,NA,NA,4195,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BIE560470.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,TE,NA,85,CUT,John Bronson,John,Bronson,1982-07-08,6-3,275,Penn State,NA,00-0023218,NA,NA,NA,2506,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO106889.png,NA,NA,NA,NA,NA,NA
2007,ARI,WR,NA,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,6-3,226,Pittsburgh,Holy Angels (MN),00-0022921,5528,6762,3730,1724,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png,5571,223,NA,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,WR,NA,80,ACT,Bryant Johnson,Bryant,Johnson,1981-03-07,6-3,213,Penn State,NA,00-0022156,NA,NA,NA,1333,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH086211.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,WR,NA,85,ACT,Jerheme Urban,Jerheme,Urban,1980-11-26,6-3,212,Trinity (Tex.),NA,00-0021647,NA,NA,NA,1709,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/URB377536.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,WR,NA,84,CUT,Greg Lee,Greg,Lee,1984-10-19,6-1,202,Pittsburgh,NA,00-0023949,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEE269034.png,NA,NA,NA,NA,NA,NA
2007,ARI,WR,NA,10,ACT,Jamaica Rector,Jamaica,Rector,1981-08-10,5-10,183,Northwest Missouri State,NA,00-0023188,NA,NA,NA,2756,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REC653214.png,NA,NA,NA,NA,13;14;15;16;17,NA
2007,ARI,WR,NA,86,RES,Ahmad Merritt,Ahmad,Merritt,1977-02-05,5-10,195,Wisconsin,NA,00-0019510,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MER572803.png,NA,NA,NA,NA,NA,NA
2007,ARI,WR,NA,87,ACT,Sean Morey,Sean,Morey,1976-02-26,5-11,193,Brown,NA,00-0011641,NA,NA,NA,538,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR131362.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,WR,NA,81,ACT,Anquan Boldin,Anquan,Boldin,1980-10-03,6-1,217,Florida State,Pahokee (FL),00-0022084,4512,6390,3074,1369,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOL283010.png,11712,655,NA,eb1d1304-1900-4587-ae06-75c77efd85a8,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,WR,NA,15,ACT,Steve Breaston,Steve,Breaston,1983-08-20,6-0,189,Michigan,NA,00-0025529,NA,NA,NA,3758,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRE019124.png,NA,NA,NA,cca60c47-b77a-4467-8b60-403db706c5ff,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ARI,WR,NA,NA,DEV,Jemalle Cornelius,Jemalle,Cornelius,1984-08-10,5-11,185,Florida,NA,00-0024829,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COR477534.png,NA,NA,NA,NA,NA,NA
2007,ATL,C,NA,67,ACT,Ben Wilkerson,Ben,Wilkerson,1982-11-22,6-4,305,LSU,NA,00-0023107,NA,NA,NA,2842,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL065380.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ATL,C,NA,62,ACT,Todd McClure,Todd,McClure,1977-02-16,6-1,295,LSU,NA,00-0010711,NA,NA,NA,536,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ATL,C,NA,NA,RES,Doug Datish,Doug,Datish,1983-08-01,6-4,302,Ohio State,NA,00-0025585,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAT296636.png,NA,NA,NA,NA,NA,NA
2007,ATL,CB,NA,30,ACT,David Irons,David,Irons,1982-10-09,5-11,190,Auburn,NA,00-0025581,NA,NA,NA,3810,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IRO409291.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ATL,CB,NA,29,RES,Lewis Sanders,Lewis,Sanders,1978-06-22,6-1,200,Maryland,NA,00-0019465,NA,NA,NA,650,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN401347.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,NA
2007,ATL,CB,NA,21,ACT,DeAngelo Hall,DeAngelo,Hall,1983-11-19,5-10,201,Virginia Tech,NA,00-0022923,NA,NA,NA,1729,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL268837.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2007,ATL,CB,NA,41,ACT,Antoine Harris,Antoine,Harris,1982-04-08,5-10,200,Louisville,NA,00-0023136,NA,NA,NA,2628,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR343433.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
