season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id,weeks_active_reg,weeks_active_post
2002,ARI,DB,NA,23,NA,Coby Rhinehart,Coby,Rhinehart,1977-02-07,5-11,196,Southern Methodist,NA,00-0013623,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RHI444955.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,DB,NA,29,NA,Quentin Harris,Quentin,Harris,1977-01-26,6-0,215,Syracuse,NA,00-0021055,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR508291.png,NA,NA,NA,NA,11;12;13;14;15;16;17,NA
2002,ARI,DE,NA,95,NA,Tom Burke,Tom,Burke,1976-10-12,6-3,275,Wisconsin,NA,00-0002257,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUR227401.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13,NA
2002,ARI,DE,NA,71,NA,Andy Bowers,Andy,Bowers,1976-02-22,6-5,283,Utah,NA,00-0020012,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOW185145.png,NA,NA,NA,NA,NA,NA
2002,ARI,DE,NA,97,NA,Fred Wakefield,Fred,Wakefield,1978-09-17,6-7,288,Illinois,NA,00-0020024,NA,NA,NA,999,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAK168981.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,DE,NA,69,NA,Alton Moore,Alton,Moore,1979-11-11,6-6,255,Auburn,NA,00-0021059,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO170718.png,NA,NA,NA,NA,NA,NA
2002,ARI,DE,NA,93,NA,Kyle Vanden Bosch,Kyle,Vanden Bosch,1978-11-17,6-4,263,Nebraska,NA,00-0020382,NA,NA,NA,804,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAN378810.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,DE,NA,96,NA,Dennis Johnson,Dennis,Johnson,1979-12-04,6-5,264,Kentucky,NA,00-0021086,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH187803.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,DT,NA,91,NA,Wendell Bryant,Wendell,Bryant,1980-09-12,6-4,308,Wisconsin,NA,00-0021384,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRY736183.png,NA,NA,NA,NA,3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,DT,NA,72,NA,Nate Dwyer,Nate,Dwyer,1978-09-30,6-3,316,Kansas,NA,00-0021088,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DWY519112.png,NA,NA,NA,NA,1;2;17,NA
2002,ARI,DT,NA,94,NA,Marcus Bell,Marcus,Bell,1979-06-01,6-2,330,Memphis,NA,00-0020297,NA,NA,NA,871,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEL476336.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,DT,NA,98,NA,Russell Davis,Russell,Davis,1975-03-28,6-4,316,North Carolina,NA,00-0004046,NA,NA,NA,471,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV722013.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,DT,NA,92,NA,Barron Tanner,Barron,Tanner,1973-09-14,6-3,346,Oklahoma,NA,00-0016041,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAN404038.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,FB,NA,34,NA,Joel Makovicka,Joel,Makovicka,1975-10-06,5-11,251,Nebraska,NA,00-0010292,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAK482869.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,FS,NA,42,NA,Kwamie Lassiter,Kwamie,Lassiter,1969-12-03,6-0,207,Kansas,NA,00-0009659,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAS648660.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,G,NA,67,NA,Chris Dishman,Chris,Dishman,1974-02-27,6-3,340,Nebraska,NA,00-0004336,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIS613185.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,G,NA,73,NA,Raleigh Roundtree,Raleigh,Roundtree,1975-08-31,6-4,295,South Carolina State,NA,00-0014086,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROU158616.png,NA,NA,NA,NA,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,G,NA,68,NA,Tony Wragge,Tony,Wragge,1979-08-14,6-3,311,New Mexico State,NA,00-0021064,NA,NA,NA,1315,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WRA123742.png,NA,NA,NA,NA,12;13;14;15;16;17,NA
2002,ARI,G,NA,71,NA,Teag Whiting,Teag,Whiting,1979-04-16,6-3,320,Brigham Young,NA,00-0020943,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI661988.png,NA,NA,NA,NA,16;17,NA
2002,ARI,G,NA,66,NA,Pete Kendall,Pete,Kendall,1973-07-09,6-5,288,Boston College,NA,00-0009137,NA,NA,NA,163,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEN043723.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,NA
2002,ARI,K,NA,6,NA,Tim Duncan,Tim,Duncan,1979-06-12,6-1,209,Oklahoma,NA,00-0021052,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DUN382497.png,NA,NA,NA,NA,17,NA
2002,ARI,K,NA,7,NA,Bill Gramatica,Bill,Gramatica,1978-07-10,5-10,187,South Florida,NA,00-0020296,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA269674.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,LB,NA,54,NA,Trev Faulk,Trev,Faulk,1981-08-06,6-2,241,LSU,NA,00-0021008,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FAU144639.png,NA,NA,NA,NA,15;16;17,NA
2002,ARI,LB,NA,52,NA,Levar Fisher,Levar,Fisher,1979-07-02,6-1,233,North Carolina State,NA,00-0021177,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIS442476.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,NA
2002,ARI,LB,NA,58,NA,Johnny Rutledge,Johnny,Rutledge,1977-01-04,6-3,239,Florida,NA,00-0014209,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUT743171.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,LB,NA,53,NA,Michael Young,Michael,Young,1978-06-01,6-2,247,Illinois,NA,00-0020026,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/YOU401988.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,LB,NA,56,NA,LeVar Woods,LeVar,Woods,1978-03-15,6-3,245,Iowa,NA,00-0020025,NA,NA,NA,1008,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO528198.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,LB,NA,51,NA,Greg Jones,Greg,Jones,1974-05-22,6-4,248,Colorado,NA,00-0008755,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON355454.png,NA,NA,NA,NA,15;16;17,NA
2002,ARI,MLB,NA,57,NA,Ronald McKinnon,Ronald,McKinnon,1973-09-20,6-0,248,North Alabama,NA,00-0010970,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCK662336.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,OLB,NA,59,NA,Rob Fredrickson,Rob,Fredrickson,1971-05-13,6-4,239,Michigan State,NA,00-0005560,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRE105786.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14,NA
2002,ARI,OLB,NA,55,NA,Raynoch Thompson,Raynoch,Thompson,1977-11-21,6-3,217,Tennessee,NA,00-0019535,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO645603.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,P,NA,10,NA,Scott Player,Scott,Player,1969-12-17,6-1,221,Florida State,NA,00-0013028,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PLA800918.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,QB,NA,12,NA,Josh McCown,Josh,McCown,1979-07-04,6-4,220,Sam Houston State,Jacksonville (TX),00-0021206,3609,5967,2513,1085,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC600777.png,5282,208,NA,a261fd0a-b096-4db7-bd51-2f13bde485da,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,QB,NA,15,NA,Preston Parsons,Preston,Parsons,1979-02-19,6-4,230,Northern Arizona,NA,00-0021062,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAR757957.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,QB,NA,16,NA,Jake Plummer,Jake,Plummer,1974-12-19,6-2,212,Arizona State,NA,00-0013042,NA,NA,NA,248,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PLU243945.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,RB,NA,20,NA,Damien Anderson,Damien,Anderson,1979-07-17,5-10,212,Northwestern,NA,00-0021048,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND174725.png,NA,NA,NA,NA,5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,RB,NA,33,NA,Josh Scobey,Josh,Scobey,1979-12-11,5-11,218,Kansas State,NA,00-0021098,NA,NA,NA,1168,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCO006920.png,NA,NA,NA,NA,NA,NA
2002,ARI,RB,NA,31,NA,Marcel Shipp,Marcel,Shipp,1978-08-08,5-11,226,Massachusetts,NA,00-0020022,NA,NA,NA,987,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHI461748.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,RB,NA,39,NA,Dennis McKinley,Dennis,McKinley,1976-11-03,6-2,247,Mississippi State,NA,00-0010951,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCK395782.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,RB,NA,25,NA,Travis Prentice,Travis,Prentice,1976-12-08,5-11,221,Miami (Ohio),NA,00-0019609,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PRE233913.png,NA,NA,NA,NA,14;15;16;17,NA
2002,ARI,RB,NA,30,NA,Anthony White,Anthony,White,1977-05-01,6-0,195,Kentucky,NA,00-0018980,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WHI079322.png,NA,NA,NA,NA,NA,NA
2002,ARI,RB,NA,26,NA,Thomas Jones,Thomas,Jones,1978-08-19,5-10,220,Virginia,NA,00-0019641,NA,NA,NA,585,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON755755.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12,NA
2002,ARI,SS,NA,41,NA,Justin Lucas,Justin,Lucas,1976-07-15,5-10,198,Abilene Christian,NA,00-0018563,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUC070577.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,SS,NA,24,NA,Adrian Wilson,Adrian,Wilson,1979-10-12,6-3,217,North Carolina State,NA,00-0020505,NA,NA,NA,831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL647976.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,T,NA,65,NA,Anthony Clement,Anthony,Clement,1976-04-10,6-8,328,Louisiana-Lafayette,NA,00-0003105,NA,NA,NA,352,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLE167954.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11,NA
2002,ARI,T,NA,74,NA,John Fina,John,Fina,1969-03-11,6-5,300,Arizona,NA,00-0005217,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIN029663.png,NA,NA,NA,NA,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,NA
2002,ARI,T,NA,75,NA,Leonard Davis,Leonard,Davis,1978-09-05,6-6,372,Texas,NA,00-0020533,NA,NA,NA,774,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV527481.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,NA
2002,ARI,T,NA,61,NA,Jarvis Borum,Jarvis,Borum,1978-09-16,6-7,324,North Carolina State,NA,00-0020011,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOR730910.png,NA,NA,NA,NA,1,NA
2002,ARI,T,NA,70,NA,L.J. Shelton,L.J.,Shelton,1976-03-21,6-6,335,Eastern Michigan,NA,00-0014776,NA,NA,NA,455,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHE428521.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,T,NA,78,NA,Kendrick Rogers,Kendrick,Rogers,1976-10-10,6-5,291,Alabama A&M,NA,00-0020191,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROG449131.png,NA,NA,NA,NA,17,NA
2002,ARI,TE,NA,87,NA,Steve Bush,Steve,Bush,1974-07-04,6-3,274,Arizona State,NA,00-0002380,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUS305892.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,TE,NA,80,NA,Mike Banks,Mike,Banks,1979-11-05,6-4,263,Iowa State,NA,00-0021103,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAN568821.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,TE,NA,85,NA,Freddie Jones,Freddie,Jones,1974-09-16,6-4,271,North Carolina,NA,00-0008749,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON318912.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,WR,NA,86,NA,Bryan Gilmore,Bryan,Gilmore,1978-07-21,6-0,193,Midwestern State,NA,00-0019302,NA,NA,NA,727,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIL775180.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8,NA
2002,ARI,WR,NA,89,NA,David Boston,David,Boston,1978-08-19,6-2,236,Ohio State,NA,00-0001532,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOS674793.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10,NA
2002,ARI,WR,NA,81,NA,Frank Sanders,Frank,Sanders,1973-02-17,6-2,215,Auburn,NA,00-0014328,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN326913.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,NA
2002,ARI,WR,NA,18,NA,Jake Soliday,Jake,Soliday,1978-11-16,6-1,193,Northern Iowa,NA,00-0021063,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SOL138501.png,NA,NA,NA,NA,9;10;11;12;13;14;15;16;17,NA
2002,ARI,WR,NA,83,NA,Jason McAddley,Jason,McAddley,1979-07-28,6-2,204,Alabama,NA,00-0021094,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCA222476.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,WR,NA,19,NA,Nate Poole,Nate,Poole,1977-02-01,6-1,192,Marshall,NA,00-0020021,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POO453987.png,NA,NA,NA,NA,10;11;12;13;14;15;16;17,NA
2002,ARI,WR,NA,11,NA,Kevin Kasper,Kevin,Kasper,1977-12-23,6-0,193,Iowa,NA,00-0020256,NA,NA,NA,913,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KAS392040.png,NA,NA,NA,NA,12;13;14;15;16;17,NA
2002,ARI,WR,NA,84,NA,Arnold Jackson,Arnold,Jackson,1977-04-09,5-8,173,Louisville,NA,00-0020018,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC038181.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2002,ARI,WR,NA,82,NA,MarTay Jenkins,MarTay,Jenkins,1975-02-28,6-0,206,Nebraska-Omaha,NA,00-0008357,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JEN397575.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9,NA
2002,ATL,C,NA,62,NA,Todd McClure,Todd,McClure,1977-02-16,6-1,286,LSU,NA,00-0010711,NA,NA,NA,536,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,CB,NA,34,NA,Ray Buchanan,Ray,Buchanan,1971-09-29,5-9,186,Louisville,NA,00-0002166,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUC184360.png,NA,NA,NA,NA,1;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,CB,NA,33,NA,Ashley Ambrose,Ashley,Ambrose,1970-09-17,5-10,187,Mississippi Valley State,NA,00-0000261,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AMB266360.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,CB,NA,21,NA,Juran Bolden,Juran,Bolden,1974-06-27,6-2,207,Mississippi Delta CC,NA,00-0001427,NA,NA,NA,196,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOL212257.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,DB,NA,35,NA,Johndale Carty,Johndale,Carty,1977-08-27,6-0,196,Utah State,NA,00-0002775,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAR809045.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,DB,NA,24,NA,Fred Weary,Fred,Weary,1974-04-12,5-10,181,Florida,NA,00-0017341,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEA053051.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,DB,NA,20,NA,Allen Rossum,Allen,Rossum,1975-10-22,5-8,178,Notre Dame,NA,00-0014071,NA,NA,NA,377,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS771225.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,DB,NA,23,NA,Kevin Mathis,Kevin,Mathis,1974-04-29,5-9,185,Texas A&M-Commerce,NA,00-0010535,NA,NA,NA,316,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT201981.png,NA,NA,NA,NA,3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,DB,NA,47,NA,Kevin McCadam,Kevin,McCadam,1979-03-06,6-1,219,Virginia Tech,NA,00-0021095,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC022557.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,DB,NA,30,NA,Henry Jones,Henry,Jones,1967-12-29,6-0,200,Illinois,NA,00-0008761,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON382030.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,DB,NA,25,NA,Rodney Heath,Rodney,Heath,1974-10-29,5-10,177,Minnesota,NA,00-0007186,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HEA776283.png,NA,NA,NA,NA,2,NA
2002,ATL,DE,NA,77,NA,Ronald Flemons,Ronald,Flemons,1979-10-20,6-5,265,Texas A&M,NA,00-0020263,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLE374913.png,NA,NA,NA,NA,1;2;12;13;14;15;16;17,1;2
2002,ATL,DE,NA,91,NA,Brady Smith,Brady,Smith,1973-06-05,6-5,274,Colorado State,NA,00-0015106,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI082360.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;2
2002,ATL,DE,NA,90,NA,Will Overstreet,Will,Overstreet,1979-10-07,6-2,259,Tennessee,NA,00-0021205,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OVE340482.png,NA,NA,NA,NA,1;2;3;4;5;6,NA
2002,ATL,DE,NA,51,NA,Karon Riley,Karon,Riley,1978-08-23,6-2,268,Minnesota,NA,00-0020334,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RIL320982.png,NA,NA,NA,NA,7;8;9;10;13;14;15;16;17,1;2
