team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp
ARI,LB,NA,54,NA,Gerald Hayes,Gerald,Hayes,1980-10-10,6-1,238,Pittsburgh,NA,00-0021941,NA,NA,NA,NA,1385,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY169450.png,NA,NA,NA
ARI,LB,NA,51,NA,James Darling,James,Darling,1974-12-29,6-1,250,Washington State,NA,00-0003902,NA,NA,NA,NA,255,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAR366462.png,NA,NA,NA
ARI,LB,NA,56,NA,LeVar Woods,LeVar,Woods,1978-03-15,6-3,241,Iowa,NA,00-0020025,NA,NA,NA,NA,1008,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO528198.png,NA,NA,NA
ARI,LB,NA,53,NA,Michael Young,Michael,Young,1978-06-01,6-2,223,Illinois,NA,00-0020026,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/YOU401988.png,NA,NA,NA
ARI,MLB,NA,57,NA,Ronald McKinnon,Ronald,McKinnon,1973-09-20,6-0,248,North Alabama,NA,00-0010970,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCK662336.png,NA,NA,NA
ARI,OLB,NA,52,NA,Levar Fisher,Levar,Fisher,1979-07-02,6-1,233,North Carolina State,NA,00-0021177,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIS442476.png,NA,NA,NA
ARI,OLB,NA,55,NA,Raynoch Thompson,Raynoch,Thompson,1977-11-21,6-3,217,Tennessee,NA,00-0019535,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO645603.png,NA,NA,NA
ARI,P,NA,10,NA,Scott Player,Scott,Player,1969-12-17,6-1,220,Florida State,NA,00-0013028,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PLA800918.png,NA,NA,NA
ARI,QB,NA,11,NA,Jeff Blake,Jeff,Blake,1970-12-04,6-1,210,East Carolina,NA,00-0001335,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA575324.png,NA,NA,NA
ARI,QB,NA,12,NA,Josh McCown,Josh,McCown,1979-07-04,6-4,223,Sam Houston State,Jacksonville (TX),00-0021206,3609,a261fd0a-b096-4db7-bd51-2f13bde485da,5967,2513,1085,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC600777.png,5282,208,NA
ARI,QB,NA,15,NA,Preston Parsons,Preston,Parsons,1979-02-19,6-4,222,Northern Arizona,NA,00-0021062,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAR757957.png,NA,NA,NA
ARI,RB,NA,20,NA,Damien Anderson,Damien,Anderson,1979-07-17,5-11,217,Northwestern,NA,00-0021048,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AND174725.png,NA,NA,NA
ARI,RB,NA,31,NA,Marcel Shipp,Marcel,Shipp,1978-08-08,5-11,219,Massachusetts,NA,00-0020022,NA,NA,NA,NA,987,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHI461748.png,NA,NA,NA
ARI,RB,NA,22,NA,Emmitt Smith,Emmitt,Smith,1969-05-15,5-9,209,Florida,NA,00-0015165,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI259840.png,NA,NA,NA
ARI,RB,NA,46,NA,Josh Rue,Josh,Rue,1979-08-19,6-3,245,Duquesne,NA,00-0021796,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUE009886.png,NA,NA,NA
ARI,RB,NA,33,NA,Josh Scobey,Josh,Scobey,1979-12-11,6-0,218,Kansas State,NA,00-0021098,NA,NA,NA,NA,1168,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCO006920.png,NA,NA,NA
ARI,SS,NA,29,NA,Quentin Harris,Quentin,Harris,1977-01-26,6-1,214,Syracuse,NA,00-0021055,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR508291.png,NA,NA,NA
ARI,SS,NA,41,NA,Justin Lucas,Justin,Lucas,1976-07-15,5-10,196,Abilene Christian,NA,00-0018563,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUC070577.png,NA,NA,NA
ARI,SS,NA,24,NA,Adrian Wilson,Adrian,Wilson,1979-10-12,6-3,207,North Carolina State,NA,00-0020505,NA,NA,NA,NA,831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL647976.png,NA,NA,NA
ARI,T,NA,48,NA,Nathan Hodel,Nathan,Hodel,1977-11-12,6-2,247,Illinois,NA,00-0019834,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOD104287.png,NA,NA,NA
ARI,T,NA,65,NA,Anthony Clement,Anthony,Clement,1976-04-10,6-8,330,Louisiana-Lafayette,NA,00-0003105,NA,NA,NA,NA,352,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLE167954.png,NA,NA,NA
ARI,T,NA,70,NA,L.J. Shelton,L.J.,Shelton,1976-03-21,6-6,335,Eastern Michigan,NA,00-0014776,NA,NA,NA,NA,455,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHE428521.png,NA,NA,NA
ARI,T,NA,74,NA,Reggie Wells,Reggie,Wells,1980-11-03,6-4,300,Clarion,NA,00-0021911,NA,NA,NA,NA,1482,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEL570156.png,NA,NA,NA
ARI,T,NA,78,NA,Kendrick Rogers,Kendrick,Rogers,1976-10-10,6-5,311,Alabama A&M,NA,00-0020191,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROG449131.png,NA,NA,NA
ARI,TE,NA,84,NA,Mike Banks,Mike,Banks,1979-11-05,6-4,260,Iowa State,NA,00-0021103,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAN568821.png,NA,NA,NA
ARI,TE,NA,85,NA,Freddie Jones,Freddie,Jones,1974-09-16,6-4,270,North Carolina,NA,00-0008749,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON318912.png,NA,NA,NA
ARI,TE,NA,87,NA,Steve Bush,Steve,Bush,1974-07-04,6-3,260,Arizona State,NA,00-0002380,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUS305892.png,NA,NA,NA
ARI,TE,NA,49,NA,Lorenzo Diamond,Lorenzo,Diamond,1978-12-15,6-2,253,Auburn,NA,00-0021554,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIA462007.png,NA,NA,NA
ARI,WR,NA,86,NA,Bryan Gilmore,Bryan,Gilmore,1978-07-21,6-0,194,Midwestern State,NA,00-0019302,NA,NA,NA,NA,727,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIL775180.png,NA,NA,NA
ARI,WR,NA,82,NA,Kevin Kasper,Kevin,Kasper,1977-12-23,6-1,193,Iowa,NA,00-0020256,NA,NA,NA,NA,913,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KAS392040.png,NA,NA,NA
ARI,WR,NA,81,NA,Anquan Boldin,Anquan,Boldin,1980-10-03,6-1,216,Florida State,Pahokee (FL),00-0022084,4512,eb1d1304-1900-4587-ae06-75c77efd85a8,6390,3074,1369,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOL283010.png,11712,655,NA
ARI,WR,NA,83,NA,Bryant Johnson,Bryant,Johnson,1981-03-07,6-2,214,Penn State,NA,00-0022156,NA,NA,NA,NA,1333,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH086211.png,NA,NA,NA
ARI,WR,NA,89,NA,Larry Foster,Larry,Foster,1976-11-07,5-10,188,LSU,NA,00-0019231,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOS489447.png,NA,NA,NA
ARI,WR,NA,80,NA,Jason McAddley,Jason,McAddley,1979-07-28,6-2,201,Alabama,NA,00-0021094,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCA222476.png,NA,NA,NA
ARI,WR,NA,19,NA,Nate Poole,Nate,Poole,1977-02-01,6-2,212,Marshall,NA,00-0020021,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POO453987.png,NA,NA,NA
ATL,C,NA,62,NA,Todd McClure,Todd,McClure,1977-02-16,6-1,286,LSU,NA,00-0010711,NA,NA,NA,NA,536,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png,NA,NA,NA
ATL,CB,NA,21,NA,Juran Bolden,Juran,Bolden,1974-06-27,6-2,207,Mississippi Delta CC,NA,00-0001427,NA,NA,NA,NA,196,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOL212257.png,NA,NA,NA
ATL,CB,NA,34,NA,Ray Buchanan,Ray,Buchanan,1971-09-29,5-9,186,Louisville,NA,00-0002166,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUC184360.png,NA,NA,NA
ATL,CB,NA,26,NA,Brandon Williams,Brandon,Williams,1980-11-17,5-11,186,Michigan,NA,00-0021878,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL157511.png,NA,NA,NA
ATL,CB,NA,37,NA,Tyrone Williams,Tyrone,Williams,1973-05-31,5-11,193,Nebraska,NA,00-0017948,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL550885.png,NA,NA,NA
ATL,CB,NA,23,NA,Kevin Mathis,Kevin,Mathis,1974-04-29,5-9,185,Texas A&M-Commerce,NA,00-0010535,NA,NA,NA,NA,316,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT201981.png,NA,NA,NA
ATL,CB,NA,32,NA,Tod McBride,Tod,McBride,1976-01-26,6-1,208,UCLA,NA,00-0010645,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCB742200.png,NA,NA,NA
ATL,CB,NA,25,NA,Derek Ross,Derek,Ross,1980-01-05,5-10,197,Ohio State,NA,00-0021200,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS594702.png,NA,NA,NA
ATL,CB,NA,20,NA,Allen Rossum,Allen,Rossum,1975-10-22,5-8,178,Notre Dame,NA,00-0014071,NA,NA,NA,NA,377,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROS771225.png,NA,NA,NA
ATL,DB,NA,39,NA,Siddeeq Shabazz,Siddeeq,Shabazz,1981-02-05,5-11,205,New Mexico State,NA,00-0022114,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHA015972.png,NA,NA,NA
ATL,DB,NA,47,NA,Kevin McCadam,Kevin,McCadam,1979-03-06,6-1,219,Virginia Tech,NA,00-0021095,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC022557.png,NA,NA,NA
ATL,DE,NA,93,NA,Raymond House,Raymond,House,1980-10-07,6-2,277,Arkansas,NA,00-0021470,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOU283555.png,NA,NA,NA
ATL,DE,NA,97,NA,Patrick Kerney,Patrick,Kerney,1976-12-30,6-5,273,Virginia,NA,00-0009173,NA,NA,NA,NA,459,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KER459393.png,NA,NA,NA
ATL,DE,NA,94,NA,James Cotton,James,Cotton,1976-11-07,6-3,251,Ohio State,NA,00-0018967,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COT489438.png,NA,NA,NA
ATL,DE,NA,91,NA,Brady Smith,Brady,Smith,1973-06-05,6-5,274,Colorado State,NA,00-0015106,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI082360.png,NA,NA,NA
ATL,DE,NA,99,NA,Demetrin Veal,Demetrin,Veal,1981-08-11,6-2,288,Tennessee,NA,00-0021934,NA,NA,NA,NA,1533,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VEA401790.png,NA,NA,NA
ATL,DT,NA,98,NA,Travis Hall,Travis,Hall,1972-08-03,6-5,295,Brigham Young,NA,00-0006684,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL550875.png,NA,NA,NA
ATL,DT,NA,61,NA,Ellis Johnson,Ellis,Johnson,1973-10-30,6-2,288,Florida,NA,00-0008494,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH220993.png,NA,NA,NA
ATL,FB,NA,33,NA,Justin Griffith,Justin,Griffith,1980-07-21,5-11,232,Mississippi State,NA,00-0022011,NA,NA,NA,NA,1433,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI440073.png,NA,NA,NA
ATL,FS,NA,27,NA,Cory Hall,Cory,Hall,1976-12-05,6-0,213,Fresno State,NA,00-0006647,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL228825.png,NA,NA,NA
ATL,FS,NA,29,NA,Keion Carpenter,Keion,Carpenter,1977-10-31,5-11,205,Virginia Tech,NA,00-0002666,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAR302819.png,NA,NA,NA
ATL,G,NA,63,NA,Roberto Garza,Roberto,Garza,1979-03-26,6-2,296,Texas A&M - Kingsville,NA,00-0020260,NA,NA,NA,NA,856,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR798176.png,NA,NA,NA
ATL,G,NA,64,NA,Martin Bibla,Martin,Bibla,1979-10-04,6-3,306,Miami (Fla.),NA,00-0021089,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BIB372127.png,NA,NA,NA
ATL,G,NA,71,NA,Travis Claridge,Travis,Claridge,1978-03-23,6-5,300,USC,NA,00-0018955,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLA130369.png,NA,NA,NA
ATL,G,NA,65,NA,Kynan Forney,Kynan,Forney,1978-09-08,6-3,305,Hawaii,NA,00-0020262,NA,NA,NA,NA,926,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR474016.png,NA,NA,NA
ATL,ILB,NA,56,NA,Keith Brooking,Keith,Brooking,1975-10-30,6-2,245,Georgia Tech,NA,00-0001820,NA,NA,NA,NA,336,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO110262.png,NA,NA,NA
ATL,ILB,NA,54,NA,Chris Draft,Chris,Draft,1976-02-26,5-11,232,Stanford,NA,00-0004505,NA,NA,NA,NA,401,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DRA080751.png,NA,NA,NA
ATL,K,NA,4,NA,Jay Feely,Jay,Feely,1976-05-23,5-10,206,Michigan,NA,00-0019770,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEE461435.png,NA,NA,NA
ATL,LB,NA,50,NA,Artie Ulmer,Artie,Ulmer,1973-07-30,6-3,247,Valdosta State,NA,00-0016782,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ULM403291.png,NA,NA,NA
ATL,LB,NA,90,NA,Will Overstreet,Will,Overstreet,1979-10-07,6-2,259,Tennessee,NA,00-0021205,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OVE340482.png,NA,NA,NA
ATL,LB,NA,51,NA,Karon Riley,Karon,Riley,1978-08-23,6-2,268,Minnesota,NA,00-0020334,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RIL320982.png,NA,NA,NA
ATL,LB,NA,92,NA,Terrence Robinson,Terrence,Robinson,1980-03-12,6-0,237,Oklahoma State,NA,00-0021444,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB705688.png,NA,NA,NA
ATL,LB,NA,55,NA,Twan Russell,Twan,Russell,1974-04-25,6-1,230,Miami (Fla.),NA,00-0014200,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUS736497.png,NA,NA,NA
ATL,NT,NA,95,NA,Ed Jasper,Ed,Jasper,1973-01-18,6-2,293,Texas A&M,NA,00-0008284,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAS254361.png,NA,NA,NA
ATL,OLB,NA,52,NA,Matt Stewart,Matt,Stewart,1979-08-31,6-3,232,Vanderbilt,NA,00-0020278,NA,NA,NA,NA,858,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE788073.png,NA,NA,NA
ATL,OLB,NA,53,NA,Keith Newman,Keith,Newman,1977-01-19,6-2,248,North Carolina,NA,00-0012059,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEW421989.png,NA,NA,NA
ATL,OLB,NA,59,NA,Sam Rogers,Sam,Rogers,1970-05-30,6-3,245,Colorado,NA,00-0013979,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROG531180.png,NA,NA,NA
ATL,P,NA,13,NA,Chris Mohr,Chris,Mohr,1966-05-11,6-5,215,Alabama,NA,00-0011463,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOH332232.png,NA,NA,NA
ATL,QB,NA,15,NA,Kurt Kittner,Kurt,Kittner,1980-01-23,6-2,221,Illinois,NA,00-0021271,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIT401790.png,NA,NA,NA
ATL,QB,NA,11,NA,Doug Johnson,Doug,Johnson,1977-10-27,6-2,225,Florida,NA,00-0019087,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH211886.png,NA,NA,NA
ATL,QB,NA,7,NA,Mike Vick,Mike,Vick,1980-06-26,6-0,215,Virginia Tech,NA,00-0020245,NA,NA,NA,NA,773,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VIC311467.png,NA,NA,NA
ATL,RB,NA,38,NA,George Layne,George,Layne,1978-10-09,5-11,250,Texas Christian,NA,00-0020479,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAY547237.png,NA,NA,NA
