season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,pfr_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id
2013,ARI,ILB,NA,56,ACT,Karlos Dansby,Karlos,Dansby,1981-11-03,6-4,250,Auburn,NA,00-0022927,NA,NA,NA,1754,DansKa20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAN762622.png,NA,NA,NA,NA
2013,ARI,ILB,NA,54,DEV,Kenny Demens,Kenny,Demens,1990-02-04,6-1,242,Michigan,NA,00-0030309,NA,NA,NA,8273,DemeKe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DEM305982.png,NA,NA,NA,NA
2013,ARI,ILB,NA,52,ACT,Jasper Brinkley,Jasper,Brinkley,1985-07-12,6-1,252,South Carolina,NA,00-0027108,NA,NA,NA,5074,BrinJa99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRI423678.png,NA,NA,NA,NA
2013,ARI,K,NA,4,ACT,Jay Feely,Jay,Feely,1976-05-23,5-10,208,Michigan,NA,00-0019770,NA,NA,NA,NA,feelyjay01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEE461435.png,NA,NA,NA,NA
2013,ARI,LB,NA,59,ACT,Marcus Benard,Marcus,Benard,1985-07-26,6-2,256,Jackson State,NA,00-0026742,NA,NA,NA,5359,BenaMa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEN002075.png,NA,NA,NA,NA
2013,ARI,LB,NA,NA,CUT,Zack Nash,Zack,Nash,1989-09-23,6-4,260,Sacramento State,NA,00-0029349,NA,NA,NA,7490,NashZa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NAS578470.png,NA,NA,NA,NA
2013,ARI,LB,NA,57,RES,Alex Okafor,Alex,Okafor,1991-02-08,6-4,261,Texas,Pflugerville (TX),00-0030503,15976,26726,8656,7885,OkafAl00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OKA207645.png,15228,1578,NA,b200f413-296d-49f3-9ef2-f60e21c2f5fd
2013,ARI,LB,NA,52,CUT,Colin Parker,Colin,Parker,1989-05-06,6-1,223,Arizona State,NA,00-0029351,NA,NA,NA,7492,ParkCo01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAR204807.png,NA,NA,NA,NA
2013,ARI,LB,NA,47,CUT,Korey Jones,Korey,Jones,1989-04-04,6-2,233,Wyoming,NA,00-0030306,NA,NA,NA,8528,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON532804.png,NA,NA,NA,NA
2013,ARI,LB,NA,44,DEV,Kenny Rowe,Kenny,Rowe,1989-04-22,6-3,232,Oregon,NA,00-0028239,NA,NA,NA,6470,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROW314432.png,NA,NA,NA,NA
2013,ARI,LB,NA,51,ACT,Kevin Minter,Kevin,Minter,1990-12-03,6-0,246,LSU,Peachtree Ridge (GA),00-0030382,15856,26668,8694,7826,MintKe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIN670026.png,15227,1577,NA,186014e2-3430-4510-867f-a7013daf0bb8
2013,ARI,LB,NA,50,ACT,Dontay Moch,Dontay,Moch,1988-07-19,6-2,255,Nevada,NA,00-0028004,NA,NA,NA,6218,MochDo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOC188520.png,NA,NA,NA,NA
2013,ARI,LB,NA,48,PUP,Daniel Giordano,Daniel,Giordano,1989-09-17,6-4,260,Cincinnati,NA,00-0030295,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIO553860.png,NA,NA,NA,NA
2013,ARI,LB,NA,NA,CUT,JoJo Dickson,JoJo,Dickson,1989-07-13,6-1,245,Idaho,NA,00-0028403,NA,NA,NA,6995,DickJo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIC714108.png,NA,NA,NA,NA
2013,ARI,LS,NA,82,ACT,Mike Leach,Mike,Leach,1976-10-18,6-2,235,William & Mary,NA,00-0019435,NA,NA,NA,750,LeacMi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEA091822.png,NA,NA,NA,NA
2013,ARI,NT,NA,67,CUT,Padric Scott,Padric,Scott,1990-01-08,6-0,309,Florida A&M,NA,00-0030296,NA,NA,NA,8160,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCO527177.png,NA,NA,NA,NA
2013,ARI,NT,NA,66,ACT,Alameda Ta'amu,Alameda,Ta'amu,1990-08-23,6-3,348,Washington,NA,00-0029138,NA,NA,NA,7109,Ta'aAl00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAA403291.png,NA,NA,NA,NA
2013,ARI,NT,NA,92,ACT,Dan Williams,Dan,Williams,1987-06-01,6-3,314,Tennessee,NA,00-0027877,NA,NA,NA,5551,WillDa99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL206531.png,NA,NA,NA,NA
2013,ARI,OG,NA,61,RES,Jonathan Cooper,Jonathan,Cooper,1990-01-19,6-2,311,North Carolina,Hoggard (NC),00-0030590,15787,26630,8702,7788,CoopJo01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COO615714.png,15223,1574,NA,d6aea7ed-2c24-4be5-b789-41e3ba0c2137
2013,ARI,OG,NA,78,ACT,Earl Watford,Earl,Watford,1990-06-24,6-3,300,James Madison,Simon Gratz (PA),00-0030504,15901,26739,9092,7898,WatfEa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT147534.png,15231,1580,NA,f6244333-6b6a-4e61-bc2c-cb6ffc2f318a
2013,ARI,OLB,NA,91,ACT,Matt Shaughnessy,Matt,Shaughnessy,1986-09-23,6-5,285,Wisconsin,NA,00-0027045,NA,NA,NA,4994,ShauMa99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHA517783.png,NA,NA,NA,NA
2013,ARI,OLB,NA,55,ACT,John Abraham,John,Abraham,1978-05-06,6-4,263,South Carolina,NA,00-0019546,NA,NA,NA,591,AbraJo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ABR073003.png,NA,NA,NA,NA
2013,ARI,OLB,NA,94,RES,Sam Acho,Sam,Acho,1988-09-06,6-3,257,Texas,St. Mark's (TX),00-0028041,14152,24890,7454,6255,AchoSa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ACH678651.png,13400,969,NA,94cbc2c8-07e4-4779-851b-b657b46a7920
2013,ARI,OLB,NA,97,RES,Lorenzo Alexander,Lorenzo,Alexander,1983-05-31,6-1,244,California,St. Mary's College (CA),00-0023259,9424,7569,7166,2476,AlexLo99,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ALE509608.png,11940,678,NA,38a7122f-5c9d-4b65-99bc-b9822f9d981a
2013,ARI,OT,NA,76,ACT,Nate Potter,Nate,Potter,1988-05-16,6-5,295,Boise State,NA,00-0029551,NA,NA,NA,7205,PottNa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POT363378.png,NA,NA,NA,NA
2013,ARI,OT,NA,79,ACT,Bradley Sowell,Bradley,Sowell,1989-06-06,6-7,315,Mississippi,Hernando (MS),00-0029091,15284,26050,9091,7693,SoweBr00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SOW244611.png,14707,1269,NA,b80f5604-dcbf-42e5-aaab-0e996b318002
2013,ARI,OT,NA,60,CUT,Joe Caprioglio,Joe,Caprioglio,1990-03-12,6-6,315,Colorado State,NA,00-0030301,NA,NA,NA,8136,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAP709176.png,NA,NA,NA,NA
2013,ARI,P,NA,2,CUT,Will Batson,Will,Batson,1986-09-08,6-3,210,North Alabama,NA,00-0028976,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAT301155.png,NA,NA,NA,NA
2013,ARI,P,NA,9,ACT,Dave Zastudil,Dave,Zastudil,1978-10-26,6-3,220,Ohio U.,NA,00-0021235,NA,NA,NA,NA,ZastDa20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZAS622937.png,NA,NA,NA,NA
2013,ARI,QB,NA,3,ACT,Carson Palmer,Carson,Palmer,1979-12-27,6-5,235,USC,Santa Margarita (CA),00-0021429,4459,6337,3014,1317,PalmCa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAL249055.png,2428,91,NA,57ad34b3-f60d-4b2d-9e01-3cb5a9451c37
2013,ARI,QB,NA,14,ACT,Ryan Lindley,Ryan,Lindley,1989-06-22,6-3,232,San Diego State,NA,00-0029531,NA,NA,NA,7174,LindRy00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LIN208832.png,NA,NA,NA,a432666c-9ffd-4094-9071-a9d49d0e20c1
2013,ARI,QB,NA,5,ACT,Drew Stanton,Drew,Stanton,1984-05-07,6-3,243,Michigan State,Harrison (MI),00-0025430,10487,8297,5251,3659,StanDr00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STA482517.png,4737,181,NA,22fb2b54-4936-4e8a-a48d-62096c0c9bb1
2013,ARI,QB,NA,6,CUT,Caleb TerBush,Caleb,TerBush,1990-01-05,6-5,225,Purdue,NA,00-0030367,NA,NA,NA,8384,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TER051910.png,NA,NA,NA,NA
2013,ARI,RB,NA,29,ACT,Alfonso Smith,Alfonso,Smith,1987-01-23,6-1,209,Kentucky,NA,00-0027346,NA,NA,NA,5877,SmitAl22,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI031319.png,NA,NA,NA,47fd7d9a-2726-43d8-be94-fd50d634292f
2013,ARI,RB,NA,30,ACT,Stepfan Taylor,Stepfan,Taylor,1991-06-09,5-9,216,Stanford,NA,00-0030282,NA,NA,NA,7922,TaylSt00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAY700784.png,NA,NA,NA,01547e57-de64-4860-a521-525509dacf5b
2013,ARI,RB,NA,28,ACT,Rashard Mendenhall,Rashard,Mendenhall,1987-06-19,5-10,225,Illinois,NA,00-0026163,NA,NA,NA,4337,MendRa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MEN393702.png,NA,NA,NA,ba294ab5-616a-4c26-8e9a-bc09d3680610
2013,ARI,RB,NA,34,ACT,Ryan Williams,Ryan,Williams,1990-04-09,5-9,207,Virginia Tech,NA,00-0027976,NA,NA,NA,6190,WillRy00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL000004.png,NA,NA,NA,68b5fdb2-e0e1-48aa-96a3-18a85c393a09
2013,ARI,RB,NA,38,ACT,Andre Ellington,Andre,Ellington,1989-02-03,5-9,199,Clemson,Berkeley (SC),00-0030287,15893,26810,8757,7968,ElliAn00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL164917.png,15224,1575,NA,1ce7bca8-68f0-47ba-9484-5baf57dd75e8
2013,ARI,RB,NA,NA,DEV,Robert Hughes,Robert,Hughes,1989-06-21,5-11,235,Notre Dame,NA,00-0028345,NA,NA,NA,6564,HughRo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUG592048.png,NA,NA,NA,NA
2013,ARI,SS,NA,37,ACT,Yeremiah Bell,Yeremiah,Bell,1978-03-03,6-0,205,Eastern Kentucky,NA,00-0022067,NA,NA,NA,1513,BellYe20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEL639186.png,NA,NA,NA,NA
2013,ARI,SS,NA,NA,DEV,Orhian Johnson,Orhian,Johnson,1989-10-09,6-3,211,Ohio State,NA,00-0030237,NA,NA,NA,8347,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH567387.png,NA,NA,NA,NA
2013,ARI,T,NA,70,ACT,Bobby Massie,Bobby,Massie,1989-08-01,6-6,316,Mississippi,Hargrave Military Academy (VA),00-0029528,15096,25822,8304,7112,MassBo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAS441786.png,14483,1222,NA,86c5152c-c823-4127-97e6-2fedf532e8e8
2013,ARI,T,NA,73,ACT,Eric Winston,Eric,Winston,1983-11-17,6-7,302,Miami (Fla.),NA,00-0024281,NA,NA,NA,3011,WinsEr20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIN622404.png,NA,NA,NA,NA
2013,ARI,T,NA,69,ACT,Mike Gibson,Mike,Gibson,1985-11-18,6-4,305,California,NA,00-0026324,NA,NA,NA,4498,GibsMi20,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIB698733.png,NA,NA,NA,NA
2013,ARI,TE,NA,NA,DEV,Daniel Fells,Daniel,Fells,1983-09-23,6-4,265,California-Davis,NA,00-0023752,NA,NA,NA,3309,FellDa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL481366.png,NA,NA,NA,NA
2013,ARI,TE,NA,84,ACT,Rob Housler,Rob,Housler,1988-03-17,6-5,250,Florida Atlantic,NA,00-0028007,NA,NA,NA,6221,HousRo01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOU358294.png,NA,NA,NA,76b51e0a-be98-4a8a-8ac3-dc5e829e1ae9
2013,ARI,TE,NA,NA,CUT,Richard Quinn,Richard,Quinn,1986-09-06,6-4,264,North Carolina,NA,00-0027040,NA,NA,NA,4987,QuinRi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/QUI710607.png,NA,NA,NA,NA
2013,ARI,TE,NA,87,RES,Jeff King,Jeff,King,1983-02-19,6-3,260,Virginia Tech,NA,00-0024369,NA,NA,NA,3100,KingJe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN534235.png,NA,NA,NA,0848ad7c-8553-4007-8e01-1f19c81deaba
2013,ARI,TE,NA,83,ACT,Kory Sperry,Kory,Sperry,1985-04-10,6-5,265,Colorado State,NA,00-0026757,NA,NA,NA,5369,SperKo00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPE752333.png,NA,NA,NA,NA
2013,ARI,TE,NA,81,ACT,Jim Dray,Jim,Dray,1986-12-31,6-5,255,Stanford,NA,00-0027825,NA,NA,NA,5756,DrayJi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DRA632509.png,NA,NA,NA,NA
2013,ARI,TE,NA,80,CUT,Alex Gottlieb,Alex,Gottlieb,1990-07-04,6-4,255,William & Mary,NA,00-0029228,NA,NA,NA,7706,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOT599685.png,NA,NA,NA,NA
2013,ARI,TE,NA,86,ACT,Jake Ballard,Jake,Ballard,1987-12-21,6-6,275,Ohio State,NA,00-0027259,NA,NA,NA,5822,BallJa21,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAL649420.png,NA,NA,NA,9e183e60-3199-4cd0-bd8a-21bc2bf582c4
2013,ARI,WR,NA,16,RES,Teddy Williams,Teddy,Williams,1988-07-03,6-1,207,Texas-San Antonio,NA,00-0027853,NA,NA,NA,6073,WillTe00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL532429.png,NA,NA,NA,NA
2013,ARI,WR,NA,12,ACT,Andre Roberts,Andre,Roberts,1988-01-09,5-11,195,The Citadel,Spring Valley (SC),00-0027691,13226,24063,6506,5612,RobeAn00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB102317.png,11565,627,NA,9691f874-be36-4529-a7eb-dde22ee4a848
2013,ARI,WR,NA,NA,RES,Javone Lawson,Javone,Lawson,1990-02-17,6-1,183,Louisiana-Lafayette,NA,00-0030304,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAW669516.png,NA,NA,NA,NA
2013,ARI,WR,NA,7,CUT,Mike Thomas,Mike,Thomas,1987-06-04,5-8,198,Arizona,NA,00-0027076,NA,NA,NA,5030,ThomMi01,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO309019.png,NA,NA,NA,12a3fce9-06e8-4c15-baaf-7abf9b9c8a98
2013,ARI,WR,NA,1,CUT,Robby Toma,Robby,Toma,1991-02-23,5-9,185,Notre Dame,NA,00-0030570,NA,NA,NA,8344,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TOM194145.png,NA,NA,NA,NA
2013,ARI,WR,NA,10,ACT,Brittan Golden,Brittan,Golden,1988-07-20,5-11,186,West Texas A&M,Denver City (TX),00-0029336,15564,25970,8260,7481,GoldBr00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOL049597.png,15725,1743,NA,5d0270d1-8172-4403-a2b3-69055d0bcbb1
2013,ARI,WR,NA,16,CUT,Jarett Dillard,Jarett,Dillard,1985-12-21,5-11,190,Rice,NA,00-0027105,NA,NA,NA,5068,DillJa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIL191108.png,NA,NA,NA,NA
2013,ARI,WR,NA,19,CUT,Nicholas Edwards,Nicholas,Edwards,1989-12-23,6-3,200,Eastern Washington,NA,00-0029926,NA,NA,NA,8152,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EDW627544.png,NA,NA,NA,NA
2013,ARI,WR,NA,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,6-3,218,Pittsburgh,Holy Angels (MN),00-0022921,5528,6762,3730,1724,FitzLa00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png,5571,223,NA,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5
2013,ARI,WR,NA,15,ACT,Michael Floyd,Michael,Floyd,1989-11-27,6-2,220,Notre Dame,Cretin-Derham Hall (MN),00-0029638,14908,25723,8054,7019,FloyMi00,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLO764240.png,14478,1219,NA,471dbe81-54c4-4b52-8bd1-4933c9800e1f
2013,ARI,WR,NA,13,ACT,Jaron Brown,Jaron,Brown,1990-01-08,6-2,205,Clemson,Cheraw (SC),00-0030300,16172,27074,9046,8128,BrowJa03,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO486303.png,15509,1684,NA,51952c7b-11c5-4229-baf9-08d4694cc2ad
