season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp,sportradar_id,weeks_active_reg,weeks_active_post
2001,ARI,DE,NA,71,NA,Andy Bowers,Andy,Bowers,1976-02-22,6-5,284,Utah,NA,00-0020012,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOW185145.png,NA,NA,NA,NA,7;8;12;13;14;15;16;17,NA
2001,ARI,DE,NA,95,NA,Tom Burke,Tom,Burke,1976-10-12,6-3,271,Wisconsin,NA,00-0002257,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUR227401.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,DE,NA,72,NA,Jabari Issa,Jabari,Issa,1978-04-18,6-5,300,Washington,NA,00-0019492,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ISS138429.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,DE,NA,78,NA,Mao Tosi,Mao,Tosi,1976-12-12,6-6,341,Idaho,NA,00-0019480,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TOS403290.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,DE,NA,93,NA,Kyle Vanden Bosch,Kyle,Vanden Bosch,1978-11-17,6-4,271,Nebraska,NA,00-0020382,NA,NA,NA,804,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAN378810.png,NA,NA,NA,NA,1;2;3;4;5;6,NA
2001,ARI,DE,NA,97,NA,Fred Wakefield,Fred,Wakefield,1978-09-17,6-7,289,Illinois,NA,00-0020024,NA,NA,NA,999,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAK168981.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,DT,NA,94,NA,Marcus Bell,Marcus,Bell,1979-06-01,6-2,323,Memphis,NA,00-0020297,NA,NA,NA,871,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEL476336.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,DT,NA,79,NA,Mario Fatafehi,Mario,Fatafehi,1979-01-27,6-2,296,Kansas State,NA,00-0020307,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FAT059326.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11,NA
2001,ARI,DT,NA,98,NA,Russell Davis,Russell,Davis,1975-03-28,6-4,306,North Carolina,NA,00-0004046,NA,NA,NA,471,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV722013.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,DT,NA,92,NA,Barron Tanner,Barron,Tanner,1973-09-14,6-3,347,Oklahoma,NA,00-0016041,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAN404038.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,FB,NA,34,NA,Joel Makovicka,Joel,Makovicka,1975-10-06,5-11,196,Nebraska,NA,00-0010292,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAK482869.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,FS,NA,42,NA,Kwamie Lassiter,Kwamie,Lassiter,1969-12-03,6-0,202,Kansas,NA,00-0009659,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAS648660.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,G,NA,66,NA,Pete Kendall,Pete,Kendall,1973-07-09,6-5,294,Boston College,NA,00-0009137,NA,NA,NA,163,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEN043723.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,NA
2001,ARI,G,NA,75,NA,Leonard Davis,Leonard,Davis,1978-09-05,6-6,360,Texas,NA,00-0020533,NA,NA,NA,774,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV527481.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,G,NA,67,NA,Chris Dishman,Chris,Dishman,1974-02-27,6-3,332,Nebraska,NA,00-0004336,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIS613185.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,G,NA,68,NA,Yusuf Scott,Yusuf,Scott,1976-11-30,6-3,342,Arizona,NA,00-0014589,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCO784422.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,K,NA,15,NA,Cary Blanchard,Cary,Blanchard,1968-11-05,6-1,232,Oklahoma State,NA,00-0001343,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA631158.png,NA,NA,NA,NA,NA,NA
2001,ARI,K,NA,7,NA,Bill Gramatica,Bill,Gramatica,1978-07-10,5-10,194,South Florida,NA,00-0020296,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA269674.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14,NA
2001,ARI,K,NA,1,NA,Cedric Oglesby,Cedric,Oglesby,1977-07-26,5-10,180,South Carolina State,NA,00-0019766,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OGL354380.png,NA,NA,NA,NA,15;16;17,NA
2001,ARI,LB,NA,58,NA,James Folston,James,Folston,1971-08-14,6-3,240,Louisiana-Monroe,NA,00-0005392,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOL652410.png,NA,NA,NA,NA,NA,NA
2001,ARI,LB,NA,54,NA,Sekou Sanyika,Sekou,Sanyika,1978-03-17,6-3,246,California,NA,00-0019501,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN811393.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,LB,NA,52,NA,Zack Walz,Zack,Walz,1976-02-13,6-4,225,Dartmouth,NA,00-0017148,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL830010.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,LB,NA,56,NA,LeVar Woods,LeVar,Woods,1978-03-15,6-2,241,Iowa,NA,00-0020025,NA,NA,NA,1008,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WOO528198.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,LB,NA,53,NA,Michael Young,Michael,Young,1978-06-01,6-1,232,Illinois,NA,00-0020026,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/YOU401988.png,NA,NA,NA,NA,17,NA
2001,ARI,LB,NA,51,NA,Johnny Rutledge,Johnny,Rutledge,1977-01-04,6-3,241,Florida,NA,00-0014209,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RUT743171.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,MLB,NA,57,NA,Ronald McKinnon,Ronald,McKinnon,1973-09-20,6-0,248,North Alabama,NA,00-0010970,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCK662336.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,OLB,NA,59,NA,Rob Fredrickson,Rob,Fredrickson,1971-05-13,6-4,242,Michigan State,NA,00-0005560,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRE105786.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,OLB,NA,55,NA,Raynoch Thompson,Raynoch,Thompson,1977-11-21,6-3,217,Tennessee,NA,00-0019535,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/THO645603.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,P,NA,12,NA,Chad Stanley,Chad,Stanley,1976-01-29,6-3,205,Stephen F. Austin St.,NA,00-0015550,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STA438265.png,NA,NA,NA,NA,9;10;11;12,NA
2001,ARI,P,NA,10,NA,Scott Player,Scott,Player,1969-12-17,6-1,220,Florida State,NA,00-0013028,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PLA800918.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,QB,NA,17,NA,Dave Brown,Dave,Brown,1970-02-25,6-6,230,Duke,NA,00-0001907,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO381657.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,QB,NA,14,NA,Chris Greisen,Chris,Greisen,1976-07-02,6-3,219,Northwest Missouri State,NA,00-0006410,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE805046.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,QB,NA,16,NA,Jake Plummer,Jake,Plummer,1974-12-19,6-2,202,Arizona State,NA,00-0013042,NA,NA,NA,248,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PLU243945.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,RB,NA,26,NA,Thomas Jones,Thomas,Jones,1978-08-19,5-10,211,Virginia,NA,00-0019641,NA,NA,NA,585,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON755755.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,RB,NA,31,NA,Marcel Shipp,Marcel,Shipp,1978-08-08,5-11,219,Massachusetts,NA,00-0020022,NA,NA,NA,987,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHI461748.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,RB,NA,39,NA,Dennis McKinley,Dennis,McKinley,1976-11-03,6-2,248,Mississippi State,NA,00-0010951,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCK395782.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,RB,NA,32,NA,Michael Pittman,Michael,Pittman,1975-08-14,6-0,214,Fresno State,NA,00-0013013,NA,NA,NA,382,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PIT226738.png,NA,NA,NA,NA,1;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,SS,NA,40,NA,Pat Tillman,Pat,Tillman,1976-11-06,5-11,202,Arizona State,NA,00-0016479,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TIL573494.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,SS,NA,41,NA,Justin Lucas,Justin,Lucas,1976-07-15,5-10,196,Abilene Christian,NA,00-0018563,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUC070577.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,T,NA,61,NA,Jarvis Borum,Jarvis,Borum,1978-09-16,6-7,324,North Carolina State,NA,00-0020011,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOR730910.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;13;14;15;16;17,NA
2001,ARI,T,NA,65,NA,Anthony Clement,Anthony,Clement,1976-04-10,6-8,355,Louisiana-Lafayette,NA,00-0003105,NA,NA,NA,352,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLE167954.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,T,NA,62,NA,Mike Cook,Mike,Cook,1978-06-23,6-4,333,Boston College,NA,00-0020015,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COO217106.png,NA,NA,NA,NA,17,NA
2001,ARI,T,NA,70,NA,L.J. Shelton,L.J.,Shelton,1976-03-21,6-6,335,Eastern Michigan,NA,00-0014776,NA,NA,NA,455,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHE428521.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,TE,NA,87,NA,Steve Bush,Steve,Bush,1974-07-04,6-3,258,Arizona State,NA,00-0002380,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUS305892.png,NA,NA,NA,NA,9;10;11;12;13;14;15;16;17,NA
2001,ARI,TE,NA,86,NA,Trey Junkin,Trey,Junkin,1961-01-23,6-2,245,Louisiana Tech,NA,00-0008961,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JUN498348.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,TE,NA,80,NA,Terry Hardy,Terry,Hardy,1976-05-31,6-4,271,Southern Mississippi,NA,00-0006848,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR128014.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12,NA
2001,ARI,TE,NA,49,NA,Lawrence Hart,Lawrence,Hart,1976-09-19,6-4,254,Southern University,NA,00-0007047,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR687404.png,NA,NA,NA,NA,13;14;15;16,NA
2001,ARI,TE,NA,83,NA,Tywan Mitchell,Tywan,Mitchell,1975-12-10,6-5,250,Minnesota State,NA,00-0011439,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIT748266.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,WR,NA,89,NA,David Boston,David,Boston,1978-08-19,6-2,222,Ohio State,NA,00-0001532,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOS674793.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,WR,NA,11,NA,Bryan Gilmore,Bryan,Gilmore,1978-07-21,6-0,190,Midwestern State,NA,00-0019302,NA,NA,NA,727,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GIL775180.png,NA,NA,NA,NA,12;13;14;15;16;17,NA
2001,ARI,WR,NA,84,NA,Arnold Jackson,Arnold,Jackson,1977-04-09,5-8,163,Louisville,NA,00-0020018,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC038181.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,WR,NA,82,NA,MarTay Jenkins,MarTay,Jenkins,1975-02-28,6-0,200,Nebraska-Omaha,NA,00-0008357,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JEN397575.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,WR,NA,81,NA,Frank Sanders,Frank,Sanders,1973-02-17,6-2,207,Auburn,NA,00-0014328,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAN326913.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ARI,WR,NA,85,NA,Rob Moore,Rob,Moore,1968-09-27,6-3,204,Syracuse,NA,00-0011601,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO663262.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11,NA
2001,ATL,C,NA,63,NA,Roberto Garza,Roberto,Garza,1979-03-26,6-2,296,Texas A&M - Kingsville,NA,00-0020260,NA,NA,NA,856,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR798176.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,C,NA,62,NA,Todd McClure,Todd,McClure,1977-02-16,6-1,286,LSU,NA,00-0010711,NA,NA,NA,536,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,CB,NA,33,NA,Ashley Ambrose,Ashley,Ambrose,1970-09-17,5-10,187,Mississippi Valley State,NA,00-0000261,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AMB266360.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,CB,NA,34,NA,Ray Buchanan,Ray,Buchanan,1971-09-29,5-9,186,Louisville,NA,00-0002166,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUC184360.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DB,NA,35,NA,Johndale Carty,Johndale,Carty,1977-08-27,6-0,196,Utah State,NA,00-0002775,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAR809045.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DB,NA,28,NA,Corey Hall,Corey,Hall,1979-01-17,6-3,198,Appalachian State,NA,00-0020338,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL224587.png,NA,NA,NA,NA,6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DB,NA,21,NA,Darrien Gordon,Darrien,Gordon,1970-11-14,5-11,190,Stanford,NA,00-0006148,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOR097836.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DB,NA,24,NA,Conrad Hamilton,Conrad,Hamilton,1974-11-05,5-10,185,Eastern New Mexico,NA,00-0006711,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAM198205.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10,NA
2001,ATL,DB,NA,47,NA,Chris Hudson,Chris,Hudson,1971-10-06,5-10,199,Colorado,NA,00-0007849,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUD249055.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DB,NA,37,NA,Darrick Vaughn,Darrick,Vaughn,1978-10-02,5-11,193,Texas State,NA,00-0018964,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAU419442.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DB,NA,25,NA,Elijah Williams,Elijah,Williams,1975-08-20,5-10,180,Florida,NA,00-0017787,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL256864.png,NA,NA,NA,NA,11;12;13;14;15;16;17,NA
2001,ATL,DE,NA,97,NA,Patrick Kerney,Patrick,Kerney,1976-12-30,6-5,273,Virginia,NA,00-0009173,NA,NA,NA,459,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KER459393.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DE,NA,79,NA,Ronald Flemons,Ronald,Flemons,1979-10-20,6-5,265,Texas A&M,NA,00-0020263,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLE374913.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DE,NA,91,NA,Brady Smith,Brady,Smith,1973-06-05,6-5,274,Colorado State,NA,00-0015106,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI082360.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DE,NA,93,NA,Shawn Swayda,Shawn,Swayda,1974-09-04,6-5,294,Arizona State,NA,00-0015957,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SWA761708.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DE,NA,99,NA,Chuck Wiley,Chuck,Wiley,1975-03-06,6-5,277,LSU,NA,00-0017668,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL056946.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DE,NA,90,NA,Ron Moore,Ron,Moore,1977-08-10,6-2,326,Northwestern Oklahoma State,NA,00-0018968,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO670602.png,NA,NA,NA,NA,12;13;14;15;16;17,NA
2001,ATL,DT,NA,75,NA,Shane Dronett,Shane,Dronett,1971-01-12,6-6,300,Texas,NA,00-0004543,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DRO207645.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DT,NA,98,NA,Travis Hall,Travis,Hall,1972-08-03,6-5,295,Brigham Young,NA,00-0006684,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAL550875.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,DT,NA,95,NA,Ed Jasper,Ed,Jasper,1973-01-18,6-2,293,Texas A&M,NA,00-0008284,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAS254361.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
2001,ATL,FB,NA,44,NA,Bob Christian,Bob,Christian,1968-11-14,5-11,232,Northwestern,NA,00-0002970,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHR364011.png,NA,NA,NA,NA,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,NA
