season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp
2008,ARI,DB,NA,22,ACT,Matt Ware,Matt,Ware,1982-12-02,6-2,215,UCLA,NA,00-0022786,NA,NA,NA,NA,1810,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR361925.png,NA,NA,NA
2008,ARI,DB,NA,47,ACT,Aaron Francisco,Aaron,Francisco,1983-07-05,6-2,207,Brigham Young,NA,00-0023213,NA,NA,NA,NA,2594,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRA212200.png,NA,NA,NA
2008,ARI,DB,NA,20,ACT,Ralph Brown,Ralph,Brown,1978-09-16,5-10,185,Nebraska,NA,00-0019613,NA,NA,NA,NA,672,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO588846.png,NA,NA,NA
2008,ARI,DB,NA,27,ACT,Michael Adams,Michael,Adams,1985-06-17,5-8,181,Louisiana-Lafayette,NA,00-0025668,NA,NA,NA,NA,4192,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ADA509576.png,NA,NA,NA
2008,ARI,DE,NA,94,ACT,Antonio Smith,Antonio,Smith,1981-10-21,6-4,285,Oklahoma State,NA,00-0022793,NA,NA,NA,NA,1856,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI040937.png,NA,NA,NA
2008,ARI,DE,NA,96,CUT,Joe Tafoya,Joe,Tafoya,1978-09-06,6-4,258,Arizona,NA,00-0020402,NA,NA,NA,NA,934,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAF514170.png,NA,NA,NA
2008,ARI,DE,NA,NA,CUT,Jason Banks,Jason,Banks,1985-05-08,6-5,300,Grambling State,NA,00-0025927,NA,NA,NA,NA,4642,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAN556236.png,NA,NA,NA
2008,ARI,DE,NA,91,ACT,Kenny Iwebema,Kenny,Iwebema,1985-02-06,6-4,274,Iowa,NA,00-0026256,NA,NA,NA,NA,4430,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IWE088990.png,NA,NA,NA
2008,ARI,DE,NA,55,ACT,Travis LaBoy,Travis,LaBoy,1981-08-20,6-3,250,Hawaii,NA,00-0022894,NA,NA,NA,NA,1763,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LAB705651.png,NA,NA,NA
2008,ARI,DE,NA,92,ACT,Bertrand Berry,Bertrand,Berry,1975-08-15,6-3,260,Notre Dame,NA,00-0001176,NA,NA,NA,NA,267,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BER460580.png,NA,NA,NA
2008,ARI,DE,NA,93,ACT,Calais Campbell,Calais,Campbell,1986-09-01,6-8,282,Miami (Fla.),Denver South (CO),00-0026190,11284,0333b8f0-3aab-45aa-a684-6d402a309413,8827,5587,4364,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAM208843.png,3341,125,NA
2008,ARI,DT,NA,71,CUT,Bryan Robinson,Bryan,Robinson,1986-01-25,6-3,297,Wesley,NA,00-0025937,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB370712.png,NA,NA,NA
2008,ARI,DT,NA,90,ACT,Darnell Dockett,Darnell,Dockett,1981-05-27,6-4,285,Florida State,NA,00-0022930,NA,NA,NA,NA,1785,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOC428041.png,NA,NA,NA
2008,ARI,DT,NA,NA,DEV,Keilen Dykes,Keilen,Dykes,1984-09-06,6-3,294,West Virginia,NA,00-0025931,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DYK377536.png,NA,NA,NA
2008,ARI,DT,NA,78,ACT,Alan Branch,Alan,Branch,1984-12-29,6-5,332,Michigan,NA,00-0025420,NA,NA,NA,NA,3649,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA489251.png,NA,NA,NA
2008,ARI,FB,NA,45,ACT,Terrelle Smith,Terrelle,Smith,1978-03-12,6-0,250,Arizona State,NA,00-0019587,NA,NA,NA,NA,651,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI739312.png,NA,NA,NA
2008,ARI,FB,NA,46,ACT,Tim Castille,Tim,Castille,1984-05-29,5-11,242,Alabama,NA,00-0025672,NA,NA,NA,NA,3906,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAS758216.png,NA,NA,NA
2008,ARI,FS,NA,21,ACT,Antrel Rolle,Antrel,Rolle,1982-12-16,6-0,208,Miami (Fla.),NA,00-0023443,NA,NA,NA,NA,2225,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROL403288.png,NA,NA,NA
2008,ARI,FS,NA,NA,DEV,Dennis Keyes,Dennis,Keyes,1985-03-26,6-2,199,UCLA,NA,00-0025933,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEY175574.png,NA,NA,NA
2008,ARI,G,NA,74,ACT,Reggie Wells,Reggie,Wells,1980-11-03,6-4,308,Clarion,NA,00-0021911,NA,NA,NA,NA,1482,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WEL570156.png,NA,NA,NA
2008,ARI,G,NA,67,CUT,Hercules Satele,Hercules,Satele,1985-07-18,6-2,308,Hawaii,NA,00-0025938,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SAT390540.png,NA,NA,NA
2008,ARI,G,NA,76,ACT,Deuce Lutui,Deuce,Lutui,1983-05-05,6-4,332,USC,NA,00-0024256,NA,NA,NA,NA,2986,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUT476816.png,NA,NA,NA
2008,ARI,G,NA,66,CUT,Carlton Medder,Carlton,Medder,1984-12-01,6-5,319,Florida,NA,00-0025935,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MED101291.png,NA,NA,NA
2008,ARI,K,NA,1,ACT,Neil Rackers,Neil,Rackers,1976-08-16,6-1,202,Illinois,NA,00-0019676,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAC540222.png,NA,NA,NA
2008,ARI,LB,NA,NA,DEV,Kelly Poppinga,Kelly,Poppinga,1982-01-31,6-1,240,Brigham Young,NA,00-0026009,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POP745133.png,NA,NA,NA
2008,ARI,LB,NA,51,CUT,Matt Stewart,Matt,Stewart,1979-08-31,6-3,239,Vanderbilt,NA,00-0020278,NA,NA,NA,NA,858,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE788073.png,NA,NA,NA
2008,ARI,LB,NA,51,ACT,Pago Togafau,Pago,Togafau,1984-01-10,5-10,240,Idaho State,NA,00-0025667,NA,NA,NA,NA,4193,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAG045826.png,NA,NA,NA
2008,ARI,LB,NA,52,ACT,Monty Beisel,Monty,Beisel,1978-08-20,6-3,244,Kansas State,NA,00-0020478,NA,NA,NA,NA,862,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEI678650.png,NA,NA,NA
2008,ARI,LB,NA,57,ACT,Victor Hobson,Victor,Hobson,1980-02-03,6-0,252,Michigan,NA,00-0021996,NA,NA,NA,NA,1368,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOB758772.png,NA,NA,NA
2008,ARI,LB,NA,53,RES,Clark Haggans,Clark,Haggans,1977-01-10,6-4,243,Colorado State,NA,00-0019538,NA,NA,NA,NA,670,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAG475070.png,NA,NA,NA
2008,ARI,LB,NA,43,DEV,Eduardo Castaneda,Eduardo,Castaneda,1983-01-19,6-3,253,No College,NA,00-0025804,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAS641809.png,NA,NA,NA
2008,ARI,LS,NA,48,ACT,Nathan Hodel,Nathan,Hodel,1977-11-12,6-2,238,Illinois,NA,00-0019834,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOD104287.png,NA,NA,NA
2008,ARI,MLB,NA,54,ACT,Gerald Hayes,Gerald,Hayes,1980-10-10,6-1,249,Pittsburgh,NA,00-0021941,NA,NA,NA,NA,1385,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAY169450.png,NA,NA,NA
2008,ARI,NT,NA,98,ACT,Gabe Watson,Gabe,Watson,1983-09-24,6-3,332,Michigan,NA,00-0024322,NA,NA,NA,NA,3052,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAT365890.png,NA,NA,NA
2008,ARI,NT,NA,97,ACT,Bryan Robinson,Bryan,Robinson,1974-06-22,6-4,304,Fresno State,NA,00-0013845,NA,NA,NA,NA,321,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ROB372405.png,NA,NA,NA
2008,ARI,OLB,NA,58,ACT,Karlos Dansby,Karlos,Dansby,1981-11-03,6-4,250,Auburn,NA,00-0022927,NA,NA,NA,NA,1754,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAN762622.png,NA,NA,NA
2008,ARI,OLB,NA,56,ACT,Chike Okeafor,Chike,Okeafor,1976-03-27,6-5,247,Purdue,NA,00-0012333,NA,NA,NA,NA,493,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/OKE059326.png,NA,NA,NA
2008,ARI,OLB,NA,95,RES,Ali Highsmith,Ali,Highsmith,1985-01-20,6-1,223,LSU,NA,00-0025932,NA,NA,NA,NA,4646,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIG617342.png,NA,NA,NA
2008,ARI,OLB,NA,57,CUT,Brandon Moore,Brandon,Moore,1979-01-16,6-1,240,Oklahoma,NA,00-0020664,NA,NA,NA,NA,1283,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO202634.png,NA,NA,NA
2008,ARI,OT,NA,75,ACT,Levi Brown,Levi,Brown,1984-03-16,6-5,322,Penn State,NA,00-0025392,NA,NA,NA,NA,3621,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO548586.png,NA,NA,NA
2008,ARI,P,NA,5,ACT,Ben Graham,Ben,Graham,1973-11-02,6-5,235,Deakin (Australia),NA,00-0022954,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA128871.png,NA,NA,NA
2008,ARI,P,NA,9,CUT,Dirk Johnson,Dirk,Johnson,1975-06-01,6-0,210,Northern Colorado,NA,00-0008484,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH204479.png,NA,NA,NA
2008,ARI,QB,NA,13,ACT,Kurt Warner,Kurt,Warner,1971-06-22,6-2,218,Northern Iowa,NA,00-0017200,NA,NA,NA,NA,112,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR492511.png,NA,NA,NA
2008,ARI,QB,NA,2,ACT,Brian St. Pierre,Brian,St. Pierre,1979-11-28,6-3,230,Boston College,NA,00-0022101,NA,NA,NA,NA,1470,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STP296636.png,NA,NA,NA
2008,ARI,QB,NA,7,ACT,Matt Leinart,Matt,Leinart,1983-05-11,6-5,232,USC,NA,00-0024225,NA,NA,NA,NA,2955,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEI453701.png,NA,NA,NA
2008,ARI,QB,NA,12,CUT,Anthony Morelli,Anthony,Morelli,1985-05-21,6-4,231,Penn State,NA,00-0025936,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR108056.png,NA,NA,NA
2008,ARI,RB,NA,30,CUT,Chris Vincent,Chris,Vincent,1981-09-02,6-1,224,Oregon,NA,00-0025736,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VIN395864.png,NA,NA,NA
2008,ARI,RB,NA,34,ACT,Tim Hightower,Tim,Hightower,1986-05-23,6-0,224,Richmond,Episcopal (VA),00-0026289,11383,c1ffd69d-92d7-4e12-8fd3-db9977d6dcf4,8926,5785,4463,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HIG784208.png,2262,83,NA
2008,ARI,RB,NA,32,ACT,Edgerrin James,Edgerrin,James,1978-08-01,6-0,219,Miami (Fla.),NA,00-0008241,NA,NA,NA,NA,439,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAM177189.png,NA,NA,NA
2008,ARI,RB,NA,44,CUT,Dionte Johnson,Dionte,Johnson,1986-06-28,6-0,238,Ohio State,NA,00-0025939,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH203750.png,NA,NA,NA
2008,ARI,RB,NA,28,ACT,J.J. Arrington,J.J.,Arrington,1983-01-23,5-9,212,California,NA,00-0023479,NA,NA,NA,NA,2261,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ARR194145.png,NA,NA,NA
2008,ARI,SS,NA,24,ACT,Adrian Wilson,Adrian,Wilson,1979-10-12,6-3,230,North Carolina State,NA,00-0020505,NA,NA,NA,NA,831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL647976.png,NA,NA,NA
2008,ARI,T,NA,68,ACT,Elliot Vallejo,Elliot,Vallejo,1984-05-17,6-7,312,California-Davis,NA,00-0025685,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAL638964.png,NA,NA,NA
2008,ARI,T,NA,69,ACT,Mike Gandy,Mike,Gandy,1979-01-03,6-4,316,Notre Dame,NA,00-0020406,NA,NA,NA,NA,834,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAN127935.png,NA,NA,NA
2008,ARI,T,NA,72,ACT,Brandon Keith,Brandon,Keith,1984-11-21,6-5,343,Northern Iowa,NA,00-0026365,NA,NA,NA,NA,4539,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KEI389074.png,NA,NA,NA
2008,ARI,T,NA,61,ACT,Elton Brown,Elton,Brown,1982-05-22,6-5,332,Virginia,NA,00-0023546,NA,NA,NA,NA,2328,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO418258.png,NA,NA,NA
2008,ARI,T,NA,65,CUT,Kelly Butler,Kelly,Butler,1982-07-24,6-7,320,Purdue,NA,00-0022760,NA,NA,NA,NA,1890,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUT432007.png,NA,NA,NA
2008,ARI,T,NA,60,CUT,Peter Clifford,Peter,Clifford,1984-04-03,6-7,312,Michigan State,NA,00-0025929,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CLI038808.png,NA,NA,NA
2008,ARI,TE,NA,NA,DEV,Alex Shor,Alex,Shor,1983-01-29,6-8,255,Syracuse,NA,00-0023951,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHO576787.png,NA,NA,NA
2008,ARI,TE,NA,84,ACT,Jerame Tuman,Jerame,Tuman,1976-03-24,6-4,253,Michigan,NA,00-0016677,NA,NA,NA,NA,513,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TUM059326.png,NA,NA,NA
2008,ARI,TE,NA,82,ACT,Leonard Pope,Leonard,Pope,1983-09-10,6-8,258,Georgia,NA,00-0024287,NA,NA,NA,NA,3017,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/POP463366.png,NA,NA,NA
2008,ARI,TE,NA,83,RES,Stephen Spach,Stephen,Spach,1982-07-18,6-4,250,Fresno State,NA,00-0023108,NA,NA,NA,NA,2789,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SPA047461.png,NA,NA,NA
2008,ARI,TE,NA,89,ACT,Ben Patrick,Ben,Patrick,1984-08-23,6-3,260,Delaware,NA,00-0025602,NA,NA,NA,NA,3831,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAT171702.png,NA,NA,NA
2008,ARI,TE,NA,NA,CUT,Troy Bienemann,Troy,Bienemann,1983-02-19,6-5,253,Washington State,NA,00-0024069,NA,NA,NA,NA,4195,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BIE560470.png,NA,NA,NA
2008,ARI,WR,NA,85,ACT,Jerheme Urban,Jerheme,Urban,1980-11-26,6-3,207,Trinity (Tex.),NA,00-0021647,NA,NA,NA,NA,1709,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/URB377536.png,NA,NA,NA
2008,ARI,WR,NA,10,CUT,Jamaica Rector,Jamaica,Rector,1981-08-10,5-10,187,Northwest Missouri State,NA,00-0023188,NA,NA,NA,NA,2756,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/REC653214.png,NA,NA,NA
2008,ARI,WR,NA,18,CUT,Jemalle Cornelius,Jemalle,Cornelius,1984-08-10,5-11,185,Florida,NA,00-0024829,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COR477534.png,NA,NA,NA
2008,ARI,WR,NA,80,ACT,Early Doucet,Early,Doucet,1985-10-28,6-0,211,LSU,NA,00-0026221,NA,NA,NA,NA,4395,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DOU051723.png,NA,NA,NA
2008,ARI,WR,NA,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,6-3,220,Pittsburgh,Holy Angels (MN),00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png,5571,223,NA
2008,ARI,WR,NA,NA,DEV,Onrea Jones,Onrea,Jones,1983-12-22,6-0,202,Hampton,NA,00-0024645,NA,NA,NA,NA,4261,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JON637044.png,NA,NA,NA
2008,ARI,WR,NA,NA,DEV,Lance Long,Lance,Long,1985-05-04,5-11,186,Mississippi State,NA,00-0025934,NA,NA,NA,NA,4648,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LON398452.png,NA,NA,NA
2008,ARI,WR,NA,86,CUT,Ahmad Merritt,Ahmad,Merritt,1977-02-05,5-10,197,Wisconsin,NA,00-0019510,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MER572803.png,NA,NA,NA
2008,ARI,WR,NA,87,ACT,Sean Morey,Sean,Morey,1976-02-26,5-11,193,Brown,NA,00-0011641,NA,NA,NA,NA,538,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR131362.png,NA,NA,NA
2008,ARI,WR,NA,81,ACT,Anquan Boldin,Anquan,Boldin,1980-10-03,6-1,217,Florida State,Pahokee (FL),00-0022084,4512,eb1d1304-1900-4587-ae06-75c77efd85a8,6390,3074,1369,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BOL283010.png,11712,655,NA
2008,ARI,WR,NA,15,ACT,Steve Breaston,Steve,Breaston,1983-08-20,6-0,189,Michigan,NA,00-0025529,NA,NA,NA,NA,3758,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRE019124.png,NA,NA,NA
2008,ATL,C,NA,69,ACT,Alex Stepanovich,Alex,Stepanovich,1981-09-25,6-4,296,Ohio State,NA,00-0022788,NA,NA,NA,NA,1821,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE342127.png,NA,NA,NA
2008,ATL,C,NA,67,ACT,Ben Wilkerson,Ben,Wilkerson,1982-11-22,6-4,310,LSU,NA,00-0023107,NA,NA,NA,NA,2842,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL065380.png,NA,NA,NA
2008,ATL,C,NA,62,ACT,Todd McClure,Todd,McClure,1977-02-16,6-1,301,LSU,NA,00-0010711,NA,NA,NA,NA,536,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCC451792.png,NA,NA,NA
2008,ATL,CB,NA,37,ACT,Glenn Sharpe,Glenn,Sharpe,1984-02-27,5-11,190,Miami (Fla.),NA,00-0026420,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHA436588.png,NA,NA,NA
2008,ATL,CB,NA,41,RES,Antoine Harris,Antoine,Harris,1982-04-08,5-10,197,Louisville,NA,00-0023136,NA,NA,NA,NA,2628,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR343433.png,NA,NA,NA
2008,ATL,CB,NA,24,ACT,Domonique Foxworth,Domonique,Foxworth,1983-03-27,5-11,180,Maryland,NA,00-0023532,NA,NA,NA,NA,2314,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOX813566.png,NA,NA,NA
2008,ATL,CB,NA,23,ACT,Chris Houston,Chris,Houston,1984-10-18,5-11,175,Arkansas,NA,00-0025428,NA,NA,NA,NA,3657,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOU439651.png,NA,NA,NA
2008,ATL,CB,NA,30,RES,David Irons,David,Irons,1982-10-09,5-11,197,Auburn,NA,00-0025581,NA,NA,NA,NA,3810,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/IRO409291.png,NA,NA,NA
2008,ATL,CB,NA,22,ACT,Chevis Jackson,Chevis,Jackson,1985-12-11,5-11,185,LSU,NA,00-0026208,NA,NA,NA,NA,4382,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC082402.png,NA,NA,NA
2008,ATL,CB,NA,20,ACT,Brent Grimes,Brent,Grimes,1983-07-19,5-10,185,Shippensburg,Northeast (PA),00-0024183,10913,7979b613-6dbf-4534-8166-6430433c1ec3,8607,5848,3589,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI674817.png,6078,242,NA
2008,ATL,DB,NA,NA,DEV,Darius Vinnett,Darius,Vinnett,1984-09-30,5-8,170,Arkansas,NA,00-0024786,NA,NA,NA,NA,4093,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VIN505611.png,NA,NA,NA
2008,ATL,DB,NA,35,CUT,Deke Cooper,Deke,Cooper,1977-10-18,6-2,210,Notre Dame,NA,00-0019293,NA,NA,NA,NA,721,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COO613941.png,NA,NA,NA
2008,ATL,DB,NA,25,RES,Von Hutchins,Von,Hutchins,1981-02-14,5-10,185,Mississippi,NA,00-0022742,NA,NA,NA,NA,1891,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUT097244.png,NA,NA,NA
2008,ATL,DB,NA,29,ACT,Jamaal Fudge,Jamaal,Fudge,1983-05-17,5-9,194,Clemson,NA,00-0024097,NA,NA,NA,NA,3315,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FUD237309.png,NA,NA,NA
2008,ATL,DB,NA,42,ACT,Eric Brock,Eric,Brock,1985-04-04,6-0,202,Auburn,NA,00-0026447,NA,NA,NA,NA,4817,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO024800.png,NA,NA,NA
2008,ATL,DB,NA,24,CUT,Blue Adams,Blue,Adams,1979-10-15,5-10,187,Cincinnati,NA,00-0022031,NA,NA,NA,NA,1518,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ADA193052.png,NA,NA,NA
2008,ATL,DE,NA,92,ACT,Chauncey Davis,Chauncey,Davis,1983-01-27,6-2,274,Florida State,NA,00-0023562,NA,NA,NA,NA,2345,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DAV232877.png,NA,NA,NA
2008,ATL,DE,NA,NA,DEV,Willie Evans,Willie,Evans,1984-03-05,6-1,269,Mississippi State,NA,00-0024154,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/EVA810463.png,NA,NA,NA
2008,ATL,DE,NA,75,ACT,Simon Fraser,Simon,Fraser,1983-03-27,6-6,274,Ohio State,NA,00-0023174,NA,NA,NA,NA,2596,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRA673980.png,NA,NA,NA
2008,ATL,DE,NA,71,ACT,Kroy Biermann,Kroy,Biermann,1985-09-12,6-3,242,Montana,NA,00-0026294,NA,NA,NA,NA,4468,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BIE712400.png,NA,NA,NA
