season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,headshot_url,fantasy_data_id,sleeper_id,years_exp
2015,ARI,P,NA,9,CUT,Dave Zastudil,Dave,Zastudil,1978-10-26,6-3,220,Ohio U.,NA,00-0021235,NA,NA,NA,NA,NA,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZAS622937.png,NA,NA,NA
2015,ARI,P,NA,2,ACT,Drew Butler,Drew,Butler,1989-05-10,6-1,217,Georgia,NA,00-0028952,NA,NA,NA,NA,7302,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BUT108996.png,NA,NA,NA
2015,ARI,QB,NA,1,CUT,Phillip Sims,Phillip,Sims,1992-08-15,6-4,210,Winston-Salem State,NA,00-0031988,NA,NA,NA,NA,10054,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SIM787024.png,NA,NA,NA
2015,ARI,QB,NA,3,ACT,Carson Palmer,Carson,Palmer,1979-12-27,6-5,235,USC,Santa Margarita (CA),00-0021429,4459,57ad34b3-f60d-4b2d-9e01-3cb5a9451c37,6337,3014,1317,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PAL249055.png,2428,91,NA
2015,ARI,QB,NA,5,ACT,Drew Stanton,Drew,Stanton,1984-05-07,6-3,243,Michigan State,Harrison (MI),00-0025430,10487,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,8297,5251,3659,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STA482517.png,4737,181,NA
2015,ARI,QB,NA,9,ACT,Matt Barkley,Matt,Barkley,1990-09-08,6-2,227,USC,Mater Dei (CA),00-0030533,15948,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,26721,8004,7880,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAR192558.png,14855,1338,NA
2015,ARI,RB,NA,NA,DEV,Robert Hughes,Robert,Hughes,1989-06-21,5-11,235,Notre Dame,NA,00-0028345,NA,NA,NA,NA,6564,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUG592048.png,NA,NA,NA
2015,ARI,RB,NA,31,ACT,David Johnson,David,Johnson,1991-12-16,6-1,224,Northern Iowa,Clinton (IA),00-0032187,2508176,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,28474,10148,9519,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH174477.png,16847,2391,NA
2015,ARI,RB,NA,38,ACT,Andre Ellington,Andre,Ellington,1989-02-03,5-9,199,Clemson,Berkeley (SC),00-0030287,15893,1ce7bca8-68f0-47ba-9484-5baf57dd75e8,26810,8757,7968,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ELL164917.png,15224,1575,NA
2015,ARI,RB,NA,30,ACT,Stepfan Taylor,Stepfan,Taylor,1991-06-09,5-9,216,Stanford,NA,00-0030282,NA,NA,NA,NA,7922,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TAY700784.png,NA,NA,NA
2015,ARI,RB,NA,23,RES,Chris Johnson,Chris,Johnson,1985-09-23,5-11,203,East Carolina,Olympia (FL),00-0026164,11258,e5e0c7f9-c4e3-4de4-8052-d9c083393a99,8801,5627,4338,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH127799.png,6828,272,NA
2015,ARI,RB,NA,NA,DEV,Marion Grice,Marion,Grice,1991-04-10,6-0,208,Arizona State,NA,00-0030999,NA,NA,NA,NA,8835,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI000785.png,NA,NA,NA
2015,ARI,RB,NA,33,ACT,Kerwynn Williams,Kerwynn,Williams,1991-06-09,5-8,198,Utah State,Valley (NV),00-0030117,16024,051ac116-6d32-4e77-91da-e0ce27d202da,26853,8766,8013,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WIL407286.png,15010,1441,NA
2015,ARI,SS,NA,22,ACT,Tony Jefferson,Tony,Jefferson,1992-01-27,5-11,212,Oklahoma,Eastlake (CA),00-0030294,16195,7690ab6a-2ae0-4449-abd5-74ec54403f2e,27081,8688,8361,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JEF423538.png,15516,1686,NA
2015,ARI,T,NA,NA,DEV,John Wetzel,John,Wetzel,1991-07-18,6-7,328,Boston College,Brashear (PA),00-0029762,16247,543a98a6-42fb-4fbc-9899-f0ee59b1a114,27072,10073,8088,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WET576319.png,15063,1469,NA
2015,ARI,T,NA,70,ACT,Bobby Massie,Bobby,Massie,1989-08-01,6-6,316,Mississippi,Hargrave Military Academy (VA),00-0029528,15096,86c5152c-c823-4127-97e6-2fedf532e8e8,25822,8304,7112,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAS441786.png,14483,1222,NA
2015,ARI,T,NA,64,CUT,Cameron Bradfield,Cameron,Bradfield,1987-09-14,6-4,308,Grand Valley State,NA,00-0028401,NA,NA,NA,NA,6591,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRA093762.png,NA,NA,NA
2015,ARI,T,NA,79,ACT,Bradley Sowell,Bradley,Sowell,1989-06-06,6-7,315,Mississippi,Hernando (MS),00-0029091,15284,b80f5604-dcbf-42e5-aaab-0e996b318002,26050,9091,7693,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SOW244611.png,14707,1269,NA
2015,ARI,T,NA,68,ACT,Jared Veldheer,Jared,Veldheer,1987-06-14,6-8,321,Hillsdale,Forest Hills (MI),00-0027674,13302,52366445-a41d-4b7c-bd42-1ea4cb940695,24044,6545,5594,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VEL116302.png,11241,569,NA
2015,ARI,TE,NA,83,RES,Gerald Christian,Gerald,Christian,1991-08-26,6-3,250,Louisville,NA,00-0032190,NA,NA,NA,NA,9689,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHR356457.png,NA,NA,NA
2015,ARI,TE,NA,84,ACT,Jermaine Gresham,Jermaine,Gresham,1988-06-16,6-5,260,Oklahoma,Ardmore (OK),00-0027873,13228,b44773b9-af17-4d6c-a453-132e20849712,23996,6455,5546,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE819895.png,11026,530,NA
2015,ARI,TE,NA,87,ACT,Troy Niklas,Troy,Niklas,1992-09-18,6-6,270,Notre Dame,Servite (CA),00-0031044,16797,2b159c76-53d6-4670-b341-392bc7d6d5f2,27580,9292,8687,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NIK372127.png,16648,2245,NA
2015,ARI,TE,NA,85,ACT,Darren Fells,Darren,Fells,1986-04-22,6-7,281,California-Irvine,Fullerton (CA),00-0029738,15773,54d4e35a-2e6c-48f6-86ad-92dd596c173c,26612,9758,8549,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FEL484741.png,15247,1592,NA
2015,ARI,TE,NA,80,RES,Ifeanyi Momah,Ifeanyi,Momah,1989-10-23,6-7,255,Boston College,NA,00-0029740,NA,NA,NA,NA,8557,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOM027685.png,NA,NA,NA
2015,ARI,WR,NA,14,ACT,J.J. Nelson,J.J.,Nelson,1992-04-24,5-10,160,Alabama-Birmingham,Midfield (AL),00-0032112,2515759,617269c1-88b3-45a6-b4a8-b2806a0cdaea,28547,10244,9592,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/NEL488051.png,16919,2462,NA
2015,ARI,WR,NA,19,CUT,Travis Harvey,Travis,Harvey,1990-05-18,6-2,185,Florida A&M,NA,00-0030182,NA,NA,NA,NA,9024,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR824696.png,NA,NA,NA
2015,ARI,WR,NA,16,DEV,Jaxon Shipley,Jaxon,Shipley,1992-07-17,6-0,190,Texas,NA,00-0031710,NA,NA,NA,NA,9806,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SHI382672.png,NA,NA,NA
2015,ARI,WR,NA,84,CUT,Trevor Harman,Trevor,Harman,1991-10-22,6-3,205,Shippensburg,NA,00-0031703,NA,NA,NA,NA,9799,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR186373.png,NA,NA,NA
2015,ARI,WR,NA,13,ACT,Jaron Brown,Jaron,Brown,1990-01-08,6-2,205,Clemson,Cheraw (SC),00-0030300,16172,51952c7b-11c5-4229-baf9-08d4694cc2ad,27074,9046,8128,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO486303.png,15509,1684,NA
2015,ARI,WR,NA,12,ACT,John Brown,John,Brown,1990-04-03,5-11,179,Pittsburg State,Homestead (FL),00-0031051,16804,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,27619,9684,8726,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO494712.png,16640,2238,NA
2015,ARI,WR,NA,11,ACT,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,6-3,218,Pittsburgh,Holy Angels (MN),00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIT437493.png,5571,223,NA
2015,ARI,WR,NA,15,ACT,Michael Floyd,Michael,Floyd,1989-11-27,6-2,220,Notre Dame,Cretin-Derham Hall (MN),00-0029638,14908,471dbe81-54c4-4b52-8bd1-4933c9800e1f,25723,8054,7019,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLO764240.png,14478,1219,NA
2015,ARI,WR,NA,10,ACT,Brittan Golden,Brittan,Golden,1988-07-20,5-11,186,West Texas A&M,Denver City (TX),00-0029336,15564,5d0270d1-8172-4403-a2b3-69055d0bcbb1,25970,8260,7481,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GOL049597.png,15725,1743,NA
2015,ATL,C,NA,66,CUT,Peter Konz,Peter,Konz,1989-12-20,6-5,317,Wisconsin,NA,00-0029411,NA,NA,NA,NA,7058,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KON751046.png,NA,NA,NA
